passenger_id,age,nationality,loyalty_tier,lifetime_flights,lifetime_spend_usd,preferred_cabin,churn_risk_score,digital_checkin,app_user,account_age_years,avg_booking_lead_days,last_flight_days_ago
PAX004062,18,QA,Blue,2,2555.53,Economy,0.524,1,1,5.5,32,34
PAX004063,38,FR,Gold,23,22491.47,Economy,0.094,1,1,7.4,1,79
PAX004064,34,IN,Silver,17,8631.43,Business,0.218,0,1,3.2,17,89
PAX004065,23,IN,Silver,14,9662.78,Economy,0.122,1,0,11.1,34,54
PAX004066,34,IN,Silver,9,4912.45,Economy,0.162,0,0,6.0,34,77
PAX004067,32,US,Gold,20,28870.06,Economy,0.031,1,1,9.9,60,104
PAX004068,34,QA,Blue,3,3888.19,Business,0.364,0,1,9.5,13,61
PAX004069,43,US,Blue,1,2575.66,Economy,0.429,0,1,2.2,36,100
PAX004070,18,DE,Silver,9,6543.79,Economy,0.204,1,0,4.5,1,154
PAX004071,56,FR,Gold,25,20728.8,Economy,0.01,1,1,4.1,8,181
PAX004072,34,AU,Platinum,44,67994.79,Business,0.028,0,1,4.0,25,140
PAX004073,35,AE,Blue,2,1448.24,Business,0.429,1,0,2.8,7,11
PAX004074,24,TH,Blue,2,2811.4,Business,0.543,1,1,1.4,47,11
PAX004075,40,FR,Gold,30,26599.21,Economy,0.122,1,1,4.0,29,20
PAX004076,18,GB,Silver,13,10507.59,Economy,0.152,1,1,9.2,4,57
PAX004077,23,US,Blue,2,2143.49,Economy,0.508,1,0,1.7,18,72
PAX004078,31,QA,Blue,1,2781.81,Economy,0.516,1,0,8.2,50,44
PAX004079,28,US,Silver,14,7205.38,Economy,0.249,1,1,11.4,36,108
PAX004080,40,US,Blue,2,2706.84,Economy,0.508,1,1,5.2,1,138
PAX004081,56,AU,Platinum,52,78283.14,Business,0.019,1,1,3.0,1,102
PAX004082,40,AU,Silver,7,6419.58,Economy,0.101,0,1,5.3,35,12
PAX004083,33,QA,Blue,1,2263.86,First,0.423,1,0,6.4,21,98
PAX004084,46,SG,Blue,3,4383.79,Economy,0.277,0,0,7.4,25,162
PAX004085,39,US,Gold,20,18566.9,Economy,0.191,1,1,6.6,43,26
PAX004086,31,AE,Silver,9,8857.41,Economy,0.184,0,1,8.3,50,69
PAX004087,36,AE,Blue,2,2378.97,Economy,0.406,1,0,11.3,43,62
PAX004088,21,GB,Blue,2,2087.37,Economy,0.496,1,1,4.9,14,87
PAX004089,43,AU,Blue,1,1931.06,Economy,0.507,0,1,3.3,1,94
PAX004090,31,QA,Blue,4,1053.52,Business,0.46,1,0,5.8,31,74
PAX004091,43,GB,Blue,3,2480.34,Economy,0.36,1,1,2.7,14,109
PAX004092,44,TH,Blue,4,3087.12,Economy,0.344,1,1,8.6,19,159
PAX004093,38,AU,Blue,2,3200.81,Economy,0.522,0,1,7.3,36,101
PAX004094,26,DE,Blue,3,2284.55,Economy,0.367,0,0,6.7,22,31
PAX004095,43,QA,Blue,4,2698.75,Economy,0.319,0,1,0.8,19,10
PAX004096,34,EG,Platinum,48,57260.27,Business,0.046,1,1,1.9,68,120
PAX004097,21,JP,Silver,13,7713.21,Business,0.182,1,1,4.3,17,222
PAX004098,33,IN,Blue,2,3093.64,Economy,0.432,1,0,9.7,2,72
PAX004099,24,QA,Silver,12,7654.0,Economy,0.142,1,0,9.0,1,100
PAX004100,18,QA,Blue,2,2226.99,Economy,0.444,0,0,1.4,27,129
PAX004101,33,US,Blue,2,3271.55,Economy,0.47,1,1,2.6,31,102
PAX004102,29,SG,Blue,1,1606.91,Economy,0.445,1,1,4.9,20,42
PAX004103,31,US,Blue,4,2717.48,Business,0.332,1,1,5.1,45,88
PAX004104,31,AE,Silver,13,11068.27,Economy,0.191,1,1,2.7,53,132
PAX004105,42,GB,Blue,2,2358.97,Economy,0.553,1,1,2.6,30,78
PAX004106,29,QA,Blue,3,2199.52,Economy,0.402,0,1,8.9,10,1
PAX004107,29,GB,Silver,9,11194.88,Economy,0.153,0,1,0.7,12,167
PAX004108,36,DE,Platinum,58,66619.62,Economy,0.028,1,1,2.7,26,103
PAX004109,43,FR,Silver,15,8700.56,Business,0.176,1,1,6.1,27,115
PAX004110,38,TH,Blue,3,3164.34,Economy,0.263,0,1,3.0,1,80
PAX004111,24,DE,Platinum,71,75258.38,Economy,0.058,1,1,11.4,35,1
PAX004112,31,GB,Silver,15,10231.73,Economy,0.18,1,1,3.0,57,117
PAX004113,38,FR,Silver,13,11067.69,Economy,0.159,1,0,2.3,46,10
PAX004114,30,GB,Blue,2,1651.68,Economy,0.399,1,0,0.5,44,64
PAX004115,36,QA,Silver,9,11602.95,Business,0.102,1,1,7.3,73,138
PAX004116,28,EG,Blue,2,2944.77,Economy,0.499,1,1,0.6,23,68
PAX004117,32,GB,Silver,2,9603.89,Economy,0.345,1,0,7.7,48,1
PAX004118,18,US,Silver,14,9199.64,Economy,0.152,1,0,6.9,29,130
PAX004119,30,EG,Gold,27,19997.21,Business,0.063,1,1,10.8,17,188
PAX004120,45,AE,Blue,2,2447.84,Economy,0.421,0,1,8.1,24,138
PAX004121,29,GB,Blue,1,2474.96,Business,0.416,1,1,4.0,48,118
PAX004122,31,TH,Blue,2,1557.25,Business,0.477,1,1,3.7,4,126
PAX004123,26,QA,Blue,3,3372.2,Economy,0.373,1,1,10.5,7,80
PAX004124,35,QA,Platinum,37,50884.68,Economy,0.028,1,1,11.8,24,33
PAX004125,39,AU,Blue,1,2554.5,Economy,0.441,1,1,2.9,14,210
PAX004126,32,IN,Blue,2,3473.68,Economy,0.511,1,0,8.5,24,208
PAX004127,35,TH,Platinum,56,44922.36,Business,0.024,1,1,0.7,28,90
PAX004128,39,QA,Blue,1,2514.61,Economy,0.436,1,0,9.5,18,67
PAX004129,29,SG,Silver,17,10587.87,Economy,0.195,1,1,6.3,31,73
PAX004130,47,IN,Silver,13,9653.4,Economy,0.139,0,1,9.7,36,11
PAX004131,20,DE,Blue,2,2994.59,Business,0.464,1,0,10.9,46,1
PAX004132,51,EG,Blue,3,2475.28,Business,0.277,1,1,7.7,37,118
PAX004133,28,AU,Blue,2,2234.52,Economy,0.413,0,0,6.3,57,56
PAX004134,48,FR,Platinum,22,37471.71,Economy,0.01,1,1,8.7,18,80
PAX004135,21,EG,Silver,8,5893.58,Economy,0.182,1,1,1.6,36,92
PAX004136,38,JP,Blue,2,2019.74,Economy,0.467,0,1,10.5,33,153
PAX004137,41,SG,Silver,13,7816.85,Economy,0.305,1,1,0.9,32,1
PAX004138,37,QA,Gold,23,19291.72,Economy,0.037,1,1,2.4,72,23
PAX004139,28,JP,Blue,3,2002.67,Economy,0.341,1,0,4.3,22,58
PAX004140,37,TH,Gold,31,16195.74,Economy,0.046,1,1,1.4,1,43
PAX004141,41,QA,Silver,8,11754.61,Economy,0.211,0,1,1.6,24,123
PAX004142,32,US,Blue,3,2038.06,Economy,0.349,1,0,8.0,74,11
PAX004143,41,GB,Silver,18,7647.77,Economy,0.202,0,0,11.1,53,17
PAX004144,23,QA,Blue,3,2832.04,Economy,0.295,0,1,9.7,27,127
PAX004145,38,US,Platinum,82,73784.86,Economy,0.01,1,1,11.1,27,169
PAX004146,46,JP,Blue,2,1400.51,Economy,0.496,0,1,2.1,31,76
PAX004147,47,IN,Silver,8,6215.88,Economy,0.122,0,0,1.3,24,8
PAX004148,23,AU,Blue,4,2195.29,Economy,0.34,1,0,5.2,47,29
PAX004149,32,QA,Blue,3,2525.16,Economy,0.263,1,1,11.3,31,13
PAX004150,29,GB,Blue,3,3295.1,Economy,0.327,0,1,7.7,32,88
PAX004151,38,EG,Platinum,66,37317.52,Business,0.088,1,1,7.2,43,46
PAX004152,36,QA,Blue,2,3774.23,Economy,0.446,1,1,4.9,36,81
PAX004153,27,GB,Blue,3,3451.38,Business,0.429,1,0,11.6,67,44
PAX004154,48,QA,Blue,2,2943.73,Economy,0.396,1,1,9.5,9,90
PAX004155,30,US,Silver,19,8106.92,Economy,0.166,0,1,11.1,52,107
PAX004156,34,AE,Silver,4,8217.98,Economy,0.181,1,1,10.9,35,77
PAX004157,34,US,Platinum,62,54265.95,Economy,0.01,1,1,5.2,13,117
PAX004158,21,GB,Blue,2,1888.29,Economy,0.366,0,1,4.1,54,1
PAX004159,46,IN,Blue,3,2521.65,Economy,0.253,1,0,4.1,29,60
PAX004160,37,TH,Gold,34,26371.63,Economy,0.144,1,1,2.9,12,168
PAX004161,54,JP,Blue,1,3150.71,Economy,0.363,1,1,4.9,9,1
PAX004162,35,US,Blue,4,1576.32,Business,0.335,0,1,6.4,33,223
PAX004163,31,QA,Silver,5,7774.5,Economy,0.097,0,0,8.4,29,1
PAX004164,40,QA,Blue,2,2209.0,Economy,0.458,1,1,12.0,36,1
PAX004165,44,JP,Blue,2,1545.96,Economy,0.456,1,1,0.9,1,1
PAX004166,23,AE,Platinum,35,81924.95,Economy,0.038,1,1,2.2,36,86
PAX004167,28,TH,Gold,46,30132.7,First,0.064,1,1,11.7,61,165
PAX004168,24,AE,Silver,10,5871.01,Economy,0.057,1,0,0.6,33,35
PAX004169,45,SG,Gold,28,21381.52,Economy,0.066,0,1,4.6,44,37
PAX004170,28,JP,Silver,14,10144.67,Economy,0.201,0,0,4.7,26,141
PAX004171,42,DE,Blue,5,3672.78,Economy,0.326,0,0,7.5,65,6
PAX004172,42,IN,Gold,27,22388.92,Economy,0.064,1,1,4.0,32,1
PAX004173,20,SG,Blue,4,2584.88,Economy,0.39,0,0,3.7,31,48
PAX004174,27,US,Blue,2,3299.67,Economy,0.506,1,1,6.6,19,178
PAX004175,42,GB,Blue,4,2800.81,Business,0.31,1,0,3.2,53,33
PAX004176,23,GB,Silver,14,10920.78,Economy,0.124,1,1,0.6,48,36
PAX004177,27,DE,Blue,3,3751.21,Economy,0.331,1,1,11.0,67,62
PAX004178,20,FR,Gold,34,29222.76,Business,0.055,0,1,8.8,5,97
PAX004179,44,GB,Blue,3,1429.66,Business,0.291,1,1,8.4,50,154
PAX004180,50,SG,Gold,6,27859.74,Economy,0.053,1,1,9.0,37,117
PAX004181,31,GB,Gold,19,22157.29,First,0.073,1,1,4.1,26,161
PAX004182,36,SG,Gold,20,13456.5,Economy,0.031,0,1,5.1,28,141
PAX004183,18,IN,Silver,7,8493.93,Economy,0.184,0,0,7.0,53,94
PAX004184,52,AE,Blue,4,2631.59,Economy,0.328,0,0,7.7,47,131
PAX004185,26,IN,Blue,4,2320.91,Business,0.416,1,1,11.0,46,150
PAX004186,45,SG,Blue,3,3303.16,Economy,0.365,1,0,5.1,16,44
PAX004187,33,IN,Blue,3,3654.62,Economy,0.302,1,0,8.4,31,192
PAX004188,20,IN,Blue,2,1820.83,Economy,0.351,0,0,9.6,46,33
PAX004189,21,AU,Silver,8,8525.55,Economy,0.136,0,0,8.5,24,113
PAX004190,20,QA,Blue,3,2252.87,Economy,0.262,0,1,6.0,28,136
PAX004191,47,US,Blue,3,3915.43,Economy,0.295,1,1,6.0,29,39
PAX004192,48,SG,Platinum,41,64848.31,First,0.01,1,1,10.6,12,49
PAX004193,34,QA,Blue,3,3484.98,Economy,0.35,0,0,5.6,30,1
PAX004194,46,IN,Blue,1,2893.72,First,0.389,1,1,11.0,7,20
PAX004195,37,US,Blue,3,2567.02,Economy,0.306,1,1,4.0,1,160
PAX004196,30,IN,Blue,3,2661.95,Economy,0.292,0,0,3.0,20,1
PAX004197,41,SG,Gold,38,27815.51,First,0.029,1,1,2.7,51,119
PAX004198,20,GB,Blue,2,3626.94,Economy,0.388,1,1,1.7,40,1
PAX004199,28,DE,Blue,4,3511.31,Economy,0.478,1,0,10.4,50,1
PAX004200,44,QA,Gold,28,15763.13,Business,0.111,1,1,8.1,50,98
PAX004201,35,EG,Silver,8,8829.7,Business,0.078,1,0,10.4,26,95
PAX004202,41,US,Silver,16,7019.97,Economy,0.141,1,1,7.5,30,73
PAX004203,21,JP,Blue,3,4562.09,Economy,0.312,1,0,3.3,65,111
PAX004204,18,JP,Blue,4,2538.84,Economy,0.418,1,0,4.3,62,103
PAX004205,38,DE,Blue,1,3594.69,Business,0.445,0,1,2.2,29,40
PAX004206,24,IN,Blue,1,2974.97,Economy,0.414,1,0,3.8,19,34
PAX004207,28,EG,Silver,14,10240.32,Economy,0.326,0,1,5.9,8,183
PAX004208,50,US,Silver,11,6489.47,Economy,0.056,0,1,6.7,38,42
PAX004209,38,US,Platinum,52,59833.26,Economy,0.092,1,1,7.3,49,127
PAX004210,24,IN,Gold,18,13047.94,Business,0.082,1,1,7.4,17,37
PAX004211,46,SG,Blue,3,2639.99,Economy,0.242,0,0,8.9,51,103
PAX004212,31,QA,Gold,35,14641.5,Economy,0.062,1,1,6.2,61,152
PAX004213,31,IN,Blue,1,3119.72,Business,0.55,0,1,6.2,29,31
PAX004214,32,TH,Silver,11,11672.39,Business,0.15,1,0,7.0,8,144
PAX004215,35,US,Blue,1,3571.82,Economy,0.423,1,1,11.7,21,111
PAX004216,25,AU,Blue,3,3160.5,Economy,0.367,1,0,5.8,24,47
PAX004217,30,GB,Blue,3,2703.42,Business,0.266,0,1,7.6,24,119
PAX004218,29,AU,Gold,41,23731.15,Business,0.065,1,0,11.8,29,97
PAX004219,33,SG,Silver,13,7162.32,Business,0.254,1,1,10.7,24,1
PAX004220,18,QA,Blue,2,2855.76,Economy,0.475,1,1,1.6,13,47
PAX004221,39,US,Blue,2,2628.01,Economy,0.446,1,1,8.5,26,116
PAX004222,20,FR,Blue,5,3736.05,Economy,0.451,0,0,2.2,47,154
PAX004223,19,QA,Blue,3,2435.75,Economy,0.321,0,1,2.2,55,108
PAX004224,18,QA,Silver,12,6210.0,Business,0.246,1,1,11.7,52,31
PAX004225,54,IN,Platinum,57,59887.59,First,0.01,1,1,9.5,17,54
PAX004226,25,IN,Blue,3,1977.12,Business,0.385,1,1,7.9,11,36
PAX004227,47,US,Gold,27,29493.61,First,0.039,1,1,5.3,22,43
PAX004228,23,DE,Gold,25,18163.76,Business,0.165,1,1,10.5,17,121
PAX004229,37,US,Silver,15,8236.65,Economy,0.203,1,0,7.1,27,39
PAX004230,21,AE,Silver,17,9292.41,Economy,0.164,0,0,6.4,7,94
PAX004231,43,GB,Blue,3,2793.42,Economy,0.347,1,1,6.5,40,219
PAX004232,42,US,Blue,2,2828.13,Economy,0.4,0,1,1.6,35,36
PAX004233,34,TH,Silver,15,3080.97,Business,0.215,1,1,1.0,30,116
PAX004234,44,IN,Gold,20,24920.13,Business,0.172,1,1,11.7,13,2
PAX004235,45,AU,Blue,2,2495.64,Economy,0.418,1,0,9.8,42,109
PAX004236,41,US,Platinum,70,53616.37,Economy,0.01,0,0,1.4,23,33
PAX004237,44,US,Blue,2,5000.2,Economy,0.418,0,0,1.8,65,10
PAX004238,49,IN,Gold,27,18817.68,Business,0.066,1,1,7.6,29,64
PAX004239,27,SG,Gold,20,24641.34,Business,0.194,1,1,9.5,41,159
PAX004240,36,JP,Platinum,68,61861.34,First,0.01,1,1,3.3,45,25
PAX004241,24,EG,Platinum,57,85143.99,Business,0.01,0,1,10.9,22,22
PAX004242,35,US,Blue,2,3529.53,Economy,0.454,0,1,1.3,39,173
PAX004243,43,QA,Blue,1,2865.57,Economy,0.538,1,1,6.8,27,68
PAX004244,43,US,Gold,38,27629.03,Business,0.072,1,0,9.9,17,63
PAX004245,18,US,Silver,11,8050.28,Economy,0.206,0,1,5.9,50,65
PAX004246,32,EG,Blue,1,2673.4,Economy,0.474,0,1,1.6,29,93
PAX004247,45,EG,Blue,3,2199.65,Economy,0.426,1,0,10.2,41,96
PAX004248,18,FR,Blue,4,2782.9,Economy,0.366,0,1,5.0,61,172
PAX004249,52,QA,Gold,15,10153.26,Business,0.068,1,1,7.8,40,127
PAX004250,18,QA,Gold,33,31802.11,Economy,0.01,1,1,1.2,59,123
PAX004251,33,DE,Silver,11,6994.73,Economy,0.168,1,1,11.4,41,52
PAX004252,34,SG,Silver,11,9137.95,Economy,0.141,1,1,2.6,14,70
PAX004253,44,TH,Gold,20,19682.24,Business,0.046,1,1,4.7,37,9
PAX004254,23,SG,Gold,15,19873.45,Business,0.095,1,0,2.8,41,11
PAX004255,28,FR,Silver,15,5265.55,Economy,0.186,1,1,7.0,26,82
PAX004256,50,SG,Blue,2,2527.75,Economy,0.447,0,0,11.8,25,148
PAX004257,44,EG,Blue,3,2178.2,Economy,0.39,1,1,1.3,57,114
PAX004258,32,IN,Blue,3,3222.95,Business,0.327,0,1,9.5,3,79
PAX004259,30,IN,Silver,17,9731.53,Economy,0.197,0,1,5.1,47,168
PAX004260,34,IN,Blue,3,2739.77,Economy,0.336,1,0,8.6,71,174
PAX004261,44,QA,Silver,9,13279.21,Economy,0.127,0,0,1.4,38,213
PAX004262,35,FR,Blue,2,3332.21,Business,0.48,1,1,11.6,15,98
PAX004263,28,GB,Silver,15,6687.99,Economy,0.119,0,0,8.7,14,148
PAX004264,37,GB,Gold,16,25840.5,Economy,0.1,1,1,6.1,35,1
PAX004265,33,SG,Silver,12,4271.43,Economy,0.153,0,1,10.2,60,100
PAX004266,30,QA,Blue,2,2210.25,Economy,0.433,1,0,10.8,43,143
PAX004267,37,QA,Platinum,46,58382.09,Business,0.085,1,1,7.9,37,174
PAX004268,22,FR,Gold,34,29412.73,Economy,0.122,1,1,3.7,41,108
PAX004269,19,IN,Blue,3,2992.27,Economy,0.368,1,1,1.5,21,121
PAX004270,26,EG,Blue,2,1982.39,Economy,0.447,1,0,6.9,51,128
PAX004271,31,GB,Silver,11,8072.33,Economy,0.165,0,1,8.8,27,165
PAX004272,48,US,Silver,9,7493.17,Economy,0.164,1,0,7.6,16,139
PAX004273,21,QA,Silver,13,5902.54,Economy,0.235,0,1,3.6,25,1
PAX004274,35,SG,Silver,3,11213.14,Economy,0.203,0,0,4.0,36,38
PAX004275,39,SG,Blue,3,3110.48,Economy,0.314,1,0,7.1,23,148
PAX004276,40,SG,Silver,13,6580.61,Economy,0.142,1,1,2.9,24,99
PAX004277,32,US,Blue,2,3346.86,Economy,0.403,1,1,2.8,17,78
PAX004278,47,SG,Gold,30,17060.76,Economy,0.01,1,1,11.3,40,148
PAX004279,18,DE,Blue,3,2372.07,Economy,0.417,0,0,12.0,22,58
PAX004280,32,FR,Gold,21,17692.46,Economy,0.06,1,1,8.5,59,128
PAX004281,34,AU,Gold,24,19524.11,Business,0.058,1,1,10.5,70,56
PAX004282,43,FR,Silver,8,6007.13,Business,0.205,0,1,6.4,36,16
PAX004283,34,US,Blue,3,3152.02,Economy,0.292,1,1,1.7,20,72
PAX004284,25,QA,Blue,2,1684.62,Economy,0.472,0,1,7.4,28,123
PAX004285,42,AU,Platinum,94,74302.47,Economy,0.015,0,1,1.6,40,52
PAX004286,43,SG,Gold,32,16460.83,Economy,0.164,1,1,10.4,24,161
PAX004287,20,GB,Blue,2,3662.69,Economy,0.468,0,0,8.7,64,191
PAX004288,46,AU,Silver,12,10484.74,Economy,0.046,0,0,10.8,25,111
PAX004289,44,AU,Platinum,47,50592.76,Business,0.01,1,1,11.9,22,90
PAX004290,20,FR,Silver,3,8708.48,Economy,0.244,0,1,10.2,40,46
PAX004291,29,GB,Blue,2,3628.96,Business,0.415,1,1,7.7,20,161
PAX004292,18,QA,Blue,3,2066.09,Economy,0.395,0,0,4.8,20,192
PAX004293,25,US,Silver,12,8289.82,Economy,0.2,1,0,6.2,18,242
PAX004294,43,QA,Gold,29,27234.53,Economy,0.171,1,1,9.8,45,40
PAX004295,40,TH,Blue,1,1979.1,Economy,0.456,0,0,7.7,71,67
PAX004296,26,QA,Blue,2,3170.83,Economy,0.488,1,0,11.2,14,145
PAX004297,27,QA,Gold,16,19688.18,Economy,0.03,1,1,6.1,39,79
PAX004298,39,DE,Gold,26,29426.83,First,0.01,1,1,9.3,26,205
PAX004299,33,DE,Blue,2,2207.91,Economy,0.387,0,0,5.6,32,1
PAX004300,30,GB,Silver,16,8387.93,Economy,0.155,1,0,7.2,52,2
PAX004301,53,QA,Silver,12,6119.43,Economy,0.146,0,1,0.8,16,88
PAX004302,32,AE,Silver,16,8696.31,Economy,0.171,0,0,11.9,9,34
PAX004303,27,AU,Blue,2,2798.81,Economy,0.455,1,1,10.1,1,87
PAX004304,31,EG,Platinum,73,47802.15,Economy,0.01,0,1,9.4,33,97
PAX004305,20,US,Silver,16,4268.25,Business,0.193,1,1,9.1,1,122
PAX004306,55,AE,Silver,10,11713.36,Economy,0.097,1,1,8.7,27,98
PAX004307,41,QA,Platinum,40,51197.8,Economy,0.123,1,1,6.4,27,94
PAX004308,30,DE,Gold,26,14079.55,Economy,0.161,1,1,9.3,1,139
PAX004309,25,IN,Blue,4,3245.58,Economy,0.338,0,1,9.3,62,8
PAX004310,29,IN,Silver,16,5080.26,Economy,0.196,1,1,0.9,31,104
PAX004311,37,US,Platinum,50,44919.76,Economy,0.01,1,1,10.1,17,170
PAX004312,32,DE,Blue,3,3788.56,Business,0.354,1,1,6.3,20,44
PAX004313,34,AE,Blue,2,2645.12,Business,0.587,0,1,3.8,48,49
PAX004314,36,EG,Platinum,49,51363.63,Economy,0.055,1,1,6.3,39,87
PAX004315,34,AE,Silver,12,9107.25,Economy,0.143,1,1,8.2,5,192
PAX004316,23,QA,Blue,1,2690.92,Economy,0.48,0,0,6.0,38,110
PAX004317,45,US,Platinum,56,63040.2,Economy,0.105,1,1,3.9,33,10
PAX004318,29,US,Blue,2,3152.88,Economy,0.441,1,0,5.6,34,141
PAX004319,31,QA,Blue,3,1888.52,Business,0.356,1,1,8.3,36,1
PAX004320,28,AE,Silver,5,8432.06,Economy,0.195,0,1,3.6,15,236
PAX004321,43,GB,Blue,3,2200.71,Economy,0.289,0,1,6.2,11,181
PAX004322,34,QA,Blue,4,2265.47,First,0.373,1,1,7.9,21,125
PAX004323,34,AU,Gold,14,23481.41,Economy,0.01,0,1,3.3,28,226
PAX004324,21,QA,Blue,3,3715.37,Economy,0.474,0,1,8.7,40,93
PAX004325,52,QA,Gold,18,21414.38,Business,0.01,0,1,6.2,34,111
PAX004326,39,AU,Blue,3,3349.62,Economy,0.418,0,1,6.4,6,24
PAX004327,35,GB,Silver,10,10173.61,Economy,0.167,0,1,6.4,45,1
PAX004328,38,SG,Silver,14,6571.17,Business,0.274,1,1,5.2,9,69
PAX004329,18,EG,Platinum,58,44852.56,Economy,0.01,1,1,7.6,48,41
PAX004330,30,IN,Gold,42,18543.31,Economy,0.058,1,1,9.3,43,1
PAX004331,40,US,Silver,11,9862.18,Business,0.115,1,0,7.7,16,243
PAX004332,32,AE,Blue,4,3589.91,Economy,0.262,0,0,11.2,19,132
PAX004333,40,IN,Blue,1,1787.21,Business,0.414,1,0,2.8,10,14
PAX004334,38,US,Silver,12,6850.88,Economy,0.148,1,0,1.6,10,1
PAX004335,35,GB,Silver,14,6630.28,Economy,0.13,1,0,6.2,43,51
PAX004336,27,EG,Blue,3,3093.81,Economy,0.381,1,1,9.2,56,35
PAX004337,37,SG,Blue,2,2708.86,Economy,0.36,1,1,9.5,18,143
PAX004338,25,QA,Gold,28,30502.13,Economy,0.124,1,1,1.3,21,153
PAX004339,34,TH,Gold,29,18837.35,Economy,0.129,1,1,0.6,26,1
PAX004340,18,US,Silver,13,8513.91,Economy,0.159,0,1,10.0,35,203
PAX004341,30,US,Blue,3,3029.9,Economy,0.354,1,0,9.4,57,56
PAX004342,32,FR,Blue,2,2615.49,Business,0.367,1,1,6.3,32,137
PAX004343,44,SG,Platinum,54,62364.3,Economy,0.01,0,1,0.9,35,1
PAX004344,28,AE,Blue,2,3673.43,Economy,0.436,0,1,5.4,38,105
PAX004345,39,QA,Gold,32,13784.56,Economy,0.085,1,1,1.4,21,203
PAX004346,30,AE,Blue,3,1875.6,Economy,0.365,0,1,7.3,30,162
PAX004347,22,IN,Blue,1,3024.07,Economy,0.427,0,0,6.0,3,1
PAX004348,29,DE,Blue,1,2228.25,Economy,0.446,0,1,5.5,20,81
PAX004349,42,GB,Blue,4,2458.27,Economy,0.363,1,0,11.4,34,1
PAX004350,29,IN,Silver,9,9137.06,Business,0.167,0,1,8.8,25,27
PAX004351,42,US,Gold,17,12258.97,Economy,0.023,1,1,5.7,47,156
PAX004352,44,EG,Platinum,70,73889.26,Business,0.014,1,0,10.5,5,53
PAX004353,34,DE,Blue,3,2800.48,Economy,0.328,1,1,3.0,16,173
PAX004354,52,QA,Blue,2,2383.18,Business,0.379,0,0,8.8,1,82
PAX004355,39,US,Silver,13,3953.24,Economy,0.156,0,1,5.6,44,33
PAX004356,35,QA,Blue,2,2764.44,Economy,0.434,0,0,10.2,27,70
PAX004357,30,IN,Gold,39,23006.05,Economy,0.122,1,1,5.6,55,130
PAX004358,48,AU,Silver,11,7966.03,Economy,0.187,1,0,3.7,30,51
PAX004359,31,US,Blue,4,2915.03,Business,0.302,0,0,2.9,36,2
PAX004360,37,AE,Silver,15,6173.65,Economy,0.108,1,1,9.8,62,96
PAX004361,22,IN,Blue,2,3754.46,Economy,0.472,1,0,3.6,70,138
PAX004362,36,US,Silver,11,8303.78,First,0.213,1,0,6.3,46,111
PAX004363,18,QA,Blue,3,4019.42,Economy,0.395,1,1,4.9,34,83
PAX004364,47,AE,Platinum,64,46968.65,Economy,0.01,1,1,10.0,27,120
PAX004365,39,QA,Gold,38,12569.77,Business,0.045,1,1,9.0,35,58
PAX004366,35,QA,Blue,1,4011.57,Economy,0.425,0,1,1.0,38,56
PAX004367,19,AE,Blue,1,1872.72,Economy,0.468,1,0,6.4,28,38
PAX004368,25,US,Blue,2,2016.86,Economy,0.478,1,1,9.0,40,178
PAX004369,33,TH,Silver,14,8825.7,Economy,0.15,1,1,7.2,18,89
PAX004370,46,DE,Blue,4,4103.27,Economy,0.307,1,1,9.4,33,75
PAX004371,22,TH,Blue,3,3122.79,Economy,0.346,1,0,1.3,13,49
PAX004372,25,AE,Blue,1,863.7,Business,0.38,1,1,4.4,35,69
PAX004373,34,JP,Gold,22,18620.82,Economy,0.125,1,1,7.1,36,108
PAX004374,32,EG,Platinum,72,78506.78,Economy,0.022,1,1,4.4,74,90
PAX004375,52,IN,Gold,22,27261.33,Economy,0.034,1,1,8.3,35,162
PAX004376,30,TH,Blue,3,3887.29,Economy,0.37,1,0,2.6,32,70
PAX004377,41,GB,Silver,19,6030.06,Economy,0.052,0,1,6.7,32,101
PAX004378,31,EG,Silver,11,7878.35,Business,0.246,1,1,9.8,17,83
PAX004379,26,FR,Silver,13,6636.56,Economy,0.199,1,1,10.2,6,125
PAX004380,51,DE,Platinum,71,42350.4,Business,0.01,1,1,11.8,57,146
PAX004381,35,EG,Blue,3,2526.9,Economy,0.465,1,1,11.4,1,31
PAX004382,41,IN,Blue,3,2165.9,Economy,0.362,0,1,4.8,10,230
PAX004383,47,US,Gold,14,28843.12,Business,0.064,1,1,3.8,25,72
PAX004384,26,SG,Blue,2,4016.75,Business,0.421,0,1,7.7,34,26
PAX004385,34,US,Gold,32,28222.99,Business,0.073,0,1,6.1,46,104
PAX004386,34,TH,Gold,17,14418.19,Economy,0.01,1,1,9.7,7,98
PAX004387,32,IN,Silver,11,11133.17,Economy,0.125,0,1,4.5,39,1
PAX004388,24,AE,Silver,11,11469.33,Economy,0.104,1,0,10.2,60,171
PAX004389,51,SG,Blue,2,2902.85,Economy,0.403,0,0,6.9,37,147
PAX004390,40,DE,Silver,13,7586.17,Economy,0.284,1,0,11.2,42,168
PAX004391,39,DE,Gold,36,12839.67,Business,0.12,1,1,2.6,14,13
PAX004392,18,US,Blue,2,1781.17,Business,0.407,0,0,2.9,23,80
PAX004393,31,EG,Gold,18,26712.42,Business,0.089,1,1,9.8,44,34
PAX004394,45,FR,Blue,2,3044.85,Economy,0.401,1,0,9.2,69,95
