flight_id,flight_date,month,route,aircraft_type,scheduled_duration_min,departure_delay_min,arrival_delay_min,on_time_delivery,load_factor,pax_capacity,pax_boarded,fuel_efficiency_lp100km,technical_delay,catering_issue
QA722,2024-01-12,1,DOH-CDG,A380-800,390,13.6,8.3,1,0.875,300,262,4.03,0,0
QA396,2024-03-13,3,DOH-JFK,A350-900,510,2.0,5.0,1,0.882,290,256,4.29,0,0
QA500,2024-05-18,5,DOH-LHR,A350-900,420,2.8,0.0,1,0.883,310,274,4.43,0,0
QA161,2024-12-26,12,DOH-DXB,A321neo,60,3.3,0.0,1,0.807,180,145,4.53,0,0
QA250,2024-10-21,10,DOH-SYD,A350-900,780,46.1,39.0,0,0.767,400,307,4.78,0,0
QA295,2024-07-27,7,DOH-SYD,A380-800,780,11.1,11.5,1,0.941,400,376,5.46,0,0
QA881,2024-06-12,6,DOH-CDG,A350-900,390,0.0,0.9,1,0.949,300,285,4.16,0,0
QA982,2024-09-05,9,DOH-JFK,B777-300ER,510,13.4,15.1,0,0.749,290,217,3.78,0,0
QA794,2024-05-26,5,DOH-DXB,A320neo,60,1.1,0.0,1,0.779,180,140,5.26,0,0
QA780,2024-06-02,6,DOH-LHR,A350-900,420,1.3,2.2,1,0.835,310,259,4.67,0,0
QA280,2024-10-05,10,DOH-CDG,A380-800,390,8.2,5.3,1,0.808,300,242,4.87,0,0
QA110,2024-09-22,9,DOH-DXB,A321neo,60,8.3,12.5,1,0.797,180,143,4.85,0,0
QA269,2024-11-12,11,DOH-LHR,A350-900,420,6.0,7.3,1,0.715,310,222,4.69,0,0
QA130,2024-02-24,2,DOH-SIN,B777-300ER,390,9.7,12.9,1,0.871,280,244,4.55,0,0
QA235,2024-02-15,2,DOH-DXB,A321neo,60,20.9,21.8,0,0.896,180,161,5.24,0,0
QA539,2024-11-19,11,DOH-BKK,A350-900,360,5.9,3.0,1,0.883,290,256,5.53,0,0
QA784,2024-03-14,3,DOH-JFK,B777-300ER,510,0.0,1.7,1,0.907,290,263,4.66,0,0
QA192,2024-06-21,6,DOH-CDG,A350-900,390,0.0,0.0,1,0.998,300,299,4.06,0,0
QA327,2024-08-23,8,DOH-SIN,A350-900,390,0.0,1.3,1,0.933,280,261,4.79,0,0
QA257,2024-01-02,1,DOH-DXB,A320neo,60,4.7,7.6,1,0.822,180,148,4.87,0,0
QA512,2024-06-26,6,DOH-BKK,B777-300ER,360,0.0,1.3,1,0.932,290,270,4.3,0,0
QA600,2024-04-24,4,DOH-JFK,B777-300ER,510,0.0,0.0,1,0.819,290,238,4.36,0,0
QA838,2024-12-19,12,DOH-DXB,A321neo,60,22.7,16.1,0,0.829,180,149,4.58,0,0
QA432,2024-07-25,7,DOH-SYD,A350-900,780,0.4,0.0,1,0.784,400,314,3.94,0,0
QA977,2024-02-23,2,DOH-DXB,A321neo,60,12.0,3.9,1,0.832,180,150,5.23,0,0
QA476,2024-11-19,11,DOH-BKK,B777-300ER,360,0.0,0.0,1,0.966,290,280,4.06,0,0
QA448,2024-12-02,12,DOH-CDG,A350-900,390,2.9,7.0,1,0.952,300,286,4.32,0,0
QA633,2024-03-25,3,DOH-LHR,A380-800,420,1.9,0.0,1,0.857,310,266,4.92,0,0
QA553,2024-01-14,1,DOH-CDG,A380-800,390,0.0,1.9,1,0.881,300,264,4.84,0,0
QA514,2024-11-15,11,DOH-DXB,A321neo,60,7.1,11.1,1,0.918,180,165,4.41,0,0
QA684,2024-11-10,11,DOH-JFK,B777-300ER,510,16.6,14.1,1,0.764,290,222,4.58,1,0
QA923,2024-03-07,3,DOH-SIN,A350-900,390,4.3,5.4,1,0.841,280,235,5.07,0,0
QA681,2024-06-10,6,DOH-LHR,A350-900,420,0.0,0.0,1,1.0,310,310,3.59,0,0
QA742,2024-07-17,7,DOH-CDG,A350-900,390,8.7,11.2,1,0.968,300,290,4.56,0,0
QA546,2024-03-28,3,DOH-JFK,A350-900,510,8.2,6.3,1,0.92,290,267,4.35,0,0
QA176,2024-02-26,2,DOH-SIN,B777-300ER,390,13.2,13.0,1,0.902,280,253,3.67,0,0
QA260,2024-08-24,8,DOH-SYD,A350-900,780,2.6,0.6,1,1.0,400,400,3.92,0,0
QA915,2024-11-28,11,DOH-BOM,B777-300ER,180,13.1,10.2,1,0.862,175,151,4.55,0,0
QA816,2024-05-01,5,DOH-SYD,A380-800,780,0.0,0.0,1,0.851,400,340,5.16,1,0
QA454,2024-03-06,3,DOH-LHR,A380-800,420,17.8,18.0,0,0.839,310,260,4.12,0,0
QA449,2024-12-15,12,DOH-LHR,A350-900,420,9.1,9.6,1,0.901,310,279,3.77,0,0
QA238,2024-10-03,10,DOH-DXB,A321neo,60,5.4,8.5,1,0.802,180,144,4.86,0,0
QA950,2024-02-02,2,DOH-DXB,A320neo,60,0.0,3.6,1,0.726,180,131,4.67,0,0
QA470,2024-01-05,1,DOH-LHR,A350-900,420,26.1,16.5,0,1.0,310,310,4.24,0,0
QA584,2024-02-06,2,DOH-BKK,B777-300ER,360,5.3,2.9,1,0.913,290,265,4.94,0,0
QA481,2024-03-02,3,DOH-JFK,B777-300ER,510,11.4,10.1,1,0.806,290,234,4.59,0,0
QA164,2024-02-24,2,DOH-CDG,A350-900,390,15.8,17.9,0,0.802,300,241,4.79,0,0
QA908,2024-05-25,5,DOH-BKK,A350-900,360,2.4,4.7,1,0.822,290,238,4.63,0,0
QA557,2024-01-02,1,DOH-CDG,A350-900,390,7.7,6.0,1,0.828,300,248,4.26,0,0
QA668,2024-01-09,1,DOH-NRT,A350-900,480,23.5,15.0,1,0.887,280,248,4.71,0,0
QA481,2024-09-26,9,DOH-SYD,A350-900,780,26.5,21.4,0,0.839,400,336,4.55,0,0
QA287,2024-12-20,12,DOH-CAI,A321neo,150,40.3,35.5,0,0.814,160,130,5.41,0,0
QA426,2024-10-08,10,DOH-BOM,B777-300ER,180,18.8,17.9,0,0.813,175,142,4.68,0,0
QA411,2024-12-16,12,DOH-CDG,A350-900,390,10.2,9.6,1,0.818,300,245,3.39,0,0
QA309,2024-06-05,6,DOH-NRT,B777-300ER,480,0.0,0.0,1,0.911,280,255,5.29,0,0
QA663,2024-06-05,6,DOH-LHR,A350-900,420,14.6,6.3,1,0.888,310,275,4.48,0,0
QA949,2024-03-01,3,DOH-JFK,B777-300ER,510,18.1,15.1,0,0.951,290,276,4.85,0,0
QA234,2024-12-14,12,DOH-JFK,A350-900,510,19.9,18.7,0,0.857,290,249,4.24,0,0
QA590,2024-01-17,1,DOH-SIN,B777-300ER,390,3.2,6.1,1,0.841,280,235,5.12,0,0
QA801,2024-10-24,10,DOH-BOM,A320neo,180,1.3,3.4,1,0.896,175,157,4.26,0,0
QA651,2024-05-19,5,DOH-BKK,A350-900,360,0.0,0.0,1,0.912,290,264,4.13,0,0
QA672,2024-01-16,1,DOH-SIN,B777-300ER,390,0.0,0.0,1,0.888,280,249,3.77,0,0
QA533,2024-09-07,9,DOH-LHR,A350-900,420,0.0,0.9,1,0.741,310,230,3.91,0,0
QA325,2024-09-04,9,DOH-SIN,A350-900,390,3.5,2.2,1,0.896,280,251,3.93,0,0
QA832,2024-10-01,10,DOH-SYD,A380-800,780,4.9,8.6,1,0.767,400,307,4.48,0,0
QA513,2024-10-12,10,DOH-CAI,A320neo,150,4.6,3.0,1,0.846,160,135,4.59,0,0
QA840,2024-08-08,8,DOH-LHR,A380-800,420,38.9,34.6,0,1.0,310,310,4.76,0,0
QA327,2024-06-06,6,DOH-CDG,A350-900,390,3.6,3.3,1,0.892,300,268,4.45,0,0
QA823,2024-01-26,1,DOH-LHR,A380-800,420,13.1,13.8,1,0.874,310,271,4.97,0,0
QA159,2024-12-26,12,DOH-LHR,A380-800,420,19.3,15.8,0,0.909,310,282,4.17,0,0
QA943,2024-07-29,7,DOH-LHR,A380-800,420,0.0,4.3,1,0.882,310,273,3.68,0,0
QA532,2024-07-08,7,DOH-LHR,A350-900,420,7.7,3.8,1,0.89,310,276,4.24,0,0
QA449,2024-05-16,5,DOH-SYD,A380-800,780,4.0,7.1,1,0.891,400,356,4.87,0,0
QA408,2024-07-01,7,DOH-LHR,A350-900,420,7.1,7.1,1,0.978,310,303,4.81,0,0
QA191,2024-08-02,8,DOH-SIN,B777-300ER,390,12.1,9.4,1,0.885,280,248,4.56,0,0
QA852,2024-02-12,2,DOH-LHR,A380-800,420,1.4,1.0,1,0.895,310,277,3.81,0,0
QA546,2024-02-15,2,DOH-LHR,A380-800,420,1.4,1.9,1,0.865,310,268,5.09,0,0
QA194,2024-03-03,3,DOH-LHR,A380-800,420,7.2,3.9,1,0.737,310,228,4.36,0,0
QA789,2024-10-02,10,DOH-BKK,A350-900,360,0.0,0.0,1,0.926,290,269,4.33,0,0
QA700,2024-02-06,2,DOH-SYD,A380-800,780,18.5,12.8,1,0.819,400,328,4.38,1,0
QA129,2024-07-06,7,DOH-SYD,A380-800,780,22.3,15.0,1,0.892,400,357,4.65,0,0
QA532,2024-09-22,9,DOH-CDG,A350-900,390,0.0,1.4,1,0.851,300,255,4.35,0,0
QA873,2024-10-04,10,DOH-SYD,A380-800,780,30.0,19.8,0,0.839,400,336,4.84,0,0
QA681,2024-03-30,3,DOH-CAI,A321neo,150,4.3,5.0,1,0.789,160,126,4.91,0,0
QA769,2024-11-14,11,DOH-JFK,A350-900,510,1.8,0.0,1,0.891,290,258,4.19,0,0
QA393,2024-10-31,10,DOH-BKK,A350-900,360,0.0,0.0,1,0.889,290,258,4.89,0,0
QA391,2024-09-20,9,DOH-NRT,A350-900,480,8.3,5.9,1,0.887,280,248,4.16,0,0
QA307,2024-10-23,10,DOH-BKK,A350-900,360,0.0,5.1,1,0.926,290,269,4.92,0,0
QA793,2024-07-13,7,DOH-CDG,A380-800,390,34.0,33.0,0,1.0,300,300,4.17,0,0
QA864,2024-08-29,8,DOH-JFK,A350-900,510,0.0,0.0,1,0.898,290,260,5.11,0,0
QA785,2024-02-23,2,DOH-LHR,A380-800,420,3.7,4.6,1,0.781,310,242,4.66,0,0
QA346,2024-05-07,5,DOH-DXB,A320neo,60,0.0,1.3,1,0.808,180,145,4.48,0,0
QA951,2024-03-18,3,DOH-LHR,A380-800,420,21.5,17.0,0,0.951,310,295,4.09,1,0
QA237,2024-03-13,3,DOH-LHR,A380-800,420,12.0,14.3,1,0.891,310,276,4.44,0,0
QA696,2024-01-04,1,DOH-LHR,A350-900,420,17.4,9.8,1,0.864,310,268,4.17,0,0
QA593,2024-08-05,8,DOH-SIN,B777-300ER,390,0.0,4.1,1,0.864,280,242,4.69,0,0
QA866,2024-05-08,5,DOH-CDG,A380-800,390,7.8,9.1,1,0.828,300,248,4.37,0,0
QA154,2024-04-20,4,DOH-SIN,A350-900,390,24.1,20.8,0,0.837,280,234,4.94,0,0
QA994,2024-02-16,2,DOH-DXB,A321neo,60,0.0,0.0,1,0.837,180,151,4.61,0,0
QA531,2024-07-26,7,DOH-SIN,B777-300ER,390,25.0,19.7,0,0.92,280,258,4.55,0,0
QA322,2024-06-30,6,DOH-BKK,B777-300ER,360,4.1,4.3,1,0.942,290,273,4.18,0,0
QA844,2024-08-02,8,DOH-SIN,A350-900,390,6.6,1.9,1,0.855,280,239,3.99,0,0
QA946,2024-01-25,1,DOH-JFK,A350-900,510,4.3,7.4,1,0.793,290,230,4.41,0,0
QA636,2024-07-16,7,DOH-CAI,A320neo,150,4.1,7.7,1,0.916,160,147,5.28,0,0
QA115,2024-01-08,1,DOH-LHR,A350-900,420,0.0,0.0,1,0.766,310,237,3.97,0,0
QA594,2024-08-17,8,DOH-JFK,A350-900,510,36.7,32.1,0,0.997,290,289,4.08,0,0
QA252,2024-08-14,8,DOH-JFK,B777-300ER,510,7.5,5.9,1,0.89,290,258,4.38,0,0
QA472,2024-08-27,8,DOH-LHR,A350-900,420,3.7,6.2,1,0.889,310,276,4.98,0,0
QA327,2024-08-23,8,DOH-CAI,A320neo,150,29.6,25.3,0,0.953,160,152,5.07,0,0
QA139,2024-02-25,2,DOH-LHR,A350-900,420,47.4,38.5,0,0.85,310,264,3.96,0,0
QA605,2024-12-27,12,DOH-CDG,A380-800,390,8.5,5.6,1,0.878,300,263,3.84,0,1
QA209,2024-11-25,11,DOH-CDG,A380-800,390,9.0,6.1,1,0.942,300,283,3.9,0,0
QA224,2024-02-17,2,DOH-DXB,A320neo,60,0.0,0.9,1,0.825,180,148,4.81,0,0
QA824,2024-05-06,5,DOH-LHR,A350-900,420,0.0,1.0,1,0.884,310,274,4.73,0,0
QA831,2024-01-03,1,DOH-BOM,A320neo,180,19.9,16.2,0,0.78,175,136,4.84,0,0
QA976,2024-10-05,10,DOH-LHR,A380-800,420,12.0,8.1,1,0.916,310,284,4.78,0,0
QA613,2024-04-18,4,DOH-LHR,A380-800,420,19.6,12.4,1,0.851,310,264,4.46,0,0
QA863,2024-08-31,8,DOH-JFK,A350-900,510,1.0,6.6,1,0.854,290,248,3.93,0,0
QA480,2024-01-27,1,DOH-LHR,A350-900,420,17.2,13.0,1,0.873,310,271,4.24,0,0
QA660,2024-12-11,12,DOH-SYD,A380-800,780,18.7,15.5,0,0.847,400,339,4.19,0,0
QA250,2024-05-19,5,DOH-NRT,A350-900,480,0.0,4.7,1,0.911,280,255,4.22,0,0
QA851,2024-12-01,12,DOH-NRT,A350-900,480,5.2,7.2,1,0.944,280,264,4.42,0,0
QA857,2024-10-01,10,DOH-LHR,A350-900,420,3.3,4.0,1,0.801,310,248,4.68,0,0
QA493,2024-11-15,11,DOH-LHR,A380-800,420,1.6,0.0,1,0.863,310,268,4.37,0,0
QA379,2024-04-18,4,DOH-SIN,B777-300ER,390,6.3,2.8,1,0.897,280,251,4.4,0,0
QA771,2024-04-01,4,DOH-CAI,A321neo,150,6.8,6.0,1,0.849,160,136,4.89,0,0
QA670,2024-10-17,10,DOH-SIN,B777-300ER,390,18.4,19.1,0,0.836,280,234,4.36,0,0
QA981,2024-08-01,8,DOH-CAI,A320neo,150,0.0,2.7,1,0.92,160,147,4.51,0,0
QA822,2024-07-26,7,DOH-BOM,A320neo,180,0.0,0.0,1,0.917,175,160,5.31,0,0
QA405,2024-01-08,1,DOH-NRT,A350-900,480,0.3,0.0,1,0.883,280,247,4.28,0,0
QA741,2024-10-05,10,DOH-JFK,B777-300ER,510,6.6,4.9,1,0.942,290,273,4.11,0,0
QA565,2024-11-11,11,DOH-BOM,B777-300ER,180,6.2,0.8,1,0.956,175,167,4.44,0,0
QA609,2024-02-10,2,DOH-DXB,A321neo,60,2.6,1.3,1,0.803,180,145,4.64,0,0
QA797,2024-05-23,5,DOH-JFK,B777-300ER,510,7.9,6.2,1,0.887,290,257,4.62,0,0
QA840,2024-09-21,9,DOH-BOM,A320neo,180,8.2,5.7,1,0.817,175,143,4.97,0,0
QA589,2024-02-03,2,DOH-CAI,A320neo,150,25.7,23.9,0,0.838,160,134,5.06,0,0
QA683,2024-05-06,5,DOH-CDG,A350-900,390,9.5,11.3,1,0.834,300,250,4.66,0,0
QA579,2024-03-14,3,DOH-SYD,A350-900,780,9.0,1.9,1,0.826,400,330,4.71,0,0
QA240,2024-03-18,3,DOH-BKK,A350-900,360,12.9,7.7,1,0.83,290,241,4.52,0,0
QA832,2024-05-17,5,DOH-CAI,A321neo,150,7.5,12.5,1,0.913,160,146,5.02,0,0
QA778,2024-08-29,8,DOH-CAI,A320neo,150,71.2,50.3,0,0.998,160,160,5.13,0,0
QA886,2024-05-24,5,DOH-SIN,B777-300ER,390,2.2,0.9,1,0.806,280,226,3.71,0,0
QA730,2024-10-13,10,DOH-NRT,B777-300ER,480,1.9,2.5,1,0.904,280,253,4.33,0,0
QA592,2024-03-01,3,DOH-SYD,A350-900,780,1.0,2.8,1,0.923,400,369,3.86,0,0
QA685,2024-03-15,3,DOH-DXB,A321neo,60,6.0,2.4,1,0.857,180,154,4.73,0,0
QA564,2024-03-20,3,DOH-BKK,A350-900,360,17.4,10.7,1,0.892,290,259,4.37,0,0
QA139,2024-12-21,12,DOH-DXB,A320neo,60,12.1,8.2,1,0.845,180,152,4.76,0,1
QA990,2024-08-31,8,DOH-BOM,B777-300ER,180,44.1,33.9,0,0.882,175,154,4.69,1,0
QA412,2024-11-19,11,DOH-JFK,A350-900,510,11.8,7.1,1,0.811,290,235,4.32,0,0
QA126,2024-08-24,8,DOH-LHR,A380-800,420,13.9,14.6,1,0.853,310,264,4.44,0,0
QA264,2024-10-13,10,DOH-LHR,A350-900,420,15.4,12.2,1,0.748,310,232,4.42,0,0
QA796,2024-01-05,1,DOH-DXB,A320neo,60,14.7,15.3,0,0.82,180,148,4.92,0,0
QA298,2024-12-11,12,DOH-DXB,A321neo,60,14.7,13.3,1,0.847,180,152,4.2,0,0
QA107,2024-06-22,6,DOH-CAI,A321neo,150,0.0,0.6,1,0.874,160,140,5.1,0,0
QA378,2024-05-02,5,DOH-JFK,B777-300ER,510,9.2,2.0,1,0.923,290,268,4.6,0,0
QA779,2024-12-26,12,DOH-JFK,A350-900,510,0.0,5.0,1,0.682,290,198,4.89,0,0
QA826,2024-11-18,11,DOH-CDG,A350-900,390,0.0,2.2,1,0.963,300,289,4.89,0,0
QA118,2024-10-05,10,DOH-LHR,A350-900,420,6.4,9.2,1,0.875,310,271,4.73,0,0
QA771,2024-07-12,7,DOH-BOM,A320neo,180,5.5,0.1,1,1.0,175,175,5.35,0,0
QA320,2024-07-12,7,DOH-JFK,A350-900,510,1.9,4.0,1,0.843,290,244,4.3,0,0
QA334,2024-03-10,3,DOH-CDG,A380-800,390,9.2,7.4,1,0.787,300,236,4.94,0,0
QA860,2024-06-30,6,DOH-LHR,A380-800,420,14.4,9.0,1,0.984,310,305,5.13,0,0
QA587,2024-10-08,10,DOH-LHR,A380-800,420,14.7,14.0,1,0.901,310,279,4.03,0,0
QA487,2024-02-11,2,DOH-BKK,A350-900,360,6.1,9.3,1,0.797,290,231,4.65,0,0
QA666,2024-02-28,2,DOH-SIN,A350-900,390,2.4,2.1,1,0.852,280,239,4.59,0,0
QA375,2024-04-06,4,DOH-JFK,A350-900,510,10.7,14.0,1,0.831,290,241,4.6,0,0
QA464,2024-09-16,9,DOH-JFK,A350-900,510,0.0,0.0,1,0.892,290,259,3.95,0,0
QA578,2024-02-28,2,DOH-JFK,B777-300ER,510,7.9,6.2,1,0.81,290,235,4.87,0,0
QA248,2024-11-24,11,DOH-BKK,A350-900,360,8.5,8.8,1,0.871,290,253,4.66,0,0
QA546,2024-02-19,2,DOH-CAI,A320neo,150,30.5,21.7,0,0.876,160,140,5.28,0,0
QA386,2024-03-03,3,DOH-JFK,A350-900,510,0.0,0.0,1,0.798,290,231,3.89,0,0
QA732,2024-06-07,6,DOH-BOM,B777-300ER,180,34.8,32.9,0,0.898,175,157,4.66,0,1
QA739,2024-02-21,2,DOH-JFK,B777-300ER,510,28.3,27.1,0,0.82,290,238,4.57,0,0
QA706,2024-10-07,10,DOH-JFK,B777-300ER,510,10.4,10.5,1,0.805,290,233,3.86,0,0
QA177,2024-08-09,8,DOH-LHR,A350-900,420,21.7,15.6,0,0.846,310,262,4.55,1,0
QA148,2024-09-08,9,DOH-SIN,B777-300ER,390,5.1,2.9,1,0.828,280,232,4.81,1,0
QA425,2024-08-07,8,DOH-CDG,A380-800,390,0.0,0.0,1,0.942,300,283,4.0,0,0
QA206,2024-10-13,10,DOH-JFK,A350-900,510,3.7,0.5,1,0.824,290,239,4.11,0,0
QA228,2024-09-03,9,DOH-SYD,A350-900,780,13.8,15.5,0,0.837,400,335,4.42,0,0
QA277,2024-08-31,8,DOH-LHR,A350-900,420,28.2,23.7,0,0.861,310,267,3.79,0,0
QA347,2024-08-15,8,DOH-CDG,A380-800,390,29.1,25.1,0,0.878,300,263,4.6,0,0
QA746,2024-08-27,8,DOH-SYD,A350-900,780,13.5,10.2,1,0.926,400,370,4.63,0,0
QA764,2024-10-07,10,DOH-CDG,A380-800,390,1.3,3.9,1,1.0,300,300,5.14,0,0
QA179,2024-12-04,12,DOH-BOM,B777-300ER,180,0.0,0.3,1,0.9,175,158,4.24,0,0
QA578,2024-10-01,10,DOH-JFK,B777-300ER,510,0.0,0.1,1,0.817,290,237,4.66,0,0
QA890,2024-05-18,5,DOH-CDG,A350-900,390,0.1,3.6,1,0.792,300,238,4.01,0,0
QA610,2024-02-01,2,DOH-BOM,A320neo,180,13.2,8.6,1,0.984,175,172,4.87,0,0
QA303,2024-06-20,6,DOH-LHR,A350-900,420,0.0,1.8,1,0.876,310,272,4.73,1,0
QA981,2024-02-14,2,DOH-DXB,A321neo,60,3.3,0.0,1,0.772,180,139,4.83,0,0
QA553,2024-07-13,7,DOH-LHR,A350-900,420,17.2,13.0,1,0.936,310,290,5.2,0,0
QA624,2024-05-14,5,DOH-LHR,A380-800,420,4.7,2.7,1,0.822,310,255,4.8,0,0
QA306,2024-05-01,5,DOH-DXB,A320neo,60,9.2,7.8,1,0.774,180,139,5.1,0,1
QA826,2024-04-16,4,DOH-BOM,B777-300ER,180,2.3,3.0,1,0.908,175,159,4.79,0,0
QA172,2024-09-27,9,DOH-JFK,A350-900,510,8.5,12.3,1,0.725,290,210,3.87,0,0
QA921,2024-07-12,7,DOH-LHR,A350-900,420,0.3,7.6,1,0.871,310,270,4.85,0,0
QA135,2024-10-02,10,DOH-SIN,A350-900,390,5.0,2.6,1,0.849,280,238,5.39,0,0
QA705,2024-11-20,11,DOH-BKK,B777-300ER,360,24.5,21.6,0,0.838,290,243,4.65,0,0
QA313,2024-11-19,11,DOH-BKK,B777-300ER,360,2.7,3.4,1,0.887,290,257,4.81,0,0
QA446,2024-09-01,9,DOH-JFK,A350-900,510,1.5,0.0,1,0.786,290,228,4.91,0,0
QA862,2024-08-19,8,DOH-CDG,A380-800,390,14.0,5.5,1,0.866,300,260,4.73,0,0
QA756,2024-01-15,1,DOH-DXB,A320neo,60,7.5,8.5,1,0.706,180,127,4.65,0,0
QA611,2024-11-01,11,DOH-CDG,A350-900,390,0.0,0.0,1,0.945,300,284,4.68,0,1
QA462,2024-04-04,4,DOH-JFK,A350-900,510,14.9,10.7,1,0.934,290,271,4.1,0,0
QA855,2024-11-15,11,DOH-NRT,B777-300ER,480,1.9,0.0,1,0.886,280,248,4.66,0,0
QA626,2024-11-01,11,DOH-JFK,B777-300ER,510,12.4,10.7,1,0.934,290,271,4.81,0,0
QA870,2024-10-09,10,DOH-CAI,A321neo,150,1.3,0.6,1,0.918,160,147,4.86,0,0
QA502,2024-10-26,10,DOH-JFK,A350-900,510,17.7,16.6,0,0.869,290,252,3.78,0,0
QA682,2024-09-20,9,DOH-BOM,B777-300ER,180,0.0,0.2,1,0.951,175,166,4.86,0,0
QA734,2024-11-09,11,DOH-SIN,A350-900,390,7.6,4.6,1,0.821,280,230,4.73,0,0
QA545,2024-09-19,9,DOH-JFK,B777-300ER,510,0.0,5.6,1,0.886,290,257,4.65,1,0
QA219,2024-09-25,9,DOH-JFK,B777-300ER,510,13.9,11.5,1,0.867,290,251,4.38,0,0
QA472,2024-08-28,8,DOH-SYD,A380-800,780,14.9,11.1,1,0.888,400,355,4.68,0,0
QA930,2024-03-12,3,DOH-DXB,A321neo,60,7.8,5.3,1,0.835,180,150,5.04,1,0
QA601,2024-03-19,3,DOH-SIN,A350-900,390,0.0,0.0,1,0.768,280,215,3.94,0,0
QA659,2024-10-08,10,DOH-JFK,B777-300ER,510,0.0,0.0,1,0.973,290,282,4.49,0,0
QA316,2024-11-13,11,DOH-NRT,A350-900,480,14.0,14.9,1,0.78,280,218,4.21,0,0
QA725,2024-05-09,5,DOH-DXB,A321neo,60,1.4,0.2,1,0.795,180,143,4.96,0,0
QA618,2024-05-24,5,DOH-BKK,A350-900,360,0.0,0.0,1,0.964,290,280,4.28,0,0
QA373,2024-02-16,2,DOH-SIN,B777-300ER,390,13.6,14.3,1,0.83,280,232,4.87,0,0
QA433,2024-04-04,4,DOH-CAI,A320neo,150,5.8,5.6,1,0.822,160,132,5.21,0,0
QA144,2024-09-02,9,DOH-DXB,A320neo,60,0.0,0.9,1,0.779,180,140,4.85,0,0
QA186,2024-06-30,6,DOH-LHR,A350-900,420,1.7,0.0,1,0.995,310,308,4.54,0,1
QA915,2024-03-03,3,DOH-LHR,A380-800,420,7.8,4.9,1,0.902,310,280,4.41,0,0
QA942,2024-04-25,4,DOH-NRT,A350-900,480,7.3,2.4,1,0.788,280,221,4.57,0,0
QA672,2024-02-19,2,DOH-DXB,A321neo,60,2.5,0.0,1,0.852,180,153,5.26,0,0
QA494,2024-08-10,8,DOH-DXB,A321neo,60,11.0,5.6,1,0.813,180,146,4.9,0,0
QA253,2024-09-04,9,DOH-SIN,B777-300ER,390,8.5,9.4,1,0.826,280,231,5.49,0,0
QA677,2024-10-31,10,DOH-LHR,A380-800,420,3.0,6.6,1,0.86,310,267,4.01,0,0
QA246,2024-09-15,9,DOH-NRT,A350-900,480,4.2,2.9,1,0.899,280,252,3.71,0,0
QA597,2024-10-18,10,DOH-CDG,A380-800,390,5.7,4.9,1,0.897,300,269,5.04,0,0
QA575,2024-07-22,7,DOH-BKK,B777-300ER,360,13.3,11.4,1,0.935,290,271,4.55,0,0
QA727,2024-03-09,3,DOH-SIN,B777-300ER,390,10.4,7.6,1,0.831,280,233,4.07,0,0
QA480,2024-04-19,4,DOH-SYD,A380-800,780,3.4,0.6,1,0.844,400,338,3.92,0,0
QA220,2024-04-21,4,DOH-LHR,A350-900,420,20.1,19.2,0,0.839,310,260,4.86,0,0
QA996,2024-01-09,1,DOH-CDG,A350-900,390,3.3,3.0,1,0.951,300,285,4.77,0,0
QA625,2024-06-30,6,DOH-CAI,A320neo,150,0.0,0.0,1,0.944,160,151,4.48,0,0
QA130,2024-11-26,11,DOH-JFK,A350-900,510,0.0,2.3,1,0.896,290,260,4.31,0,0
QA125,2024-07-16,7,DOH-JFK,B777-300ER,510,21.4,16.5,0,0.903,290,262,3.86,0,0
QA606,2024-01-24,1,DOH-BKK,B777-300ER,360,7.7,3.1,1,0.981,290,284,3.99,0,0
QA854,2024-12-26,12,DOH-SIN,A350-900,390,44.3,36.9,0,0.703,280,197,3.96,0,0
QA621,2024-01-16,1,DOH-JFK,B777-300ER,510,0.0,0.0,1,0.854,290,248,4.9,0,0
QA130,2024-07-28,7,DOH-DXB,A320neo,60,9.8,12.9,1,0.892,180,161,5.0,0,0
QA628,2024-12-06,12,DOH-SYD,A380-800,780,4.5,5.8,1,0.961,400,384,4.16,0,0
QA540,2024-12-06,12,DOH-SYD,A380-800,780,1.7,0.0,1,0.888,400,355,4.86,0,0
QA237,2024-02-22,2,DOH-LHR,A350-900,420,0.0,0.0,1,0.748,310,232,4.91,0,0
QA823,2024-04-13,4,DOH-BKK,A350-900,360,8.1,14.4,1,0.955,290,277,4.8,0,0
QA689,2024-04-29,4,DOH-SIN,A350-900,390,7.3,10.5,1,0.868,280,243,5.09,0,0
QA923,2024-03-09,3,DOH-JFK,A350-900,510,11.9,10.5,1,0.953,290,276,5.59,0,0
QA922,2024-03-31,3,DOH-SYD,A350-900,780,11.3,10.9,1,0.719,400,288,4.0,0,1
QA879,2024-03-23,3,DOH-CDG,A380-800,390,12.7,7.0,1,0.812,300,244,4.55,0,0
QA859,2024-12-16,12,DOH-SIN,A350-900,390,5.1,7.7,1,0.974,280,273,4.13,0,0
QA891,2024-05-13,5,DOH-LHR,A350-900,420,0.0,0.0,1,0.761,310,236,4.78,0,0
QA756,2024-08-05,8,DOH-JFK,A350-900,510,1.7,3.1,1,0.939,290,272,3.6,0,0
QA955,2024-07-19,7,DOH-LHR,A350-900,420,10.8,14.0,1,0.878,310,272,5.02,0,0
QA239,2024-05-04,5,DOH-LHR,A380-800,420,2.2,3.9,1,0.734,310,228,3.94,0,0
