passenger_id,flight_date,month,route,cabin_class,loyalty_tier,ife_used,ife_usage_mins,meal_choice,wifi_purchased,wifi_usage_mins,amenity_kit_used,upgrade_offered,upgrade_accepted,ancillary_revenue_usd
PAX033016,2024-10-31,10,DOH-LHR,Economy,Blue,1,311,Standard,0,0,1,0,0,15.71
PAX021324,2024-08-12,8,DOH-LHR,Economy,Silver,1,212,Halal,1,242,0,0,0,36.55
PAX004446,2024-10-31,10,DOH-DXB,Economy,Silver,1,33,Standard,0,0,1,0,0,17.82
PAX009574,2024-06-10,6,DOH-LHR,First,Blue,1,245,Standard,1,200,1,0,0,32.29
PAX027103,2024-09-05,9,DOH-JFK,Economy,Gold,1,296,Vegetarian,0,0,0,0,0,1.91
PAX015613,2024-09-18,9,DOH-JFK,First,Blue,1,353,Vegan,1,253,1,0,0,38.51
PAX022958,2024-12-12,12,DOH-LHR,Business,Blue,1,306,Standard,0,0,1,0,0,13.99
PAX030178,2024-10-01,10,DOH-DXB,Economy,Blue,0,0,Standard,0,0,0,0,0,11.76
PAX038062,2024-06-29,6,DOH-DXB,Economy,Blue,0,0,Halal,0,0,1,0,0,8.63
PAX017516,2024-03-30,3,DOH-LHR,Economy,Silver,0,0,Standard,0,0,0,0,0,12.71
PAX009367,2024-05-14,5,DOH-JFK,Economy,Blue,1,349,Standard,0,0,0,0,0,10.48
PAX003295,2024-12-30,12,DOH-BOM,Economy,Silver,0,0,Standard,1,83,0,1,1,389.0
PAX011549,2024-10-03,10,DOH-NRT,Economy,Gold,1,336,Halal,0,0,0,0,0,6.61
PAX017682,2024-04-06,4,DOH-DXB,Economy,Blue,1,88,Standard,0,0,0,1,1,360.72
PAX016130,2024-05-11,5,DOH-SIN,Economy,Platinum,1,272,Standard,1,214,0,0,0,33.07
PAX000651,2024-09-10,9,DOH-JFK,Economy,Silver,1,326,Gluten-Free,0,0,0,0,0,14.66
PAX047357,2024-11-05,11,DOH-LHR,Economy,Silver,1,248,Vegan,0,0,1,0,0,17.62
PAX001919,2024-02-29,2,DOH-LHR,First,Blue,1,302,Vegetarian,1,235,1,1,1,378.64
PAX015385,2024-01-26,1,DOH-CDG,Business,Blue,1,208,Standard,0,0,1,0,0,10.59
PAX044139,2024-12-27,12,DOH-SYD,Economy,Blue,1,531,Vegan,0,0,0,0,0,4.6
PAX013823,2024-05-20,5,DOH-SIN,Economy,Blue,1,215,Vegetarian,0,0,0,0,0,1.83
PAX030127,2024-04-08,4,DOH-JFK,Economy,Blue,1,356,Gluten-Free,1,276,0,1,0,34.96
PAX027573,2024-03-01,3,DOH-LHR,Business,Blue,1,267,Standard,1,242,1,0,0,35.94
PAX016246,2024-02-24,2,DOH-JFK,Business,Gold,1,385,Vegan,1,234,0,0,0,28.27
PAX041362,2024-02-16,2,DOH-NRT,Economy,Blue,1,309,Halal,0,0,0,0,0,13.27
PAX008810,2024-11-04,11,DOH-CDG,Economy,Gold,1,238,Standard,0,0,0,0,0,11.7
PAX041283,2024-01-07,1,DOH-BKK,Economy,Platinum,1,204,Halal,0,0,0,0,0,6.78
PAX041762,2024-10-20,10,DOH-BKK,Economy,Silver,1,212,Standard,0,0,0,0,0,11.24
PAX002440,2024-05-01,5,DOH-SYD,Economy,Platinum,1,489,Standard,0,0,1,0,0,21.63
PAX021493,2024-08-17,8,DOH-LHR,First,Platinum,1,294,Vegan,1,178,1,0,0,32.03
PAX000768,2024-12-08,12,DOH-CAI,Economy,Silver,0,0,Halal,0,0,1,0,0,22.04
PAX008479,2024-07-24,7,DOH-LHR,Economy,Platinum,1,328,Standard,0,0,0,0,0,12.76
PAX004644,2024-10-24,10,DOH-BKK,Economy,Silver,1,253,Vegetarian,0,0,1,1,0,21.49
PAX001963,2024-11-14,11,DOH-JFK,Business,Blue,1,332,Standard,1,244,0,0,0,29.38
PAX028181,2024-12-10,12,DOH-BOM,Business,Blue,0,0,Standard,1,91,1,0,0,30.92
PAX046298,2024-07-21,7,DOH-NRT,Economy,Gold,1,326,Standard,1,204,0,0,0,38.38
PAX042834,2024-04-18,4,DOH-BKK,Business,Gold,1,259,Standard,0,0,1,1,0,9.7
PAX039269,2024-01-27,1,DOH-SYD,Economy,Blue,1,532,Vegan,0,0,0,0,0,2.65
PAX026559,2024-04-09,4,DOH-JFK,Economy,Blue,1,312,Standard,0,0,0,0,0,1.61
PAX036539,2024-10-09,10,DOH-LHR,Economy,Gold,1,298,Vegetarian,0,0,0,1,0,7.29
PAX008804,2024-08-27,8,DOH-JFK,Business,Blue,1,358,Kids,0,0,1,1,0,12.39
PAX014678,2024-12-17,12,DOH-JFK,Economy,Platinum,1,314,Standard,0,0,1,0,0,9.09
PAX027892,2024-09-14,9,DOH-SYD,Economy,Silver,1,478,Halal,1,374,1,0,0,47.35
PAX011351,2024-11-30,11,DOH-DXB,Business,Silver,0,0,Standard,1,-3,1,0,0,28.74
PAX040837,2024-09-21,9,DOH-LHR,Economy,Blue,0,0,Standard,1,219,0,0,0,32.4
PAX013340,2024-01-20,1,DOH-LHR,Economy,Blue,0,0,Standard,0,0,0,0,0,11.39
PAX029656,2024-02-05,2,DOH-SIN,Economy,Gold,1,185,Standard,0,0,0,0,0,4.04
PAX040019,2024-03-28,3,DOH-BKK,Economy,Blue,0,0,Standard,1,214,1,0,0,43.05
PAX000734,2024-04-06,4,DOH-LHR,Economy,Blue,1,281,Vegetarian,0,0,0,0,0,1.63
PAX027615,2024-11-10,11,DOH-SYD,Economy,Blue,1,469,Standard,1,430,1,0,0,38.43
PAX021904,2024-04-21,4,DOH-SIN,First,Blue,0,0,Standard,1,205,1,0,0,25.76
PAX038460,2024-03-25,3,DOH-DXB,Economy,Silver,1,53,Gluten-Free,0,0,0,1,1,357.12
PAX014945,2024-12-09,12,DOH-CAI,Business,Silver,1,133,Standard,0,0,1,0,0,8.89
PAX046827,2024-09-03,9,DOH-LHR,Business,Blue,1,241,Kids,1,212,0,0,0,32.39
PAX008190,2024-07-01,7,DOH-BKK,Economy,Platinum,0,0,Standard,0,0,0,0,0,4.28
PAX045704,2024-11-19,11,DOH-SIN,Economy,Blue,1,284,Standard,0,0,1,0,0,17.08
PAX020469,2024-02-07,2,DOH-LHR,Economy,Silver,1,267,Standard,0,0,0,0,0,11.66
PAX005375,2024-01-31,1,DOH-CDG,Economy,Blue,1,287,Halal,0,0,0,0,0,0.68
PAX033919,2024-11-09,11,DOH-JFK,Economy,Gold,1,330,Vegan,0,0,0,0,0,9.65
PAX003224,2024-10-28,10,DOH-BKK,Economy,Platinum,0,0,Vegan,0,0,1,1,0,21.86
PAX032956,2024-06-11,6,DOH-BKK,Economy,Blue,1,234,Halal,0,0,1,1,0,21.93
PAX044752,2024-02-18,2,DOH-JFK,Business,Platinum,1,318,Standard,1,275,0,0,0,33.33
PAX017005,2024-03-27,3,DOH-NRT,First,Blue,1,312,Standard,1,245,1,0,0,37.5
PAX040220,2024-01-13,1,DOH-BKK,Economy,Blue,1,224,Standard,0,0,0,0,0,13.95
PAX046980,2024-10-17,10,DOH-LHR,Economy,Blue,1,287,Standard,0,0,0,1,1,360.7
PAX027701,2024-09-24,9,DOH-DXB,Business,Silver,0,0,Standard,0,0,0,0,0,13.74
PAX043156,2024-04-02,4,DOH-JFK,Economy,Blue,1,341,Halal,1,263,0,0,0,29.83
PAX009743,2024-09-08,9,DOH-CAI,Economy,Silver,0,0,Standard,1,41,0,0,0,35.95
PAX007093,2024-07-24,7,DOH-JFK,Economy,Blue,1,330,Standard,0,0,0,1,1,358.23
PAX020908,2024-07-12,7,DOH-LHR,Economy,Silver,1,288,Standard,0,0,0,0,0,9.07
PAX001456,2024-02-05,2,DOH-DXB,Economy,Blue,0,0,Halal,1,54,1,1,1,388.51
PAX003387,2024-07-23,7,DOH-BKK,Economy,Silver,1,227,Vegan,0,0,1,0,0,16.59
PAX026086,2024-05-27,5,DOH-LHR,Business,Blue,1,275,Vegetarian,1,227,0,0,0,32.85
PAX021773,2024-05-14,5,DOH-CDG,Economy,Silver,1,216,Standard,1,216,0,0,0,26.94
PAX010135,2024-10-09,10,DOH-SYD,Economy,Silver,1,448,Standard,0,0,1,1,0,13.66
PAX004697,2024-05-01,5,DOH-BKK,Economy,Blue,1,216,Standard,0,0,0,0,0,0.7
PAX040373,2024-04-06,4,DOH-CDG,First,Blue,0,0,Gluten-Free,1,205,1,0,0,34.37
PAX021188,2024-08-04,8,DOH-BOM,Economy,Gold,1,139,Gluten-Free,0,0,0,0,0,10.75
PAX046157,2024-01-12,1,DOH-BKK,Economy,Silver,0,0,Standard,0,0,0,0,0,1.72
PAX045282,2024-03-04,3,DOH-LHR,Economy,Blue,1,328,Gluten-Free,0,0,1,0,0,17.0
PAX036362,2024-07-03,7,DOH-LHR,Economy,Blue,1,291,Standard,0,0,0,1,1,362.18
PAX040363,2024-10-17,10,DOH-CDG,Economy,Silver,0,0,Standard,0,0,0,1,1,358.82
PAX045109,2024-09-28,9,DOH-CAI,Economy,Blue,1,95,Standard,0,0,1,0,0,19.77
PAX042425,2024-01-07,1,DOH-CDG,Economy,Blue,1,215,Standard,0,0,0,0,0,0.9
PAX036715,2024-12-30,12,DOH-CDG,Economy,Blue,1,253,Halal,0,0,1,1,0,13.34
PAX018894,2024-09-22,9,DOH-BOM,First,Gold,1,70,Standard,0,0,1,0,0,12.5
PAX008329,2024-02-10,2,DOH-LHR,Economy,Silver,1,272,Halal,1,214,0,0,0,30.65
PAX016139,2024-06-24,6,DOH-CDG,Business,Blue,1,257,Halal,0,0,0,0,0,5.48
PAX046892,2024-11-26,11,DOH-JFK,Economy,Platinum,1,317,Standard,0,0,1,0,0,13.02
PAX030446,2024-02-13,2,DOH-NRT,Economy,Silver,0,0,Standard,0,0,0,0,0,10.12
PAX035823,2024-12-03,12,DOH-LHR,Economy,Platinum,0,0,Standard,0,0,0,1,1,350.95
PAX025189,2024-03-09,3,DOH-CDG,Business,Gold,1,245,Halal,0,0,1,0,0,12.2
PAX016289,2024-05-02,5,DOH-SYD,Economy,Blue,1,495,Standard,0,0,1,0,0,18.23
PAX035180,2024-06-13,6,DOH-CDG,Economy,Blue,1,283,Standard,0,0,0,1,1,362.12
PAX011569,2024-03-13,3,DOH-CAI,Economy,Blue,1,80,Standard,0,0,0,1,0,0.98
PAX039288,2024-05-05,5,DOH-SYD,Economy,Gold,1,438,Standard,1,392,0,0,0,30.66
PAX024542,2024-07-13,7,DOH-LHR,Economy,Silver,1,277,Standard,1,206,1,0,0,46.67
PAX010670,2024-11-06,11,DOH-JFK,Economy,Blue,1,325,Gluten-Free,0,0,1,0,0,9.07
PAX033353,2024-12-29,12,DOH-NRT,Business,Gold,1,307,Halal,0,0,1,1,0,4.85
PAX001854,2024-07-15,7,DOH-JFK,Economy,Blue,1,343,Vegetarian,1,230,0,0,0,28.22
PAX013721,2024-12-21,12,DOH-LHR,Economy,Silver,1,253,Standard,0,0,0,0,0,8.96
PAX031996,2024-09-26,9,DOH-DXB,Economy,Blue,1,55,Vegetarian,0,0,1,0,0,10.5
PAX025630,2024-12-15,12,DOH-NRT,Economy,Blue,1,285,Standard,0,0,1,1,0,20.34
PAX043588,2024-03-07,3,DOH-BOM,Economy,Blue,0,0,Standard,1,93,0,1,0,27.04
PAX015784,2024-03-17,3,DOH-SIN,Economy,Silver,1,297,Standard,1,191,0,0,0,37.23
PAX045127,2024-06-15,6,DOH-BKK,Economy,Blue,1,211,Standard,1,206,0,1,1,378.36
PAX004428,2024-08-26,8,DOH-CDG,First,Blue,1,246,Gluten-Free,1,196,1,0,0,26.51
PAX008800,2024-01-02,1,DOH-LHR,Economy,Blue,1,263,Standard,0,0,0,0,0,14.31
PAX032541,2024-12-30,12,DOH-BKK,Economy,Blue,1,189,Halal,0,0,0,1,1,352.62
PAX023390,2024-09-14,9,DOH-LHR,First,Blue,1,347,Standard,0,0,0,0,0,7.57
PAX018887,2024-09-24,9,DOH-BOM,Economy,Blue,0,0,Standard,0,0,1,0,0,22.28
PAX025929,2024-10-20,10,DOH-BKK,Economy,Gold,1,221,Standard,0,0,1,0,0,15.1
PAX013832,2024-07-21,7,DOH-CDG,Economy,Silver,1,237,Kids,0,0,1,0,0,10.77
PAX035491,2024-06-27,6,DOH-LHR,Economy,Silver,1,265,Vegetarian,1,208,0,0,0,28.56
PAX016692,2024-03-07,3,DOH-BOM,Business,Silver,1,161,Standard,0,0,0,0,0,11.44
PAX023179,2024-06-17,6,DOH-SIN,Economy,Blue,1,275,Standard,0,0,0,0,0,4.2
PAX018693,2024-01-19,1,DOH-JFK,First,Blue,1,312,Standard,0,0,1,0,0,10.36
PAX041395,2024-03-08,3,DOH-DXB,Economy,Silver,1,-32,Gluten-Free,0,0,0,1,0,6.34
PAX031415,2024-05-14,5,DOH-CDG,Economy,Blue,1,231,Standard,1,191,0,0,0,39.23
PAX007872,2024-07-22,7,DOH-CAI,Economy,Gold,1,114,Standard,0,0,0,0,0,10.06
PAX023487,2024-05-05,5,DOH-JFK,Business,Silver,1,354,Standard,1,320,0,0,0,28.28
PAX038818,2024-06-16,6,DOH-NRT,Economy,Platinum,1,294,Kids,0,0,0,0,0,12.73
PAX034573,2024-03-22,3,DOH-LHR,Economy,Blue,0,0,Gluten-Free,1,224,0,0,0,25.43
PAX015529,2024-01-14,1,DOH-CDG,Economy,Gold,1,258,Standard,1,181,0,1,0,32.75
PAX038012,2024-06-09,6,DOH-LHR,Economy,Silver,1,284,Standard,0,0,0,1,0,6.76
PAX005187,2024-02-18,2,DOH-CAI,Business,Silver,1,136,Standard,1,71,1,0,0,34.83
PAX009610,2024-09-03,9,DOH-DXB,Economy,Silver,0,0,Standard,1,53,0,1,0,29.7
PAX012909,2024-01-13,1,DOH-DXB,Economy,Silver,0,0,Kids,0,0,0,0,0,4.31
PAX000122,2024-04-22,4,DOH-CDG,First,Blue,1,244,Halal,1,181,1,0,0,31.98
PAX044122,2024-04-08,4,DOH-BOM,Economy,Blue,1,99,Vegetarian,0,0,1,1,1,364.25
PAX019929,2024-08-15,8,DOH-JFK,Economy,Blue,1,359,Vegetarian,0,0,1,1,0,11.33
PAX002994,2024-09-21,9,DOH-BOM,First,Silver,1,104,Vegetarian,1,109,1,0,0,27.08
PAX022242,2024-02-21,2,DOH-LHR,Business,Silver,1,284,Standard,0,0,1,1,0,8.48
PAX011250,2024-04-24,4,DOH-SIN,First,Blue,1,227,Halal,1,168,1,0,0,27.77
PAX007281,2024-11-20,11,DOH-DXB,Economy,Blue,1,67,Vegan,0,0,1,0,0,8.57
PAX013533,2024-10-12,10,DOH-SIN,Economy,Blue,1,227,Standard,0,0,0,0,0,6.05
PAX025156,2024-07-12,7,DOH-LHR,Economy,Gold,1,278,Standard,0,0,0,0,0,9.41
PAX016221,2024-01-10,1,DOH-JFK,Economy,Blue,1,383,Halal,0,0,0,0,0,1.36
PAX004260,2024-02-01,2,DOH-SYD,Business,Blue,1,472,Standard,1,399,0,0,0,25.87
PAX031422,2024-06-07,6,DOH-JFK,Economy,Gold,1,298,Standard,0,0,1,0,0,20.25
PAX024522,2024-10-05,10,DOH-SYD,First,Blue,1,498,Standard,0,0,1,0,0,2.56
PAX047070,2024-02-28,2,DOH-DXB,Business,Silver,1,43,Vegetarian,0,0,1,1,0,10.17
PAX012793,2024-07-01,7,DOH-JFK,First,Silver,1,377,Vegan,1,244,1,0,0,37.85
PAX022433,2024-08-21,8,DOH-DXB,Economy,Gold,0,0,Standard,0,0,1,0,0,22.35
PAX018144,2024-02-17,2,DOH-SYD,Economy,Silver,1,484,Halal,0,0,1,1,1,368.17
PAX022074,2024-11-23,11,DOH-CDG,Economy,Platinum,0,0,Halal,1,189,0,0,0,26.24
PAX012812,2024-03-17,3,DOH-BKK,Business,Gold,1,213,Standard,0,0,1,0,0,8.9
PAX002748,2024-04-15,4,DOH-BOM,First,Blue,0,0,Standard,0,0,1,0,0,7.3
PAX042742,2024-04-21,4,DOH-LHR,Economy,Gold,1,290,Vegan,1,253,0,0,0,33.68
PAX025609,2024-12-07,12,DOH-BOM,Economy,Silver,0,0,Halal,0,0,0,0,0,3.6
PAX031243,2024-06-20,6,DOH-BKK,Economy,Blue,1,209,Halal,0,0,0,0,0,0.96
PAX037767,2024-11-16,11,DOH-JFK,Economy,Platinum,1,352,Standard,0,0,1,0,0,8.93
PAX003756,2024-11-20,11,DOH-BOM,Economy,Silver,1,115,Halal,0,0,0,0,0,14.48
PAX013841,2024-05-02,5,DOH-CDG,Economy,Gold,1,254,Kids,0,0,1,0,0,10.0
PAX038993,2024-10-18,10,DOH-DXB,Economy,Gold,1,80,Standard,0,0,1,0,0,22.32
PAX007209,2024-05-31,5,DOH-SYD,Economy,Platinum,1,429,Halal,1,348,1,0,0,39.99
PAX041777,2024-04-07,4,DOH-CDG,Economy,Blue,0,0,Standard,0,0,1,0,0,18.82
PAX028009,2024-12-14,12,DOH-JFK,Business,Silver,1,299,Standard,0,0,0,0,0,11.73
PAX000501,2024-08-21,8,DOH-JFK,Economy,Blue,1,316,Gluten-Free,0,0,0,0,0,2.47
PAX033345,2024-01-11,1,DOH-LHR,Economy,Gold,1,293,Standard,1,245,1,1,0,34.41
PAX004662,2024-08-03,8,DOH-CAI,Economy,Silver,0,0,Halal,0,0,0,0,0,12.45
PAX006679,2024-03-11,3,DOH-JFK,Economy,Blue,1,281,Halal,1,272,0,0,0,28.56
PAX025078,2024-09-29,9,DOH-SIN,Economy,Platinum,1,244,Standard,1,223,1,0,0,46.67
PAX028586,2024-01-07,1,DOH-SYD,Economy,Silver,1,483,Halal,0,0,0,0,0,7.88
PAX031692,2024-10-29,10,DOH-BOM,Economy,Platinum,1,118,Standard,0,0,0,0,0,1.32
PAX001637,2024-07-07,7,DOH-LHR,Business,Blue,1,268,Vegetarian,0,0,0,0,0,4.51
PAX039129,2024-11-17,11,DOH-BOM,Economy,Gold,1,154,Halal,1,78,0,0,0,33.08
PAX045195,2024-01-15,1,DOH-DXB,Economy,Gold,1,53,Standard,1,28,0,0,0,26.84
PAX005325,2024-07-30,7,DOH-CAI,Economy,Silver,1,134,Standard,0,0,0,0,0,9.48
PAX043977,2024-08-21,8,DOH-JFK,Economy,Gold,1,335,Standard,1,266,0,0,0,36.77
PAX011464,2024-06-29,6,DOH-BOM,Economy,Silver,1,101,Standard,0,0,0,1,1,354.77
PAX003673,2024-06-13,6,DOH-CAI,Business,Silver,1,85,Vegetarian,0,0,1,1,0,12.25
PAX033751,2024-06-22,6,DOH-SIN,Economy,Gold,1,257,Standard,0,0,0,0,0,5.67
PAX047120,2024-08-01,8,DOH-LHR,Economy,Blue,1,224,Gluten-Free,0,0,1,1,0,10.95
PAX030917,2024-02-22,2,DOH-JFK,Business,Blue,0,0,Halal,0,0,1,0,0,0.62
PAX047489,2024-12-19,12,DOH-SIN,Economy,Gold,1,212,Vegetarian,0,0,0,1,1,353.94
PAX004523,2024-01-16,1,DOH-CAI,Business,Blue,0,0,Standard,0,0,1,0,0,3.99
PAX046304,2024-10-01,10,DOH-LHR,Business,Blue,0,0,Standard,0,0,0,0,0,8.76
PAX042172,2024-03-03,3,DOH-CDG,Economy,Blue,1,263,Standard,1,253,0,0,0,27.75
PAX039184,2024-01-20,1,DOH-JFK,Economy,Silver,1,342,Vegan,0,0,0,0,0,3.28
PAX024071,2024-03-26,3,DOH-LHR,Economy,Blue,1,279,Standard,1,206,1,0,0,47.98
PAX039101,2024-07-22,7,DOH-LHR,Economy,Blue,0,0,Halal,1,198,0,0,0,33.63
PAX042662,2024-05-04,5,DOH-JFK,Economy,Gold,1,339,Standard,0,0,1,0,0,22.39
PAX013166,2024-04-02,4,DOH-CDG,First,Silver,1,226,Vegetarian,1,202,1,1,0,30.09
PAX015812,2024-04-07,4,DOH-BOM,Economy,Gold,0,0,Standard,1,83,0,0,0,29.91
PAX011833,2024-01-24,1,DOH-CDG,Economy,Blue,1,285,Halal,1,199,0,1,1,380.34
PAX007646,2024-08-05,8,DOH-CDG,Business,Gold,1,216,Standard,1,191,0,0,0,28.91
PAX024863,2024-12-28,12,DOH-SYD,Business,Silver,1,459,Standard,1,378,0,1,0,34.86
PAX028339,2024-04-27,4,DOH-SYD,Business,Silver,1,491,Standard,0,0,1,0,0,8.3
PAX000138,2024-07-15,7,DOH-SIN,Economy,Silver,1,266,Standard,0,0,0,0,0,0.18
PAX026564,2024-06-23,6,DOH-DXB,First,Blue,1,5,Standard,1,46,1,1,0,28.36
PAX045553,2024-11-05,11,DOH-BOM,First,Blue,1,131,Gluten-Free,1,85,1,0,0,35.38
PAX040754,2024-01-11,1,DOH-BOM,Business,Gold,1,108,Standard,1,88,1,1,0,39.25
PAX032414,2024-08-05,8,DOH-CDG,Economy,Blue,0,0,Gluten-Free,0,0,1,0,0,19.87
PAX042881,2024-04-01,4,DOH-CDG,Economy,Silver,1,227,Kids,0,0,0,0,0,5.18
PAX041801,2024-04-16,4,DOH-SIN,Business,Blue,1,222,Vegetarian,1,197,0,0,0,31.21
PAX002660,2024-03-09,3,DOH-JFK,Economy,Blue,1,319,Gluten-Free,1,263,0,0,0,26.87
PAX008846,2024-08-21,8,DOH-DXB,Economy,Blue,1,-3,Kids,0,0,0,0,0,13.47
PAX020390,2024-02-02,2,DOH-DXB,Economy,Platinum,1,65,Standard,0,0,0,1,0,3.89
PAX038375,2024-01-12,1,DOH-BOM,Economy,Blue,1,70,Standard,1,71,1,1,1,384.77
PAX024518,2024-02-26,2,DOH-SYD,Economy,Blue,1,534,Gluten-Free,0,0,0,0,0,3.32
PAX023053,2024-05-14,5,DOH-LHR,Economy,Gold,1,230,Vegetarian,1,217,0,0,0,35.12
PAX039710,2024-11-12,11,DOH-JFK,Economy,Gold,1,320,Vegetarian,0,0,0,0,0,11.41
PAX015968,2024-10-01,10,DOH-NRT,Business,Silver,0,0,Gluten-Free,0,0,1,0,0,6.68
PAX024498,2024-05-08,5,DOH-CDG,Economy,Silver,1,296,Vegetarian,0,0,1,0,0,20.15
PAX034798,2024-01-31,1,DOH-LHR,Economy,Gold,1,289,Standard,0,0,0,0,0,13.04
PAX020021,2024-02-29,2,DOH-LHR,Economy,Blue,1,300,Standard,1,222,0,0,0,30.1
PAX044360,2024-11-05,11,DOH-JFK,Economy,Blue,1,287,Vegetarian,0,0,0,1,1,352.37
PAX046349,2024-05-26,5,DOH-LHR,Economy,Gold,1,283,Vegetarian,0,0,1,0,0,17.04
PAX022748,2024-02-18,2,DOH-CDG,Business,Platinum,1,231,Standard,0,0,1,0,0,6.41
PAX045031,2024-11-03,11,DOH-LHR,Business,Blue,1,300,Vegetarian,0,0,1,1,0,9.16
PAX010809,2024-09-12,9,DOH-DXB,Economy,Blue,1,84,Standard,0,0,0,0,0,8.59
PAX014700,2024-07-23,7,DOH-JFK,Business,Blue,1,324,Vegetarian,0,0,1,0,0,3.8
PAX046056,2024-03-10,3,DOH-DXB,Economy,Blue,1,81,Standard,0,0,0,1,0,1.12
PAX040501,2024-08-22,8,DOH-NRT,Business,Blue,1,277,Standard,1,251,1,0,0,25.1
PAX042324,2024-12-26,12,DOH-LHR,Economy,Silver,1,261,Halal,0,0,0,1,0,5.52
PAX011832,2024-10-23,10,DOH-SYD,Economy,Blue,1,460,Standard,0,0,0,1,0,10.74
PAX031859,2024-07-30,7,DOH-LHR,Economy,Platinum,1,268,Vegetarian,1,197,0,0,0,26.74
PAX016522,2024-02-25,2,DOH-NRT,Business,Gold,1,279,Kids,0,0,1,1,0,2.42
PAX004079,2024-07-20,7,DOH-JFK,First,Blue,1,362,Gluten-Free,1,255,1,1,0,33.92
PAX026027,2024-04-29,4,DOH-DXB,Business,Blue,1,47,Standard,0,0,0,1,0,7.71
PAX027310,2024-10-04,10,DOH-JFK,Economy,Blue,1,293,Standard,1,219,0,0,0,27.12
PAX041357,2024-03-17,3,DOH-JFK,Economy,Silver,1,341,Standard,1,246,1,0,0,43.44
PAX044193,2024-10-22,10,DOH-JFK,Economy,Silver,0,0,Vegan,0,0,0,0,0,6.64
PAX036036,2024-12-22,12,DOH-SYD,Business,Gold,1,488,Standard,1,402,0,0,0,35.54
PAX005897,2024-02-21,2,DOH-SYD,Economy,Blue,1,513,Standard,0,0,0,0,0,13.56
PAX025960,2024-07-29,7,DOH-DXB,Economy,Blue,0,0,Gluten-Free,0,0,1,0,0,13.98
PAX013114,2024-02-06,2,DOH-NRT,Economy,Blue,1,306,Standard,0,0,0,1,1,352.31
PAX038053,2024-12-10,12,DOH-JFK,Business,Silver,1,357,Halal,1,274,0,0,0,36.83
PAX008262,2024-01-05,1,DOH-JFK,Economy,Blue,1,419,Gluten-Free,0,0,1,0,0,11.12
PAX003328,2024-11-20,11,DOH-JFK,Economy,Platinum,1,322,Halal,0,0,0,0,0,12.69
PAX046492,2024-12-03,12,DOH-BKK,Economy,Silver,1,266,Vegetarian,0,0,1,0,0,19.6
PAX040629,2024-04-19,4,DOH-CAI,Business,Blue,1,62,Standard,1,70,0,0,0,35.27
PAX016753,2024-06-25,6,DOH-LHR,Economy,Blue,1,270,Standard,1,209,1,0,0,45.37
PAX035301,2024-05-07,5,DOH-NRT,Economy,Gold,1,231,Vegetarian,1,262,1,0,0,36.7
PAX024509,2024-12-18,12,DOH-LHR,Business,Blue,1,251,Vegan,0,0,1,0,0,4.48
PAX006995,2024-04-17,4,DOH-JFK,Economy,Gold,1,388,Standard,1,254,0,1,1,386.45
PAX017621,2024-02-04,2,DOH-LHR,Economy,Blue,1,245,Standard,0,0,0,0,0,2.11
PAX044553,2024-11-05,11,DOH-BOM,Economy,Gold,0,0,Standard,1,95,1,0,0,36.91
PAX002236,2024-01-13,1,DOH-JFK,Business,Blue,1,355,Halal,1,259,1,0,0,30.85
PAX022328,2024-10-31,10,DOH-BOM,First,Blue,0,0,Standard,1,84,1,1,1,375.81
PAX018559,2024-01-18,1,DOH-CDG,Business,Gold,1,211,Standard,1,237,0,0,0,31.39
PAX042165,2024-05-14,5,DOH-CDG,Economy,Silver,1,291,Standard,0,0,0,1,0,11.59
PAX027628,2024-02-04,2,DOH-DXB,Economy,Platinum,0,0,Standard,0,0,0,0,0,8.98
PAX021869,2024-05-14,5,DOH-NRT,Economy,Blue,1,263,Standard,0,0,1,0,0,8.47
PAX004396,2024-10-28,10,DOH-BKK,Business,Gold,1,235,Vegetarian,1,178,0,0,0,30.96
PAX046437,2024-10-12,10,DOH-JFK,Economy,Blue,1,369,Standard,1,277,0,0,0,27.78
PAX029904,2024-01-30,1,DOH-SYD,Economy,Blue,1,476,Standard,1,379,0,0,0,26.76
PAX027113,2024-06-04,6,DOH-SYD,Economy,Silver,0,0,Gluten-Free,0,0,0,0,0,11.01
PAX000423,2024-10-04,10,DOH-BOM,Economy,Gold,1,112,Vegetarian,0,0,1,1,0,19.82
PAX028989,2024-07-03,7,DOH-JFK,Economy,Gold,1,325,Vegan,1,254,0,0,0,39.43
PAX010643,2024-08-01,8,DOH-BKK,Economy,Blue,1,239,Standard,1,210,0,0,0,29.07
PAX027104,2024-01-14,1,DOH-BOM,Business,Blue,0,0,Standard,1,113,0,1,0,31.2
PAX036138,2024-07-11,7,DOH-BOM,Business,Blue,1,130,Halal,0,0,0,0,0,2.67
PAX030294,2024-08-27,8,DOH-JFK,Economy,Blue,1,310,Standard,0,0,0,0,0,14.13
PAX037649,2024-03-10,3,DOH-SYD,Economy,Gold,1,474,Vegetarian,0,0,0,0,0,7.08
PAX042257,2024-01-26,1,DOH-LHR,Business,Silver,1,286,Standard,0,0,1,1,1,354.78
PAX005710,2024-08-20,8,DOH-CDG,Economy,Blue,1,243,Standard,0,0,1,0,0,18.69
PAX036963,2024-02-27,2,DOH-JFK,Economy,Blue,1,373,Vegetarian,1,255,0,0,0,36.68
