review_id,year,seat_type,type_of_traveller,route,overall_rating_10,sentiment_score,top_complaint,frequency,rank
384,2023,Business Class,Solo Leisure,Stockholm to Doha,9,0.8,wifi should be free in business class,1,4
386,2023,Business Class,Business,London to Luanda via Doha,1,-0.8,ancient and worrying alternate airline,1,4
387,2023,Economy Class,Solo Leisure,Riyadh to Doha,6,-0.7,"no transfer counters, forced to pay visa fee",1,4
388,2023,Economy Class,Solo Leisure,Zurich to Lusaka via Doha,5,0.1,food is average with hot drinks not being served,1,4
392,2023,First Class,Family Leisure,Kathmandu to Sao Paulo via Doha,9,0.8,seats on the boeing 777 was bit congested and i felt cramped.,1,4
394,2023,Business Class,Solo Leisure,Bangkok to Brussels via Doha,5,-0.75,almaha transfer service did not show up at the gate,1,4
398,2023,Economy Class,Business,Colombo to Doha,7,0.3,toilets were a mess,1,4
399,2023,Economy Class,Business,Doha to London Heathrow,10,0.85,"cabin is cramped, air conditioning too cold",1,4
400,2023,Business Class,Business,Doha to Singapore,1,-0.8,"seat broke, crew unhelpful",1,4
401,2023,Business Class,Couple Leisure,London Heathrow to Dubai via Doha,8,-0.2,poor service at c-gate,1,4
402,2023,Business Class,Couple Leisure,Dubai to Gatwick via Doha,7,-0.3,delays limited food options,1,4
404,2023,Economy Class,Couple Leisure,Amsterdam to Cape Town via Doha,1,-0.8,"missing bag, no resolution",1,4
405,2023,Economy Class,Solo Leisure,Bangkok to Doha,9,0.7,seat armrest falling apart,1,4
406,2023,Economy Class,Couple Leisure,Manchester to Brisbane via Doha,1,-0.8,seats too small and uncomfortable,1,4
408,2023,Economy Class,Business,Paris to Muscat via Doha,3,-0.8,"food options limited, no beef",1,4
410,2023,Business Class,Couple Leisure,Jakarta to Athens via Doha,4,-0.9,"awful lounge, substandard food and drinks",1,4
411,2023,Economy Class,Family Leisure,Vienna to Muscat via Doha,3,-0.8,"old aircraft, limited ife",1,4
412,2023,Economy Class,Solo Leisure,Bangkok to Vienna via Doha,8,0.7,leg room felt a little tighter,1,4
413,2023,Business Class,Business,Singapore to Rome via Doha,6,-0.3,need to take buses and climb boarding steps on the tarmac,1,4
414,2023,Economy Class,Solo Leisure,Doha to Bahrain,1,-0.8,hostesses didn't acknowledge or greet me.,1,4
416,2023,First Class,Solo Leisure,Doha to Kuwait,7,-0.2,front cabin quality poor,1,4
418,2023,Economy Class,Solo Leisure,Abu Dhabi to Bangkok via Doha,6,0.2,ife not working throughout the flight,1,4
419,2023,Economy Class,Family Leisure,Doha to Colombo,1,-0.9,"seats reallocated, far from each other",1,4
420,2023,Economy Class,Business,Entebbe to Vienna via Doha,5,-0.4,"lost connection, long wait, no compensation",1,4
422,2023,Economy Class,Solo Leisure,Bangkok to Abu Dhabi via Doha,5,0.1,food was a big letdown,1,4
424,2023,Economy Class,Solo Leisure,Doha to Istanbul,1,-0.8,seat not in exit row despite extra fee,1,4
426,2023,Business Class,Couple Leisure,Sydney to Athens via Doha,2,-0.8,"plane downgrade, no refund offered",1,4
428,2023,Economy Class,Couple Leisure,Philadelphia to Delhi via Doha,3,-0.8,unable to select seat within 24 hrs,1,4
430,2023,Economy Class,Family Leisure,Mumbai to Frankfurt via Doha,2,-0.8,inflight staff inexperienced or understaffed,1,4
433,2023,Economy Class,Couple Leisure,Bangkok to Gatwick via Doha,1,-0.75,seat comfort on 787 absolute zero,1,4
434,2023,Business Class,Business,Warsaw to Phuket via Doha,7,-0.75,customer service ignores requests,1,4
435,2023,Economy Class,Solo Leisure,Bangkok to Edinburgh via Doha,4,-0.75,food was terrible on both flights.,1,4
436,2023,Economy Class,Solo Leisure,Edinburgh to Bangkok via Doha,8,-0.2,online boarding pass didn't work at security,1,4
437,2023,Economy Class,Family Leisure,London to Kochi via Doha,1,-0.8,"seats were thin and very uncomfortable, no entertainment, food was horrible",1,4
441,2023,Economy Class,Solo Leisure,Auckland to London via Doha,5,0.2,seat change without notice,1,4
442,2023,Economy Class,Solo Leisure,Bangkok to London via Doha,5,-0.75,"mould on the ceiling and interior, badly cleaned surfaces",1,4
443,2023,First Class,Solo Leisure,London to Doha,9,-0.2,"delay not informed, poor wi-fi",1,4
444,2023,Economy Class,Solo Leisure,Montreal to Tehran via Doha,8,-0.7,"low salt menu not honored, small portions",1,4
445,2023,Economy Class,Solo Leisure,Chicago to Doha,4,-0.75,"seat was quite uncomfortable, headphones not working",1,4
448,2023,Business Class,Family Leisure,Singapore to Zurich via Doha,1,-0.8,"upgrade only for segment, no access to lounge",1,4
449,2023,Business Class,Solo Leisure,Zurich to Bangkok via Doha,4,0.2,prime class lounge was rather underwhelming,1,4
450,2023,Economy Class,Couple Leisure,Bangkok to Berlin via Doha,4,-0.8,"upgrade offer issues, double charge, poor service",1,4
453,2023,Economy Class,Couple Leisure,Doha to Cape Town,1,-0.8,"meals inedible, seat issues, poor service",1,4
456,2023,Economy Class,Solo Leisure,Hanoi to Johannesburg via Dohs,8,0.7,tedious bus-gating in doha,1,4
457,2023,Economy Class,Business,Maputo to Denpasar via Doha,3,-0.6,internet was the worst i've experienced,1,4
458,2023,Economy Class,Family Leisure,Frankfurt to Perth via Doha,7,-0.2,90 minutes transit time,1,4
459,2023,Economy Class,Family Leisure,Rome to Denpasar via Doha,2,-0.8,"small aircraft, uncomfortable seating",1,4
460,2023,Business Class,Business,Jarkata to Doha,8,-0.75,denied lounge access,1,4
463,2023,Economy Class,Family Leisure,Phuket to Brussels via Doha,9,0.7,seats not as booked,1,4
464,2023,Business Class,Solo Leisure,Manchester to Jakarta via Doha,2,-0.8,"delayed flight, no hotel offered, poor crew engagement",1,4
465,2023,Business Class,Business,Bangkok to Zurich via Doha,3,-0.8,downgraded to old seating multiple times,1,4
466,2023,Economy Class,Solo Leisure,Dublin to Dubai via Doha,1,-0.9,"missed connecting flight, delayed luggage",1,4
468,2023,Economy Class,Family Leisure,London to Cochin via Doha,1,-0.8,quality of food has gone down,1,4
469,2023,Economy Class,Solo Leisure,Manila to Montreal via Doha,10,0.92,check in process was quiet slow,1,4
470,2023,Business Class,Family Leisure,New York to Doha,1,-0.75,ife system did not work,1,4
472,2023,Economy Class,Family Leisure,Johannesburg to Bali via Doha,2,-0.8,"staff unfriendly, unorganized service",1,4
474,2023,Economy Class,Solo Leisure,Mumbai to Chicago via Doha,2,-0.75,seat was uncomfortable despite premium payment.,1,4
475,2023,Economy Class,Solo Leisure,Philadelphia to Doha,1,-0.8,"delayed to next flight, no lounge access",1,4
476,2023,Business Class,Solo Leisure,Doha to Cape Town,8,-0.2,"meal took an hour, tables not cleared quickly",1,4
477,2023,Economy Class,Solo Leisure,Abu Dhabi to Manchester via Doha,1,-0.8,"no updates, poor customer service",1,4
478,2023,Business Class,Business,New York JFK to Doha,9,0.85,inflight wifi system could no longer recognize me after napping.,1,4
479,2023,Economy Class,Family Leisure,Boston to Dhaka via Doha,3,-0.9,food was disgusting,1,4
480,2023,Economy Class,Business,Frankfurt to Bangkok via Doha,5,0.1,"stressed crew, no entertainment choices",1,4
481,2023,Economy Class,Solo Leisure,Los Angeles to Lagos via Doha,3,-0.3,poor customer service on phone,1,4
482,2023,Economy Class,Business,Abu Dhabi to Bucharest via Doha,1,-0.85,"delay, voucher insufficient, hounding by hostesses",1,4
483,2023,Economy Class,Family Leisure,Paris to Jakarta via Doha,6,-0.6,"man put seat in full recline, blocked legs",1,4
484,2023,Economy Class,Solo Leisure,Doha to Hanoi,8,0.7,"ridiculous poor quality beers, small wineglasses",1,4
486,2023,Economy Class,Solo Leisure,Madrid to Doha,5,-0.3,seat was uncomfortable,1,4
490,2023,Economy Class,Business,Bangkok to Frankfurt via Doha,5,-0.7,"declining catering quality, sticky table",1,4
491,2023,Economy Class,Couple Leisure,Athens to Sydney via Doha,4,-0.8,"food below average, regular service and aircraft toilets not clean",1,4
493,2023,Business Class,Couple Leisure,Doha to Ord,6,-0.8,"switched from suites to old, uncomfortable seats",1,4
494,2023,Business Class,Solo Leisure,London to Abu Dhabi via Doha,3,-0.8,"baggage destroyed, no resolution.",1,4
495,2023,Economy Class,Business,Doha to Chicago,4,-0.8,"seat not as promised, center exit row",1,4
496,2023,Business Class,Solo Leisure,Manila to Istanbul via Doha,9,0.8,unnecessary boarding card checks,1,4
497,2023,Economy Class,Couple Leisure,Prague to Doha,9,0.7,transfering with bus was too long,1,4
498,2023,Economy Class,Couple Leisure,Bangkok to Doha,9,-0.7,seat did not recline properly,1,4
499,2023,Economy Class,Couple Leisure,Delhi to Manchester via Doha,9,0.8,ba staff unable to resolve issue,1,4
500,2023,Economy Class,Family Leisure,Athens to Melbourne via Doha,1,-0.9,excess baggage charges too high,1,4
503,2023,Business Class,Business,Doha to Frankfurt,9,0.9,economy boarding first caused confusion,1,4
505,2023,Economy Class,Solo Leisure,Dallas to Delhi via Doha,2,-0.8,"luggage didn't arrive, boarding issues",1,4
506,2023,Business Class,Solo Leisure,Phuket to Doha,8,0.2,privacy screen doesn't extend enough.,1,4
507,2023,Business Class,Solo Leisure,Doha to Phuket,10,0.6,free wi-fi isn't included,1,4
508,2023,Business Class,Solo Leisure,Stockholm to Doha,9,-0.2,lunch was quite poor in selection and quality,1,4
510,2023,Economy Class,Family Leisure,Nairobi to Dublin via Doha,9,0.8,delay in nairobi and baggage issue,1,4
514,2023,Economy Class,Solo Leisure,Atlanta to Kuala Lumpur via Doha,3,-0.8,reprimanded for purchasing two tickets,1,4
515,2023,Business Class,Solo Leisure,Delhi to São Paulo via Doha,2,-0.75,seat reassignment without notice,1,4
518,2023,Business Class,Solo Leisure,Doha to Johannesburg,2,-0.8,"ancient aircraft, poor seating configuration",1,4
519,2023,Business Class,Solo Leisure,Geneva to Doha,10,-0.3,"parking space in middle of nowhere, followed by 45 min bus ride to terminal",1,4
520,2023,Business Class,Business,Doha to Bangkok,7,-0.6,"breakfast requests mishandled, late and wrong",1,4
521,2023,Economy Class,Family Leisure,Dublin to Tokyo via Doha,6,0.2,re-checking bags in tokyo,1,4
522,2023,Economy Class,Solo Leisure,São Paulo to Cape Town via Doha,7,-0.2,wi-fi not working and no help,1,4
525,2023,Economy Class,Couple Leisure,Manchester to Kuala Lumpur via Doha,7,0.2,seats on b777 are very uncomfortable,1,4
527,2023,Economy Class,Couple Leisure,Munich to Phuket via Doha,3,-0.8,seats too narrow for comfort,1,4
529,2023,Economy Class,Couple Leisure,Barcelona to Goa via Doha,7,0.1,"plane class changed, no seats as booked",1,4
534,2023,Economy Class,Business,San Francisco to Nairobi via Doha,1,-0.8,"poor meals, uncomfortable seat, late flight",1,4
537,2023,Business Class,Solo Leisure,Brisibane to Zurich via Doha,4,-0.2,customer service ignored my complaint,1,4
538,2023,First Class,Business,Bangkok to Doha,8,-0.2,award booking took weeks to book,1,4
540,2023,Economy Class,Solo Leisure,Sydney to Doha,7,-0.3,water has to be requested,1,4
541,2023,Economy Class,Family Leisure,Singapore to Doha,1,-0.8,no updates on trumpet,1,4
542,2023,Business Class,Couple Leisure,Cape Town to Gatwick via Doha,2,-0.75,"poor doha experience, no q suite on return flight",1,4
543,2023,Business Class,Couple Leisure,New York to Diha,5,-0.8,"flight delayed, missed connection",1,4
544,2023,Business Class,Business,Atlanta to Bangalore via Doha,6,-0.3,operational issue with seat change,1,4
546,2023,Business Class,Business,Doha to Denpasar,4,-0.3,"baggage not loaded, no updates",1,4
547,2023,Economy Class,Family Leisure,London to Singapore via Doha,3,-0.8,"kids meals were awful, not touched.",1,4
548,2023,Economy Class,Solo Leisure,Manila to Zurich via Doha,3,-0.8,"seating issues, overbooked flight",1,4
549,2023,Economy Class,Family Leisure,Kochi to Manchester via Doha,4,-0.8,"no warm food, just basic sandwiches",1,4
550,2023,Economy Class,Solo Leisure,madrid to sharjah via dona,7,0.2,wi-fi didn't work and no toilets,1,4
551,2023,Economy Class,Family Leisure,Dusseldorf to Doha,6,-0.2,legroom was awful and seat hard,1,4
552,2023,Business Class,Solo Leisure,Islamabad to Chicago via Doha,10,0.8,planes changed at the last moment,1,4
556,2023,Economy Class,Solo Leisure,Athens to Bangkok via Doha,5,-0.75,"old a330-300, limited seat space, no wifi",1,4
557,2023,Economy Class,Family Leisure,Dublin to Doha,3,-0.3,"no kids meals, ife rubbish plane old and dirty",1,4
561,2023,Economy Class,Couple Leisure,Frankfurt to Melbourne via Doha,2,-0.8,"seats were not comfortable, long wait for beer",1,4
564,2023,Economy Class,Solo Leisure,London to Kuala Lumpur via Doha,2,-0.8,£350 deducted from refund,1,4
567,2023,Economy Class,Solo Leisure,Abu Dhabi to Nairobi via Doha,5,-0.75,"terrible seat pitch. tiny, faded ife screens.",1,4
568,2023,Economy Class,Business,London to Doha,4,-0.7,no choice of breakfast food,1,4
570,2023,Economy Class,Solo Leisure,Paris to Sydney via Doha,1,-0.8,"seat didn't recline properly, empty seats next to me",1,4
572,2023,Business Class,Solo Leisure,Munich to Bangkok via Doha,8,0.7,long bus transfer due to remote position of aircraft,1,4
573,2023,Economy Class,Solo Leisure,Bangkok to Prague via Doha,10,0.85,hard rain during boarding without cover,1,4
574,2023,Economy Class,Solo Leisure,Tokyo to Sao Paulo via Doha,3,-0.8,"system failure, unreserved seats",1,4
575,2023,Business Class,Solo Leisure,Kathmandu to Toronto via Montreal & Doha,6,-0.8,"outsource to air canada, denied lounge access",1,4
578,2022,Economy Class,Couple Leisure,Philadelphia to Male via Doha,3,-0.8,multiple flight changes and seat issues,1,4
579,2022,Business Class,Solo Leisure,Bangkok to Munich via Doha,4,-0.4,"chaotic bus gate area with unorganized lines, frustrated and rude gate agents",1,4
580,2022,Economy Class,Couple Leisure,Doha to Ho Chi Minh City,6,0.3,miss-scheduled flights due to heavy traffic,1,4
581,2022,Business Class,Business,Erbil to Kilimanjaro via Doha,4,-0.8,"long security line, missed connecting flight",1,4
582,2022,Economy Class,Couple Leisure,Bangkok to Doha,2,-0.9,long queue at the gate for 5 hours,1,4
586,2022,Economy Class,Solo Leisure,Phuket to Doha,2,-0.8,"seat without a window, cabin service ignored",1,4
587,2022,Economy Class,Couple Leisure,Montreal to Dammam via Doha,3,-0.8,"food was horrible, uncomfortable eye covers",1,4
588,2022,Business Class,Solo Leisure,Cape Town to Doha,7,-0.3,lousy lounge in cpt international.,1,4
591,2022,Economy Class,Family Leisure,Munich to Kilimanjaro via Doha,7,-0.2,"website and mobile app issues, poor chat support",1,4
592,2022,Economy Class,Couple Leisure,Singapore to Doha,1,-0.8,"technical problems, long wait at airport",1,4
593,2022,Economy Class,Solo Leisure,Singapore to Frankfurt via Doha,8,0.2,narrow seat pitch on b787,1,4
594,2022,Economy Class,Business,Bali to Berlin via Doha,1,-0.85,"flight canceled, late notification, lounge cancellation",1,4
595,2022,Business Class,Couple Leisure,Oslo to Singapore via Doha,8,-0.3,"service for middle seats is bothersome, staff not attentive",1,4
596,2022,Business Class,Solo Leisure,Denpasar to Doha,4,-0.3,forgot to load pj's for business class,1,4
597,2022,Business Class,Solo Leisure,Doha to Washington,9,0.8,wifi is not good,1,4
598,2022,Economy Class,Couple Leisure,Maldives to Miami via Doha,3,-0.3,"seat discomfort due to tall passenger, no attention from crew",1,4
600,2022,Economy Class,Couple Leisure,Brussels to Colombo via Doha,5,-0.9,never heard from them again,1,4
601,2022,Business Class,Business,Warsaw to Manila via Doha,1,-0.85,unprofessional check-in and customer support,1,4
602,2022,Business Class,Solo Leisure,Frankfurt to Bangkok via Doha,8,0.3,no lounge access due to closure,1,4
603,2022,Economy Class,Solo Leisure,Frankfurt to Singapore via Doha,8,0.8,meal service inconsistent,1,4
606,2022,Business Class,Family Leisure,Amsterdam to Dubai via Doha,8,0.7,last minute seat change,1,4
608,2022,Business Class,Family Leisure,Doha to Philadelphia,5,-0.3,"seating issues, broken usb ports and tvs",1,4
610,2022,Economy Class,Family Leisure,Montreal to Doha,5,-0.75,food was horrible and not sufficient,1,4
611,2022,Economy Class,Business,Kuala Lumpur to Milan via Doha,3,-0.8,people were left alone in desperate search,1,4
612,2022,Economy Class,Business,Doha to London,3,-0.8,worse seat than non exit row,1,4
615,2022,Business Class,Couple Leisure,Zurich to Mactan via Doha,7,0.3,chaotic boarding process,1,4
617,2022,Business Class,Couple Leisure,Zurich to Cebu via Doha,8,-0.2,leased aircraft not up to standard,1,4
618,2022,Business Class,Solo Leisure,Doha to Cape Town,5,-0.7,"qsuite not supplied, old seats uncomfortable",1,4
619,2022,Economy Class,Solo Leisure,Mumbai to Budapest via Doha,5,-0.8,food was bland and warm wine ruined the meal,1,4
620,2022,Business Class,Couple Leisure,Doha to Bangkok,7,0.3,inadequate food on the flight,1,4
621,2022,Business Class,Couple Leisure,Madrid to Doha,7,0.6,iberia check-in issues,1,4
622,2022,Business Class,Solo Leisure,Doha to Denpasar,8,-0.2,"sold out burgers, soggy fish and chips",1,4
623,2022,Business Class,Solo Leisure,Stockholm to Doha,8,0.3,salmon was very overdone and dry,1,4
624,2022,Business Class,Solo Leisure,Bangkok to Frankfurt via Doha,5,-0.3,long wait and chaos at the bus gates,1,4
625,2022,Economy Class,Couple Leisure,Johannesburg to Rome via Doha,9,0.8,rome was less than expected in terms of customer service.,1,4
628,2022,Business Class,Couple Leisure,Dublin to Bangkok via Doha,1,-0.8,failed to make the refund,1,4
629,2022,Business Class,Couple Leisure,Bangkok to Doha,5,-0.75,meal service was haphazard and chaotic.,1,4
630,2022,Business Class,Couple Leisure,Doha to Madrid,7,-0.6,food and miserly portion,1,4
631,2022,Economy Class,Family Leisure,Mumbai to Atlanta via Doha,8,0.7,repeated commercial pages in flight map were annoying,1,4
632,2022,Economy Class,Solo Leisure,Los Angeles to Cairo via Doha,1,-0.8,"flight booking issues, stranded for 4 days",1,4
633,2022,Economy Class,Couple Leisure,Colombo to Helsinki via Doha,4,-0.75,food was not up to the mark,1,4
636,2022,Economy Class,Family Leisure,Doha to Melbourne,3,-0.8,seats given to someone else,1,4
637,2022,Economy Class,Solo Leisure,Islamabad to London Gatwick via Doha,10,0.8,disturbing passenger in seat next to me.,1,4
638,2022,Economy Class,Solo Leisure,Doha to Beirut,6,0.2,limited food choices and outdated entertainment system,1,4
639,2022,Economy Class,Couple Leisure,New York to Kilimanjaro via Doha,1,-0.8,qatar customer service not refunding,1,4
640,2022,Economy Class,Solo Leisure,Montreal to Goa via Doha,2,0.2,"stranded at gate, poor food service",1,4
642,2022,Economy Class,Business,Doha to Jakarta,9,0.7,airplanes parked far from terminal,1,4
643,2022,Economy Class,Business,Zurich to Doha,9,0.7,"boarding started late, reason unknown.",1,4
646,2022,Business Class,Couple Leisure,Johannesburg to Bangkok via Doha,1,-0.8,"seats not available, no refund",1,4
647,2022,Business Class,Business,London to Melbourne via Doha,1,-0.9,missed connecting flight due to late departure,1,4
650,2022,Business Class,Family Leisure,Doha to Paris,6,-0.7,catering service declining,1,4
652,2022,Economy Class,Couple Leisure,Doha to Brussels,2,-0.8,"too many people crammed in, uncomfortable seats",1,4
653,2022,Economy Class,Solo Leisure,Seattle to Doha,2,-0.8,"no one at the gate, spent night in airport",1,4
654,2022,Economy Class,Solo Leisure,Perth to London via Doha,8,-0.2,food and staff issues on second leg,1,4
655,2022,Economy Class,Couple Leisure,Nairobi to Washington via Doha,1,-0.8,"customer service issues, no response",1,4
656,2022,Economy Class,Couple Leisure,Doha to Sydney,2,-0.75,"ran out of meal choice, screen glitched",1,4
657,2022,Economy Class,Solo Leisure,Bangkok to Doha,8,0.7,"miracle lounge downgraded, food lousy",1,4
660,2022,Business Class,Couple Leisure,Paris to Doha,6,-0.8,"food was awful, salmon farmed, lobster raw",1,4
667,2022,Economy Class,Solo Leisure,Vienna to Jakarta via Doha,8,0.7,wifi not working as advertised,1,4
668,2022,Business Class,Couple Leisure,Doha to London Heathrow,7,0.2,children running riot in business class,1,4
669,2022,Economy Class,Business,London to Muscat via Doha,1,-0.95,"no support, no luggage, no response",1,4
672,2022,Economy Class,Family Leisure,Nairobi to San Diego via Doha,7,-0.3,cabin crew inattentive and rude,1,4
673,2022,Business Class,Solo Leisure,Doha to Singapore,8,0.8,no breakfast option at landing time,1,4
674,2022,Business Class,Solo Leisure,Madrid to Hong Kong via Doha,8,0.8,last minute pcr test at airport,1,4
675,2022,Economy Class,Couple Leisure,Philadelphia to Nagpur via Doha,9,0.7,planes not as modern and spacious as a50s,1,4
676,2022,Economy Class,Solo Leisure,Singapore to Athens via Doha,5,0.0,"cancelled my original flight, booked me on a flight that i could not take.",1,4
678,2022,Economy Class,Solo Leisure,Beirut to Doha,3,-0.8,missing luggage for 2 hours,1,4
679,2022,Economy Class,Family Leisure,Entebbe to London via Doha,3,-0.8,baggage didn't arrive with us,1,4
680,2022,Business Class,Solo Leisure,Male to Manchester via Doha,3,-0.8,"poor food, poor entertainment, noisy toilet",1,4
681,2022,Economy Class,Family Leisure,Entebbe to Madrid via Doha,6,-0.3,staff skipped us during service,1,4
683,2022,Business Class,Family Leisure,Singapore to Doha,2,-0.8,"no wifi, inedible food",1,4
684,2022,Economy Class,Couple Leisure,Manchester to Auckland via Doha,1,-0.8,long delays and poor customer service,1,4
685,2022,Business Class,Solo Leisure,London to Bangkok via Doha,1,-0.8,"seat reservation changed, no refund offered",1,4
686,2022,Economy Class,Solo Leisure,Nairobi to New York via Doha,1,-0.8,"cancelled flight, poor assistance",1,4
687,2022,Economy Class,Solo Leisure,Doha to Entebbe,1,-0.8,poor handling of delayed baggage delivery,1,4
688,2022,Economy Class,Solo Leisure,Warsaw to Doha,1,-0.9,"flight delayed, no communication",1,4
689,2022,Business Class,Couple Leisure,Athens to Doha,4,-0.7,"poor cabin service, food quality",1,4
694,2022,Economy Class,Solo Leisure,London to Sydney via Doha,1,-0.8,missed connecting flight due to delays,1,4
695,2022,Economy Class,Solo Leisure,Rome to Hong Kong via Doha,6,-0.8,"seat taken by someone else, no solution",1,4
696,2022,Economy Class,Solo Leisure,Istanbul to Goa via Doha,9,-0.8,"flight delayed, lost luggage, no compensation",1,4
698,2022,Economy Class,Solo Leisure,Paris to Tehran via Doha,3,-0.8,delayed boarding and rescheduled flight,1,4
699,2022,Economy Class,Business,Doha to Phuket,1,0.0,involuntary downgrade to economy class,1,4
700,2022,Economy Class,Business,Bangkok to Istanbul via Doha,2,-0.8,"missed luggage, no reimbursement",1,4
702,2022,Economy Class,Family Leisure,Singapore to Istanbul via Doha,4,-0.8,"long layover, no recovery efforts",1,4
703,2022,Business Class,Business,Dubai to Montreal via Doha,2,-0.8,flight changes and seat reassignment fees,1,4
705,2022,Business Class,Business,Bangkok to Warsaw via Doha,6,0.1,"qatar lacks consistency, and ground services in doha are getting worse.",1,4
707,2022,Business Class,Family Leisure,Doha to Singapore,5,-0.8,"cabin staff seemed stressed, food limited",1,4
708,2022,Business Class,Business,Manila to London via Doha,6,0.3,rude crew member demanded video deletion,1,4
709,2022,Economy Class,Family Leisure,Chennai to Washington via Doha,9,0.85,crammed aircrafts from us to doha and doha to india,1,4
710,2022,Economy Class,Solo Leisure,Jakarta to Doha,9,0.7,seat in this type of aircraft is somehow really tight,1,4
712,2022,First Class,Business,Frankfurt to Brisbane via Doha,1,-0.8,"lost luggage, no updates",1,4
713,2022,Economy Class,Family Leisure,Chicago to Doha,1,-0.9,"seating uncomfortable, crew unfriendly",1,4
714,2022,Economy Class,Couple Leisure,Dublin to Bangkok via Doha,10,0.9,flight delayed for 2 hours,1,4
715,2022,Business Class,Couple Leisure,Philadelphia to Male via Doha,3,-0.3,"bags never made it out of doha, no response from baggage dept",1,4
716,2022,Economy Class,Family Leisure,Amsterdam to Perth via Doha,1,-0.8,missing baggage not resolved,1,4
717,2022,Business Class,Family Leisure,Kuala Lumpur to Washington via Doha,1,-0.8,"unwanted stay in doha, visa issues",1,4
718,2022,Economy Class,Couple Leisure,Los Angeles to Nairobi via Doha,1,-0.8,"lost baggage, unresponsive staff",1,4
719,2022,Economy Class,Couple Leisure,Auckland to Budapest via Doha,2,-0.7,hand luggage sizes not checked consistently,1,4
720,2022,Economy Class,Family Leisure,Doha to Durban,1,-0.8,delayed flight and missing baggage,1,4
721,2022,Economy Class,Couple Leisure,Bodrum to Johannesburg via Doha,1,-0.7,seated in different areas,1,4
722,2022,Economy Class,Solo Leisure,Malaga to Tehran via Doha,3,-0.4,"airport staff were rude, not helpful",1,4
723,2022,Economy Class,Couple Leisure,Sydney to Vienna via Doha,2,-0.8,"not allowed in business lounge, runaround",1,4
724,2022,Business Class,Solo Leisure,Doha to London,9,0.75,meal did not match presentation,1,4
725,2022,Business Class,Solo Leisure,Bangkok to Doha,9,0.8,quality of the food let them down,1,4
727,2022,Economy Class,Couple Leisure,Warsaw to Brisbane via Doha,1,-0.8,layover time extended by 18 hours,1,4
729,2022,Economy Class,Solo Leisure,Chengdu to Amman via Doha & Hong Kong,9,0.3,food was not good,1,4
730,2022,Economy Class,Solo Leisure,Brisbane to Brussels via Doha,2,-0.3,mask policy not enforced,1,4
731,2022,Business Class,Couple Leisure,Cebu to Zurich via Doha,8,-0.3,food in business class had dropped and was not up to standard,1,4
732,2022,Business Class,Solo Leisure,Doha to Atlanta,6,-0.3,older aircraft with poor seat comfort and entertainment system,1,4
735,2022,Economy Class,Solo Leisure,Frankfurt to Bangkok via Doha,8,0.4,poor quality of food in economy,1,4
736,2022,Business Class,Couple Leisure,Amsterdam to Bangkok via Doha,4,-0.7,"out of champagne, no preferred meal options",1,4
737,2022,Business Class,Solo Leisure,Ho Chi Minh to Manchester via Doha,5,-0.8,error message every time trying to issue ticket,1,4
738,2022,Business Class,Solo Leisure,Doha to Phuket,8,-0.8,"points forfeited, no notice",1,4
741,2022,Business Class,Solo Leisure,Doha to London,10,0.9,struggled to connect with wi-fi,1,4
744,2022,Business Class,Business,Brisbane to Milan via Doha,5,-0.7,"staff ignored me, no bedding provided",1,4
751,2022,Business Class,Solo Leisure,London to Bangkok via Doha,5,-0.8,vegan option was inedible stodge,1,4
753,2022,Economy Class,Solo Leisure,Bangkok to Frankfurt via Doha,4,-0.8,food on board was very mediocre,1,4
756,2022,Economy Class,Couple Leisure,London to Jakarta via Doha,7,0.8,pcr test not available on time,1,4
758,2022,Economy Class,Solo Leisure,Sydney to Doha,3,-0.8,"indifferent staff, gross seat location",1,4
759,2022,Business Class,Family Leisure,Amsterdam to Bangkok via Doha,10,0.95,missed flight due to luggage issue,1,4
762,2022,Economy Class,Couple Leisure,Toronto to Tehran via Doha,10,0.85,delay in takeoff,1,4
767,2022,Economy Class,Solo Leisure,Johannesburg to Gatwick via Doha,1,-0.85,"flight delayed, boarding slow, no drinks for hours",1,4
768,2022,Business Class,Family Leisure,Adelaide to Doha,8,0.7,q-suite seems a little cramped.,1,4
769,2022,Economy Class,Family Leisure,London to Doha,2,-0.8,"unhelpful transfer staff, long stopover delay",1,4
770,2022,Business Class,Solo Leisure,Warsaw to Bangkok via Doha,3,-0.7,"mediocre seat, no amenity kit",1,4
771,2022,Business Class,Business,Johannesburg to Doha,4,-0.3,service slowed down in air,1,4
772,2022,Economy Class,Solo Leisure,Cairo to Chicago via Doha,1,-0.8,refused giving us any rooms,1,4
776,2022,Economy Class,Family Leisure,Seattle to Dubai via Doha,1,-0.8,"delayed flights, missed connecting flight",1,4
781,2022,Business Class,Business,Hong Kong to London via Doha,5,-0.8,rude and poorly informed staff,1,4
782,2022,First Class,Solo Leisure,London to Doha,9,0.7,wi-fi was very slow,1,4
783,2022,First Class,Solo Leisure,Doha to London,8,0.6,small portion of halibut,1,4
784,2022,Business Class,Solo Leisure,Sydney to New York via Doha,7,-0.2,"rock hard bed, no lounge in sydney",1,4
785,2022,Economy Class,Solo Leisure,Doha to Kolkata,7,0.8,seat screen not working,1,4
786,2022,Business Class,Solo Leisure,Bangkok to Edinburgh via Doha,6,-0.7,ground staff persuasion needed for seat change,1,4
