review_id,review_date,year,month,seat_type,type_of_traveller,route,reviewer_country,overall_rating_10,sentiment_overall,sentiment_score,keyword,sentiment_type,frequency,rank_global,freq_within_type
609,2022-10-29,2022,10,Economy Class,Family Leisure,Bangkok to Edinburgh via Doha,United Kingdom,10,positive,0.9,quality,positive,41,27,41
609,2022-10-29,2022,10,Economy Class,Family Leisure,Bangkok to Edinburgh via Doha,United Kingdom,10,positive,0.9,service,positive,129,10,129
610,2022-10-29,2022,10,Economy Class,Family Leisure,Montreal to Doha,Canada,5,negative,-0.75,customer service,positive,6,53,6
610,2022-10-29,2022,10,Economy Class,Family Leisure,Montreal to Doha,Canada,5,negative,-0.75,doha airport,positive,1,58,1
613,2022-10-27,2022,10,Economy Class,Family Leisure,London to Islamabad via Doha,Pakistan,10,positive,0.9,upgrade,positive,6,53,6
613,2022-10-27,2022,10,Economy Class,Family Leisure,London to Islamabad via Doha,Pakistan,10,positive,0.9,happy,positive,26,33,26
613,2022-10-27,2022,10,Economy Class,Family Leisure,London to Islamabad via Doha,Pakistan,10,positive,0.9,grateful,positive,13,46,13
613,2022-10-27,2022,10,Economy Class,Family Leisure,London to Islamabad via Doha,Pakistan,10,positive,0.9,cabin crew,positive,4,55,4
613,2022-10-27,2022,10,Economy Class,Family Leisure,London to Islamabad via Doha,Pakistan,10,positive,0.9,positive,positive,2,57,2
614,2022-10-24,2022,10,Economy Class,Solo Leisure,Kuwait to Doha,Kuwait,9,positive,0.9,amazing,positive,137,7,137
614,2022-10-24,2022,10,Economy Class,Solo Leisure,Kuwait to Doha,Kuwait,9,positive,0.9,friendly,positive,259,3,259
614,2022-10-24,2022,10,Economy Class,Solo Leisure,Kuwait to Doha,Kuwait,9,positive,0.9,well organised,positive,3,56,3
614,2022-10-24,2022,10,Economy Class,Solo Leisure,Kuwait to Doha,Kuwait,9,positive,0.9,brilliant,positive,17,42,17
615,2022-10-24,2022,10,Business Class,Couple Leisure,Zurich to Mactan via Doha,Philippines,7,mixed,0.3,service,positive,129,10,129
615,2022-10-24,2022,10,Business Class,Couple Leisure,Zurich to Mactan via Doha,Philippines,7,mixed,0.3,friendly,positive,259,3,259
615,2022-10-24,2022,10,Business Class,Couple Leisure,Zurich to Mactan via Doha,Philippines,7,mixed,0.3,professional,positive,132,8,132
615,2022-10-24,2022,10,Business Class,Couple Leisure,Zurich to Mactan via Doha,Philippines,7,mixed,0.3,improved,positive,9,50,9
616,2022-10-23,2022,10,Business Class,Couple Leisure,Los Angeles to Cairo via Doha,United States,10,positive,0.95,wonderful,positive,70,17,70
616,2022-10-23,2022,10,Business Class,Couple Leisure,Los Angeles to Cairo via Doha,United States,10,positive,0.95,friendly,positive,259,3,259
616,2022-10-23,2022,10,Business Class,Couple Leisure,Los Angeles to Cairo via Doha,United States,10,positive,0.95,relaxing,positive,6,53,6
616,2022-10-23,2022,10,Business Class,Couple Leisure,Los Angeles to Cairo via Doha,United States,10,positive,0.95,top notch,positive,23,36,23
616,2022-10-23,2022,10,Business Class,Couple Leisure,Los Angeles to Cairo via Doha,United States,10,positive,0.95,delicious,positive,61,20,61
616,2022-10-23,2022,10,Business Class,Couple Leisure,Los Angeles to Cairo via Doha,United States,10,positive,0.95,flavorful,positive,2,57,2
616,2022-10-23,2022,10,Business Class,Couple Leisure,Los Angeles to Cairo via Doha,United States,10,positive,0.95,comfortable,positive,304,2,304
616,2022-10-23,2022,10,Business Class,Couple Leisure,Los Angeles to Cairo via Doha,United States,10,positive,0.95,awesome,positive,25,34,25
617,2022-10-22,2022,10,Business Class,Couple Leisure,Zurich to Cebu via Doha,Philippines,8,mixed,-0.2,friendly,positive,259,3,259
617,2022-10-22,2022,10,Business Class,Couple Leisure,Zurich to Cebu via Doha,Philippines,8,mixed,-0.2,helpful,positive,149,6,149
618,2022-10-21,2022,10,Business Class,Solo Leisure,Doha to Cape Town,Germany,5,negative,-0.7,excellent,positive,309,1,309
619,2022-10-21,2022,10,Economy Class,Solo Leisure,Mumbai to Budapest via Doha,Italy,5,negative,-0.8,apologised,positive,1,58,1
620,2022-10-21,2022,10,Business Class,Couple Leisure,Doha to Bangkok,Thailand,7,mixed,0.3,pleasant,positive,96,13,96
620,2022-10-21,2022,10,Business Class,Couple Leisure,Doha to Bangkok,Thailand,7,mixed,0.3,willing to help,positive,1,58,1
621,2022-10-21,2022,10,Business Class,Couple Leisure,Madrid to Doha,Thailand,7,positive,0.6,friendly,positive,259,3,259
621,2022-10-21,2022,10,Business Class,Couple Leisure,Madrid to Doha,Thailand,7,positive,0.6,eager to please,positive,2,57,2
622,2022-10-20,2022,10,Business Class,Solo Leisure,Doha to Denpasar,Sweden,8,mixed,-0.2,friendly,positive,259,3,259
622,2022-10-20,2022,10,Business Class,Solo Leisure,Doha to Denpasar,Sweden,8,mixed,-0.2,service,positive,129,10,129
623,2022-10-20,2022,10,Business Class,Solo Leisure,Stockholm to Doha,Sweden,8,mixed,0.3,friendly,positive,259,3,259
623,2022-10-20,2022,10,Business Class,Solo Leisure,Stockholm to Doha,Sweden,8,mixed,0.3,excellent,positive,309,1,309
624,2022-10-18,2022,10,Business Class,Solo Leisure,Bangkok to Frankfurt via Doha,Thailand,5,mixed,-0.3,impeccable,positive,32,29,32
624,2022-10-18,2022,10,Business Class,Solo Leisure,Bangkok to Frankfurt via Doha,Thailand,5,mixed,-0.3,great,positive,197,5,197
625,2022-10-17,2022,10,Economy Class,Couple Leisure,Johannesburg to Rome via Doha,South Africa,9,positive,0.8,recommended,positive,5,54,5
625,2022-10-17,2022,10,Economy Class,Couple Leisure,Johannesburg to Rome via Doha,South Africa,9,positive,0.8,professional,positive,132,8,132
625,2022-10-17,2022,10,Economy Class,Couple Leisure,Johannesburg to Rome via Doha,South Africa,9,positive,0.8,friendly,positive,259,3,259
625,2022-10-17,2022,10,Economy Class,Couple Leisure,Johannesburg to Rome via Doha,South Africa,9,positive,0.8,comfortable,positive,304,2,304
625,2022-10-17,2022,10,Economy Class,Couple Leisure,Johannesburg to Rome via Doha,South Africa,9,positive,0.8,highly,positive,2,57,2
626,2022-10-17,2022,10,Business Class,Solo Leisure,Sydney to Edinburgh via Doha,Australia,10,positive,0.95,wonderful,positive,70,17,70
626,2022-10-17,2022,10,Business Class,Solo Leisure,Sydney to Edinburgh via Doha,Australia,10,positive,0.95,trip of a lifetime,positive,1,58,1
626,2022-10-17,2022,10,Business Class,Solo Leisure,Sydney to Edinburgh via Doha,Australia,10,positive,0.95,super friendly,positive,2,57,2
626,2022-10-17,2022,10,Business Class,Solo Leisure,Sydney to Edinburgh via Doha,Australia,10,positive,0.95,very helpful,positive,1,58,1
626,2022-10-17,2022,10,Business Class,Solo Leisure,Sydney to Edinburgh via Doha,Australia,10,positive,0.95,delighted with the quality,positive,1,58,1
626,2022-10-17,2022,10,Business Class,Solo Leisure,Sydney to Edinburgh via Doha,Australia,10,positive,0.95,cannot recommend highly enough,positive,1,58,1
626,2022-10-17,2022,10,Business Class,Solo Leisure,Sydney to Edinburgh via Doha,Australia,10,positive,0.95,world's best airline,positive,1,58,1
627,2022-10-16,2022,10,Business Class,Solo Leisure,Manila to Manchester via Doha,United Kingdom,10,positive,0.95,pleasure,positive,20,39,20
627,2022-10-16,2022,10,Business Class,Solo Leisure,Manila to Manchester via Doha,United Kingdom,10,positive,0.95,attentive,positive,127,11,127
627,2022-10-16,2022,10,Business Class,Solo Leisure,Manila to Manchester via Doha,United Kingdom,10,positive,0.95,quality,positive,41,27,41
627,2022-10-16,2022,10,Business Class,Solo Leisure,Manila to Manchester via Doha,United Kingdom,10,positive,0.95,availability,positive,1,58,1
627,2022-10-16,2022,10,Business Class,Solo Leisure,Manila to Manchester via Doha,United Kingdom,10,positive,0.95,best in the sky,positive,1,58,1
627,2022-10-16,2022,10,Business Class,Solo Leisure,Manila to Manchester via Doha,United Kingdom,10,positive,0.95,pleasant,positive,96,13,96
629,2022-10-15,2022,10,Business Class,Couple Leisure,Bangkok to Doha,Thailand,5,negative,-0.75,breeze,positive,9,50,9
630,2022-10-15,2022,10,Business Class,Couple Leisure,Doha to Madrid,Thailand,7,negative,-0.6,friendly,positive,259,3,259
630,2022-10-15,2022,10,Business Class,Couple Leisure,Doha to Madrid,Thailand,7,negative,-0.6,slept well,positive,2,57,2
631,2022-10-15,2022,10,Economy Class,Family Leisure,Mumbai to Atlanta via Doha,United States,8,positive,0.7,good experience,positive,10,49,10
631,2022-10-15,2022,10,Economy Class,Family Leisure,Mumbai to Atlanta via Doha,United States,8,positive,0.7,food is good,positive,1,58,1
631,2022-10-15,2022,10,Economy Class,Family Leisure,Mumbai to Atlanta via Doha,United States,8,positive,0.7,service and comfort is good,positive,1,58,1
631,2022-10-15,2022,10,Economy Class,Family Leisure,Mumbai to Atlanta via Doha,United States,8,positive,0.7,clean,positive,78,15,78
631,2022-10-15,2022,10,Economy Class,Family Leisure,Mumbai to Atlanta via Doha,United States,8,positive,0.7,on time,positive,53,23,53
634,2022-10-11,2022,10,Business Class,Business,Doha to Montreal,Canada,10,positive,0.9,exceptional,positive,57,22,57
634,2022-10-11,2022,10,Business Class,Business,Doha to Montreal,Canada,10,positive,0.9,must try experience,positive,1,58,1
634,2022-10-11,2022,10,Business Class,Business,Doha to Montreal,Canada,10,positive,0.9,delectable cuisine,positive,1,58,1
634,2022-10-11,2022,10,Business Class,Business,Doha to Montreal,Canada,10,positive,0.9,attentive service,positive,1,58,1
634,2022-10-11,2022,10,Business Class,Business,Doha to Montreal,Canada,10,positive,0.9,wonderful cabin crew,positive,1,58,1
635,2022-10-09,2022,10,Business Class,Business,Doha to Miami,Spain,10,positive,0.9,amazing,positive,137,7,137
635,2022-10-09,2022,10,Business Class,Business,Doha to Miami,Spain,10,positive,0.9,comfortable,positive,304,2,304
635,2022-10-09,2022,10,Business Class,Business,Doha to Miami,Spain,10,positive,0.9,attentive,positive,127,11,127
635,2022-10-09,2022,10,Business Class,Business,Doha to Miami,Spain,10,positive,0.9,privacy,positive,14,45,14
637,2022-10-08,2022,10,Economy Class,Solo Leisure,Islamabad to London Gatwick via Doha,United Kingdom,10,positive,0.8,nice,positive,130,9,130
637,2022-10-08,2022,10,Economy Class,Solo Leisure,Islamabad to London Gatwick via Doha,United Kingdom,10,positive,0.8,helpful,positive,149,6,149
637,2022-10-08,2022,10,Economy Class,Solo Leisure,Islamabad to London Gatwick via Doha,United Kingdom,10,positive,0.8,smooth,positive,48,24,48
637,2022-10-08,2022,10,Economy Class,Solo Leisure,Islamabad to London Gatwick via Doha,United Kingdom,10,positive,0.8,on-time,positive,2,57,2
637,2022-10-08,2022,10,Economy Class,Solo Leisure,Islamabad to London Gatwick via Doha,United Kingdom,10,positive,0.8,comfortable,positive,304,2,304
637,2022-10-08,2022,10,Economy Class,Solo Leisure,Islamabad to London Gatwick via Doha,United Kingdom,10,positive,0.8,efficient,positive,62,19,62
638,2022-10-07,2022,10,Economy Class,Solo Leisure,Doha to Beirut,Brazil,6,neutral,0.2,clean,positive,78,15,78
638,2022-10-07,2022,10,Economy Class,Solo Leisure,Doha to Beirut,Brazil,6,neutral,0.2,professional,positive,132,8,132
640,2022-10-04,2022,10,Economy Class,Solo Leisure,Montreal to Goa via Doha,Canada,2,neutral,0.2,quickly,positive,5,54,5
641,2022-10-04,2022,10,Business Class,Solo Leisure,Edinburgh to Brisbane via Doha / Perth,Australia,10,positive,0.9,impressed,positive,63,18,63
641,2022-10-04,2022,10,Business Class,Solo Leisure,Edinburgh to Brisbane via Doha / Perth,Australia,10,positive,0.9,luxurious,positive,13,46,13
641,2022-10-04,2022,10,Business Class,Solo Leisure,Edinburgh to Brisbane via Doha / Perth,Australia,10,positive,0.9,comfortable,positive,304,2,304
641,2022-10-04,2022,10,Business Class,Solo Leisure,Edinburgh to Brisbane via Doha / Perth,Australia,10,positive,0.9,safe,positive,12,47,12
641,2022-10-04,2022,10,Business Class,Solo Leisure,Edinburgh to Brisbane via Doha / Perth,Australia,10,positive,0.9,cared for,positive,3,56,3
641,2022-10-04,2022,10,Business Class,Solo Leisure,Edinburgh to Brisbane via Doha / Perth,Australia,10,positive,0.9,brilliant,positive,17,42,17
642,2022-10-03,2022,10,Economy Class,Business,Doha to Jakarta,Indonesia,9,positive,0.7,friendly,positive,259,3,259
642,2022-10-03,2022,10,Economy Class,Business,Doha to Jakarta,Indonesia,9,positive,0.7,attentive,positive,127,11,127
642,2022-10-03,2022,10,Economy Class,Business,Doha to Jakarta,Indonesia,9,positive,0.7,helpful,positive,149,6,149
643,2022-10-03,2022,10,Economy Class,Business,Zurich to Doha,Indonesia,9,positive,0.7,great,positive,197,5,197
643,2022-10-03,2022,10,Economy Class,Business,Zurich to Doha,Indonesia,9,positive,0.7,service,positive,129,10,129
643,2022-10-03,2022,10,Economy Class,Business,Zurich to Doha,Indonesia,9,positive,0.7,helpful,positive,149,6,149
643,2022-10-03,2022,10,Economy Class,Business,Zurich to Doha,Indonesia,9,positive,0.7,friendly,positive,259,3,259
644,2022-10-03,2022,10,Economy Class,Business,Jakarta to Doha,Indonesia,8,positive,0.8,well managed,positive,1,58,1
644,2022-10-03,2022,10,Economy Class,Business,Jakarta to Doha,Indonesia,8,positive,0.8,friendly staff,positive,1,58,1
645,2022-10-03,2022,10,Economy Class,Solo Leisure,Abu Dhabi to Johannesburg via Doha,United Arab Emirates,10,positive,0.9,excellent,positive,309,1,309
645,2022-10-03,2022,10,Economy Class,Solo Leisure,Abu Dhabi to Johannesburg via Doha,United Arab Emirates,10,positive,0.9,never let me down,positive,1,58,1
645,2022-10-03,2022,10,Economy Class,Solo Leisure,Abu Dhabi to Johannesburg via Doha,United Arab Emirates,10,positive,0.9,high quality standards,positive,1,58,1
645,2022-10-03,2022,10,Economy Class,Solo Leisure,Abu Dhabi to Johannesburg via Doha,United Arab Emirates,10,positive,0.9,best airline,positive,4,55,4
645,2022-10-03,2022,10,Economy Class,Solo Leisure,Abu Dhabi to Johannesburg via Doha,United Arab Emirates,10,positive,0.9,look forward to flying with them again,positive,1,58,1
648,2022-10-01,2022,10,Economy Class,Solo Leisure,Doha to Miami,India,10,positive,0.9,excellent,positive,309,1,309
648,2022-10-01,2022,10,Economy Class,Solo Leisure,Doha to Miami,India,10,positive,0.9,happy,positive,26,33,26
648,2022-10-01,2022,10,Economy Class,Solo Leisure,Doha to Miami,India,10,positive,0.9,smile,positive,15,44,15
649,2022-09-29,2022,9,Economy Class,Business,London to Islamabad via Doha,United Kingdom,10,positive,0.87,efficient,positive,62,19,62
649,2022-09-29,2022,9,Economy Class,Business,London to Islamabad via Doha,United Kingdom,10,positive,0.87,smooth,positive,48,24,48
649,2022-09-29,2022,9,Economy Class,Business,London to Islamabad via Doha,United Kingdom,10,positive,0.87,comfortable,positive,304,2,304
649,2022-09-29,2022,9,Economy Class,Business,London to Islamabad via Doha,United Kingdom,10,positive,0.87,responsive,positive,11,48,11
649,2022-09-29,2022,9,Economy Class,Business,London to Islamabad via Doha,United Kingdom,10,positive,0.87,better,positive,24,35,24
649,2022-09-29,2022,9,Economy Class,Business,London to Islamabad via Doha,United Kingdom,10,positive,0.87,helpful,positive,149,6,149
650,2022-09-28,2022,9,Business Class,Family Leisure,Doha to Paris,Qatar,6,negative,-0.7,tried,positive,1,58,1
650,2022-09-28,2022,9,Business Class,Family Leisure,Doha to Paris,Qatar,6,negative,-0.7,best,positive,119,12,119
651,2022-09-25,2022,9,Business Class,Solo Leisure,Singapore to Doha,Germany,8,positive,0.8,breeze,positive,9,50,9
651,2022-09-25,2022,9,Business Class,Solo Leisure,Singapore to Doha,Germany,8,positive,0.8,first rate,positive,5,54,5
651,2022-09-25,2022,9,Business Class,Solo Leisure,Singapore to Doha,Germany,8,positive,0.8,truly fantastic,positive,1,58,1
651,2022-09-25,2022,9,Business Class,Solo Leisure,Singapore to Doha,Germany,8,positive,0.8,friendly,positive,259,3,259
651,2022-09-25,2022,9,Business Class,Solo Leisure,Singapore to Doha,Germany,8,positive,0.8,effective,positive,2,57,2
652,2022-09-25,2022,9,Economy Class,Couple Leisure,Doha to Brussels,Belgium,2,negative,-0.8,staff,positive,16,43,16
654,2022-09-21,2022,9,Economy Class,Solo Leisure,Perth to London via Doha,Australia,8,mixed,-0.2,great,positive,197,5,197
654,2022-09-21,2022,9,Economy Class,Solo Leisure,Perth to London via Doha,Australia,8,mixed,-0.2,accommodating,positive,22,37,22
654,2022-09-21,2022,9,Economy Class,Solo Leisure,Perth to London via Doha,Australia,8,mixed,-0.2,excellent,positive,309,1,309
654,2022-09-21,2022,9,Economy Class,Solo Leisure,Perth to London via Doha,Australia,8,mixed,-0.2,comfortable,positive,304,2,304
657,2022-09-15,2022,9,Economy Class,Solo Leisure,Bangkok to Doha,Denmark,8,positive,0.7,smooth,positive,48,24,48
657,2022-09-15,2022,9,Economy Class,Solo Leisure,Bangkok to Doha,Denmark,8,positive,0.7,priority seat,positive,1,58,1
657,2022-09-15,2022,9,Economy Class,Solo Leisure,Bangkok to Doha,Denmark,8,positive,0.7,treated with respect,positive,1,58,1
657,2022-09-15,2022,9,Economy Class,Solo Leisure,Bangkok to Doha,Denmark,8,positive,0.7,good wines and food,positive,1,58,1
657,2022-09-15,2022,9,Economy Class,Solo Leisure,Bangkok to Doha,Denmark,8,positive,0.7,acceptable delay,positive,1,58,1
658,2022-09-11,2022,9,Business Class,Couple Leisure,Singapore to Kilimanjaro via Doha,Hong Kong,9,positive,0.85,good,positive,245,4,245
658,2022-09-11,2022,9,Business Class,Couple Leisure,Singapore to Kilimanjaro via Doha,Hong Kong,9,positive,0.85,prompt,positive,8,51,8
658,2022-09-11,2022,9,Business Class,Couple Leisure,Singapore to Kilimanjaro via Doha,Hong Kong,9,positive,0.85,attentive,positive,127,11,127
658,2022-09-11,2022,9,Business Class,Couple Leisure,Singapore to Kilimanjaro via Doha,Hong Kong,9,positive,0.85,consistent,positive,8,51,8
658,2022-09-11,2022,9,Business Class,Couple Leisure,Singapore to Kilimanjaro via Doha,Hong Kong,9,positive,0.85,generous,positive,8,51,8
658,2022-09-11,2022,9,Business Class,Couple Leisure,Singapore to Kilimanjaro via Doha,Hong Kong,9,positive,0.85,up-to-date,positive,1,58,1
659,2022-09-09,2022,9,Business Class,Business,Hyderabad to Atlanta via Doha,United States,10,positive,0.9,comfortable,positive,304,2,304
659,2022-09-09,2022,9,Business Class,Business,Hyderabad to Atlanta via Doha,United States,10,positive,0.9,courteous,positive,44,26,44
659,2022-09-09,2022,9,Business Class,Business,Hyderabad to Atlanta via Doha,United States,10,positive,0.9,caring,positive,29,31,29
659,2022-09-09,2022,9,Business Class,Business,Hyderabad to Atlanta via Doha,United States,10,positive,0.9,effort,positive,3,56,3
659,2022-09-09,2022,9,Business Class,Business,Hyderabad to Atlanta via Doha,United States,10,positive,0.9,high rating,positive,1,58,1
659,2022-09-09,2022,9,Business Class,Business,Hyderabad to Atlanta via Doha,United States,10,positive,0.9,smooth,positive,48,24,48
661,2022-09-07,2022,9,Economy Class,Couple Leisure,New York to Bucharest via Doha,Romania,10,positive,0.9,surprise,positive,2,57,2
661,2022-09-07,2022,9,Economy Class,Couple Leisure,New York to Bucharest via Doha,Romania,10,positive,0.9,happy birthday,positive,1,58,1
661,2022-09-07,2022,9,Economy Class,Couple Leisure,New York to Bucharest via Doha,Romania,10,positive,0.9,mini cake,positive,1,58,1
662,2022-09-07,2022,9,Economy Class,Solo Leisure,"Lagos, Nigeria to London Heathrow via Doha, Qatar",Nigeria,10,positive,0.9,enjoyable,positive,26,33,26
662,2022-09-07,2022,9,Economy Class,Solo Leisure,"Lagos, Nigeria to London Heathrow via Doha, Qatar",Nigeria,10,positive,0.9,excellent,positive,309,1,309
662,2022-09-07,2022,9,Economy Class,Solo Leisure,"Lagos, Nigeria to London Heathrow via Doha, Qatar",Nigeria,10,positive,0.9,attitude,positive,2,57,2
663,2022-09-05,2022,9,Economy Class,Solo Leisure,Maputo to Lahore via Doha,Pakistan,10,positive,0.85,pleasant,positive,96,13,96
663,2022-09-05,2022,9,Economy Class,Solo Leisure,Maputo to Lahore via Doha,Pakistan,10,positive,0.85,expectation,positive,1,58,1
664,2022-09-05,2022,9,Economy Class,Family Leisure,Tunis to Entebbe via Doha,Uganda,10,positive,0.85,welcomed,positive,6,53,6
664,2022-09-05,2022,9,Economy Class,Family Leisure,Tunis to Entebbe via Doha,Uganda,10,positive,0.85,helpful,positive,149,6,149
664,2022-09-05,2022,9,Economy Class,Family Leisure,Tunis to Entebbe via Doha,Uganda,10,positive,0.85,smile,positive,15,44,15
664,2022-09-05,2022,9,Economy Class,Family Leisure,Tunis to Entebbe via Doha,Uganda,10,positive,0.85,comfortable,positive,304,2,304
664,2022-09-05,2022,9,Economy Class,Family Leisure,Tunis to Entebbe via Doha,Uganda,10,positive,0.85,secure,positive,3,56,3
664,2022-09-05,2022,9,Economy Class,Family Leisure,Tunis to Entebbe via Doha,Uganda,10,positive,0.85,perfect,positive,41,27,41
665,2022-09-05,2022,9,Business Class,Business,Doha to New York,United States,10,positive,0.9,flying experience,positive,1,58,1
665,2022-09-05,2022,9,Business Class,Business,Doha to New York,United States,10,positive,0.9,excellent,positive,309,1,309
665,2022-09-05,2022,9,Business Class,Business,Doha to New York,United States,10,positive,0.9,professional,positive,132,8,132
665,2022-09-05,2022,9,Business Class,Business,Doha to New York,United States,10,positive,0.9,dedicated,positive,5,54,5
666,2022-09-04,2022,9,Economy Class,Family Leisure,Doha to Kuala Lumpur,Iraq,10,satisfied,0.8,thank,positive,4,55,4
666,2022-09-04,2022,9,Economy Class,Family Leisure,Doha to Kuala Lumpur,Iraq,10,satisfied,0.8,care,positive,8,51,8
667,2022-09-01,2022,9,Economy Class,Solo Leisure,Vienna to Jakarta via Doha,Australia,8,positive,0.7,good,positive,245,4,245
667,2022-09-01,2022,9,Economy Class,Solo Leisure,Vienna to Jakarta via Doha,Australia,8,positive,0.7,comfortable,positive,304,2,304
667,2022-09-01,2022,9,Economy Class,Solo Leisure,Vienna to Jakarta via Doha,Australia,8,positive,0.7,impressed,positive,63,18,63
667,2022-09-01,2022,9,Economy Class,Solo Leisure,Vienna to Jakarta via Doha,Australia,8,positive,0.7,selection,positive,5,54,5
668,2022-08-31,2022,8,Business Class,Couple Leisure,Doha to London Heathrow,Qatar,7,mixed,0.2,comfortable,positive,304,2,304
668,2022-08-31,2022,8,Business Class,Couple Leisure,Doha to London Heathrow,Qatar,7,mixed,0.2,good,positive,245,4,245
668,2022-08-31,2022,8,Business Class,Couple Leisure,Doha to London Heathrow,Qatar,7,mixed,0.2,acceptable,positive,6,53,6
670,2022-08-30,2022,8,Business Class,Business,Islamabad to Manchester via Doha,United Kingdom,10,positive,0.95,amaze,positive,1,58,1
670,2022-08-30,2022,8,Business Class,Business,Islamabad to Manchester via Doha,United Kingdom,10,positive,0.95,quality service,positive,2,57,2
670,2022-08-30,2022,8,Business Class,Business,Islamabad to Manchester via Doha,United Kingdom,10,positive,0.95,excellent manners,positive,1,58,1
670,2022-08-30,2022,8,Business Class,Business,Islamabad to Manchester via Doha,United Kingdom,10,positive,0.95,clean and comfortable,positive,1,58,1
670,2022-08-30,2022,8,Business Class,Business,Islamabad to Manchester via Doha,United Kingdom,10,positive,0.95,demonstrates customers aren't just a number,positive,1,58,1
670,2022-08-30,2022,8,Business Class,Business,Islamabad to Manchester via Doha,United Kingdom,10,positive,0.95,well done,positive,8,51,8
671,2022-08-30,2022,8,Business Class,Business,Milan to Doha,Spain,10,positive,0.9,excellent,positive,309,1,309
671,2022-08-30,2022,8,Business Class,Business,Milan to Doha,Spain,10,positive,0.9,well mannered,positive,2,57,2
671,2022-08-30,2022,8,Business Class,Business,Milan to Doha,Spain,10,positive,0.9,friendly,positive,259,3,259
671,2022-08-30,2022,8,Business Class,Business,Milan to Doha,Spain,10,positive,0.9,first airline option,positive,1,58,1
672,2022-08-30,2022,8,Economy Class,Family Leisure,Nairobi to San Diego via Doha,United States,7,mixed,-0.3,helpful,positive,149,6,149
672,2022-08-30,2022,8,Economy Class,Family Leisure,Nairobi to San Diego via Doha,United States,7,mixed,-0.3,grateful,positive,13,46,13
673,2022-08-28,2022,8,Business Class,Solo Leisure,Doha to Singapore,Germany,8,positive,0.8,good,positive,245,4,245
673,2022-08-28,2022,8,Business Class,Solo Leisure,Doha to Singapore,Germany,8,positive,0.8,first rate,positive,5,54,5
673,2022-08-28,2022,8,Business Class,Solo Leisure,Doha to Singapore,Germany,8,positive,0.8,comfortable,positive,304,2,304
673,2022-08-28,2022,8,Business Class,Solo Leisure,Doha to Singapore,Germany,8,positive,0.8,satisfied,positive,18,41,18
674,2022-08-27,2022,8,Business Class,Solo Leisure,Madrid to Hong Kong via Doha,Hong Kong,8,positive,0.8,fabulous,positive,20,39,20
674,2022-08-27,2022,8,Business Class,Solo Leisure,Madrid to Hong Kong via Doha,Hong Kong,8,positive,0.8,thoughtful,positive,3,56,3
674,2022-08-27,2022,8,Business Class,Solo Leisure,Madrid to Hong Kong via Doha,Hong Kong,8,positive,0.8,lovely,positive,21,38,21
674,2022-08-27,2022,8,Business Class,Solo Leisure,Madrid to Hong Kong via Doha,Hong Kong,8,positive,0.8,impressed,positive,63,18,63
674,2022-08-27,2022,8,Business Class,Solo Leisure,Madrid to Hong Kong via Doha,Hong Kong,8,positive,0.8,extremely,positive,3,56,3
675,2022-08-27,2022,8,Economy Class,Couple Leisure,Philadelphia to Nagpur via Doha,United States,9,positive,0.7,modern,positive,11,48,11
675,2022-08-27,2022,8,Economy Class,Couple Leisure,Philadelphia to Nagpur via Doha,United States,9,positive,0.7,clean,positive,78,15,78
675,2022-08-27,2022,8,Economy Class,Couple Leisure,Philadelphia to Nagpur via Doha,United States,9,positive,0.7,professional,positive,132,8,132
675,2022-08-27,2022,8,Economy Class,Couple Leisure,Philadelphia to Nagpur via Doha,United States,9,positive,0.7,reasonable,positive,3,56,3
675,2022-08-27,2022,8,Economy Class,Couple Leisure,Philadelphia to Nagpur via Doha,United States,9,positive,0.7,tasty,positive,46,25,46
675,2022-08-27,2022,8,Economy Class,Couple Leisure,Philadelphia to Nagpur via Doha,United States,9,positive,0.7,good,positive,245,4,245
676,2022-08-26,2022,8,Economy Class,Solo Leisure,Singapore to Athens via Doha,Greece,5,neutral,0.0,agreed,positive,1,58,1
676,2022-08-26,2022,8,Economy Class,Solo Leisure,Singapore to Athens via Doha,Greece,5,neutral,0.0,saved,positive,2,57,2
677,2022-08-24,2022,8,Economy Class,Family Leisure,Cairo to Dallas via Doha,Canada,10,positive,0.9,amazing,positive,137,7,137
677,2022-08-24,2022,8,Economy Class,Family Leisure,Cairo to Dallas via Doha,Canada,10,positive,0.9,delicious,positive,61,20,61
677,2022-08-24,2022,8,Economy Class,Family Leisure,Cairo to Dallas via Doha,Canada,10,positive,0.9,kind,positive,31,30,31
677,2022-08-24,2022,8,Economy Class,Family Leisure,Cairo to Dallas via Doha,Canada,10,positive,0.9,comfortable,positive,304,2,304
677,2022-08-24,2022,8,Economy Class,Family Leisure,Cairo to Dallas via Doha,Canada,10,positive,0.9,multiple times,positive,1,58,1
677,2022-08-24,2022,8,Economy Class,Family Leisure,Cairo to Dallas via Doha,Canada,10,positive,0.9,amenity kit,positive,1,58,1
681,2022-08-18,2022,8,Economy Class,Family Leisure,Entebbe to Madrid via Doha,Spain,6,mixed,-0.3,best,positive,119,12,119
681,2022-08-18,2022,8,Economy Class,Family Leisure,Entebbe to Madrid via Doha,Spain,6,mixed,-0.3,apologetic,positive,6,53,6
682,2022-08-15,2022,8,Economy Class,Family Leisure,Mumbai to Los Angeles via Doha,India,9,positive,0.9,pleasant,positive,96,13,96
