review_id,review_date,year,month,seat_type,type_of_traveller,route,reviewer_country,overall_rating_10,sentiment_overall,sentiment_score,keyword,sentiment_type,frequency,rank_global
115,2025-04-11,2025,4,Business Class,Solo Leisure,Colombo to Toronto via Doha,Canada,10,positive,0.95,enjoy,positive,5,54
115,2025-04-11,2025,4,Business Class,Solo Leisure,Colombo to Toronto via Doha,Canada,10,positive,0.95,outstanding,positive,87,14
115,2025-04-11,2025,4,Business Class,Solo Leisure,Colombo to Toronto via Doha,Canada,10,positive,0.95,appreciate,positive,11,48
116,2025-04-08,2025,4,Business Class,Family Leisure,Doha to Male,Qatar,9,positive,0.8,excellent,positive,309,1
116,2025-04-08,2025,4,Business Class,Family Leisure,Doha to Male,Qatar,9,positive,0.8,fantastic,positive,74,16
117,2025-04-06,2025,4,Economy Class,Solo Leisure,Tokyo to Sofia via Doha,Japan,3,negative,-0.8,on time,positive,53,23
118,2025-03-30,2025,3,Business Class,Business,Johannesburg to Amman via Doha,South Africa,9,positive,0.9,confident,positive,3,56
118,2025-03-30,2025,3,Business Class,Business,Johannesburg to Amman via Doha,South Africa,9,positive,0.9,knowledgeable,positive,2,57
118,2025-03-30,2025,3,Business Class,Business,Johannesburg to Amman via Doha,South Africa,9,positive,0.9,friendly,positive,259,3
118,2025-03-30,2025,3,Business Class,Business,Johannesburg to Amman via Doha,South Africa,9,positive,0.9,helpful,positive,149,6
118,2025-03-30,2025,3,Business Class,Business,Johannesburg to Amman via Doha,South Africa,9,positive,0.9,excellent,positive,309,1
118,2025-03-30,2025,3,Business Class,Business,Johannesburg to Amman via Doha,South Africa,9,positive,0.9,pleasure,positive,20,39
119,2025-03-27,2025,3,Economy Class,Solo Leisure,Perth to London Heathrow via Doha,United Kingdom,2,negative,-0.8,arrived,positive,3,56
119,2025-03-27,2025,3,Economy Class,Solo Leisure,Perth to London Heathrow via Doha,United Kingdom,2,negative,-0.8,eventually,positive,1,58
121,2025-03-18,2025,3,Economy Class,Solo Leisure,Mumbai to Maputo via Doha,India,2,negative,-0.8,good taste,positive,1,58
122,2025-03-18,2025,3,Economy Class,Solo Leisure,Maputo to Mumbai via Doha,India,6,mixed,-0.3,good,positive,245,4
122,2025-03-18,2025,3,Economy Class,Solo Leisure,Maputo to Mumbai via Doha,India,6,mixed,-0.3,comfortable,positive,304,2
122,2025-03-18,2025,3,Economy Class,Solo Leisure,Maputo to Mumbai via Doha,India,6,mixed,-0.3,helpful,positive,149,6
123,2025-03-16,2025,3,Business Class,Business,Bangkok to Doha,United States,10,positive,0.9,great,positive,197,5
123,2025-03-16,2025,3,Business Class,Business,Bangkok to Doha,United States,10,positive,0.9,consistent,positive,8,51
123,2025-03-16,2025,3,Business Class,Business,Bangkok to Doha,United States,10,positive,0.9,spot on,positive,2,57
123,2025-03-16,2025,3,Business Class,Business,Bangkok to Doha,United States,10,positive,0.9,recommend,positive,37,28
124,2025-03-16,2025,3,Business Class,Business,Doha to Phuket,United Kingdom,10,positive,0.9,amazing,positive,137,7
124,2025-03-16,2025,3,Business Class,Business,Doha to Phuket,United Kingdom,10,positive,0.9,mind blowing,positive,1,58
124,2025-03-16,2025,3,Business Class,Business,Doha to Phuket,United Kingdom,10,positive,0.9,attentive,positive,127,11
124,2025-03-16,2025,3,Business Class,Business,Doha to Phuket,United Kingdom,10,positive,0.9,comfortable,positive,304,2
125,2025-03-16,2025,3,Business Class,Business,Doha to New York,United States,10,positive,0.95,dream,positive,1,58
125,2025-03-16,2025,3,Business Class,Business,Doha to New York,United States,10,positive,0.95,quality crew,positive,1,58
125,2025-03-16,2025,3,Business Class,Business,Doha to New York,United States,10,positive,0.95,amazing food,positive,1,58
125,2025-03-16,2025,3,Business Class,Business,Doha to New York,United States,10,positive,0.95,great q suite,positive,1,58
127,2025-03-12,2025,3,Economy Class,Solo Leisure,Dubai to Doha,Thailand,4,negative,-0.6,friendly,positive,259,3
127,2025-03-12,2025,3,Economy Class,Solo Leisure,Dubai to Doha,Thailand,4,negative,-0.6,great,positive,197,5
128,2025-03-08,2025,3,Economy Class,Solo Leisure,Bangkok to Doha,Thailand,6,positive,0.6,friendly,positive,259,3
128,2025-03-08,2025,3,Economy Class,Solo Leisure,Bangkok to Doha,Thailand,6,positive,0.6,good,positive,245,4
128,2025-03-08,2025,3,Economy Class,Solo Leisure,Bangkok to Doha,Thailand,6,positive,0.6,lucky,positive,4,55
128,2025-03-08,2025,3,Economy Class,Solo Leisure,Bangkok to Doha,Thailand,6,positive,0.6,well,positive,8,51
130,2025-02-24,2025,2,Economy Class,Solo Leisure,Gatwick to Colombo via Doha,United Kingdom,3,mixed,-0.3,helpful,positive,149,6
130,2025-02-24,2025,2,Economy Class,Solo Leisure,Gatwick to Colombo via Doha,United Kingdom,3,mixed,-0.3,attentive,positive,127,11
131,2025-02-18,2025,2,Business Class,Solo Leisure,Zurich to Bangkok via Doha,Thailand,10,positive,0.9,excellent,positive,309,1
131,2025-02-18,2025,2,Business Class,Solo Leisure,Zurich to Bangkok via Doha,Thailand,10,positive,0.9,kind,positive,31,30
131,2025-02-18,2025,2,Business Class,Solo Leisure,Zurich to Bangkok via Doha,Thailand,10,positive,0.9,professional,positive,132,8
131,2025-02-18,2025,2,Business Class,Solo Leisure,Zurich to Bangkok via Doha,Thailand,10,positive,0.9,good,positive,245,4
131,2025-02-18,2025,2,Business Class,Solo Leisure,Zurich to Bangkok via Doha,Thailand,10,positive,0.9,comfortable,positive,304,2
132,2025-02-18,2025,2,Business Class,Couple Leisure,Melbourne to Gatwick via Doha,United Kingdom,1,negative,-0.8,helpful,positive,149,6
132,2025-02-18,2025,2,Business Class,Couple Leisure,Melbourne to Gatwick via Doha,United Kingdom,1,negative,-0.8,professional,positive,132,8
133,2025-02-13,2025,2,Economy Class,Family Leisure,Miami to Doha,United States,6,mixed,-0.2,good,positive,245,4
133,2025-02-13,2025,2,Economy Class,Family Leisure,Miami to Doha,United States,6,mixed,-0.2,excellent,positive,309,1
133,2025-02-13,2025,2,Economy Class,Family Leisure,Miami to Doha,United States,6,mixed,-0.2,amazing,positive,137,7
134,2025-02-13,2025,2,Economy Class,Family Leisure,Doha to Ahmedabad,United Kingdom,7,positive,0.6,amazing,positive,137,7
134,2025-02-13,2025,2,Economy Class,Family Leisure,Doha to Ahmedabad,United Kingdom,7,positive,0.6,great,positive,197,5
134,2025-02-13,2025,2,Economy Class,Family Leisure,Doha to Ahmedabad,United Kingdom,7,positive,0.6,good,positive,245,4
135,2025-02-10,2025,2,Business Class,Solo Leisure,Doha to Copenhagen,Iceland,10,positive,0.95,comfort,positive,18,41
135,2025-02-10,2025,2,Business Class,Solo Leisure,Doha to Copenhagen,Iceland,10,positive,0.95,privacy,positive,14,45
135,2025-02-10,2025,2,Business Class,Solo Leisure,Doha to Copenhagen,Iceland,10,positive,0.95,excellence,positive,1,58
135,2025-02-10,2025,2,Business Class,Solo Leisure,Doha to Copenhagen,Iceland,10,positive,0.95,perfection,positive,2,57
135,2025-02-10,2025,2,Business Class,Solo Leisure,Doha to Copenhagen,Iceland,10,positive,0.95,world-class,positive,3,56
136,2025-02-10,2025,2,Business Class,Solo Leisure,Goa to Doha,Iceland,10,positive,0.9,comfortable,positive,304,2
136,2025-02-10,2025,2,Business Class,Solo Leisure,Goa to Doha,Iceland,10,positive,0.9,impeccable,positive,32,29
136,2025-02-10,2025,2,Business Class,Solo Leisure,Goa to Doha,Iceland,10,positive,0.9,flawless,positive,16,43
136,2025-02-10,2025,2,Business Class,Solo Leisure,Goa to Doha,Iceland,10,positive,0.9,high standards,positive,4,55
136,2025-02-10,2025,2,Business Class,Solo Leisure,Goa to Doha,Iceland,10,positive,0.9,true premium service,positive,1,58
137,2025-02-08,2025,2,Business Class,Solo Leisure,Bangkok to Doha,Thailand,7,mixed,0.3,excited,positive,3,56
137,2025-02-08,2025,2,Business Class,Solo Leisure,Bangkok to Doha,Thailand,7,mixed,0.3,nice,positive,130,9
137,2025-02-08,2025,2,Business Class,Solo Leisure,Bangkok to Doha,Thailand,7,mixed,0.3,friendly,positive,259,3
137,2025-02-08,2025,2,Business Class,Solo Leisure,Bangkok to Doha,Thailand,7,mixed,0.3,lounges,positive,2,57
137,2025-02-08,2025,2,Business Class,Solo Leisure,Bangkok to Doha,Thailand,7,mixed,0.3,staff,positive,16,43
137,2025-02-08,2025,2,Business Class,Solo Leisure,Bangkok to Doha,Thailand,7,mixed,0.3,excellent,positive,309,1
139,2025-02-07,2025,2,First Class,Solo Leisure,Perth to Prague,Australia,10,positive,0.9,service,positive,129,10
139,2025-02-07,2025,2,First Class,Solo Leisure,Perth to Prague,Australia,10,positive,0.9,attention,positive,11,48
139,2025-02-07,2025,2,First Class,Solo Leisure,Perth to Prague,Australia,10,positive,0.9,grateful,positive,13,46
139,2025-02-07,2025,2,First Class,Solo Leisure,Perth to Prague,Australia,10,positive,0.9,extra mile,positive,3,56
140,2025-02-04,2025,2,Business Class,Business,Kuala Lumpur to Houston via Doha,Malaysia,9,positive,0.8,pleasant,positive,96,13
140,2025-02-04,2025,2,Business Class,Business,Kuala Lumpur to Houston via Doha,Malaysia,9,positive,0.8,perfect,positive,41,27
140,2025-02-04,2025,2,Business Class,Business,Kuala Lumpur to Houston via Doha,Malaysia,9,positive,0.8,tirelessly,positive,1,58
140,2025-02-04,2025,2,Business Class,Business,Kuala Lumpur to Houston via Doha,Malaysia,9,positive,0.8,wonderful,positive,70,17
140,2025-02-04,2025,2,Business Class,Business,Kuala Lumpur to Houston via Doha,Malaysia,9,positive,0.8,amazing,positive,137,7
140,2025-02-04,2025,2,Business Class,Business,Kuala Lumpur to Houston via Doha,Malaysia,9,positive,0.8,top-notched,positive,1,58
141,2025-02-03,2025,2,Economy Class,Solo Leisure,Doha to Istanbul,Malaysia,8,positive,0.8,attentive,positive,127,11
141,2025-02-03,2025,2,Economy Class,Solo Leisure,Doha to Istanbul,Malaysia,8,positive,0.8,approachable,positive,1,58
141,2025-02-03,2025,2,Economy Class,Solo Leisure,Doha to Istanbul,Malaysia,8,positive,0.8,clean,positive,78,15
141,2025-02-03,2025,2,Economy Class,Solo Leisure,Doha to Istanbul,Malaysia,8,positive,0.8,impressed,positive,63,18
141,2025-02-03,2025,2,Economy Class,Solo Leisure,Doha to Istanbul,Malaysia,8,positive,0.8,modern,positive,11,48
141,2025-02-03,2025,2,Economy Class,Solo Leisure,Doha to Istanbul,Malaysia,8,positive,0.8,quick response,positive,1,58
142,2025-01-28,2025,1,Economy Class,Family Leisure,Doha to Amman,Canada,10,positive,0.95,outstanding experience,positive,1,58
142,2025-01-28,2025,1,Economy Class,Family Leisure,Doha to Amman,Canada,10,positive,0.95,friendly and efficient,positive,1,58
142,2025-01-28,2025,1,Economy Class,Family Leisure,Doha to Amman,Canada,10,positive,0.95,comfortable seating,positive,2,57
142,2025-01-28,2025,1,Economy Class,Family Leisure,Doha to Amman,Canada,10,positive,0.95,impressive,positive,25,34
142,2025-01-28,2025,1,Economy Class,Family Leisure,Doha to Amman,Canada,10,positive,0.95,delicious,positive,61,20
142,2025-01-28,2025,1,Economy Class,Family Leisure,Doha to Amman,Canada,10,positive,0.95,enjoyable flight,positive,1,58
143,2025-01-27,2025,1,Business Class,Business,Copenhagen to Beijing via Doha,Denmark,10,positive,0.9,good,positive,245,4
143,2025-01-27,2025,1,Business Class,Business,Copenhagen to Beijing via Doha,Denmark,10,positive,0.9,nice,positive,130,9
143,2025-01-27,2025,1,Business Class,Business,Copenhagen to Beijing via Doha,Denmark,10,positive,0.9,great,positive,197,5
144,2025-01-27,2025,1,Economy Class,Solo Leisure,Calicut to Dammam via Doha,Saudi Arabia,4,neutral,0.2,tasty,positive,46,25
145,2025-01-14,2025,1,Business Class,Solo Leisure,Doha to Goa,Iceland,10,positive,0.9,comfortable,positive,304,2
145,2025-01-14,2025,1,Business Class,Solo Leisure,Doha to Goa,Iceland,10,positive,0.9,attentive,positive,127,11
145,2025-01-14,2025,1,Business Class,Solo Leisure,Doha to Goa,Iceland,10,positive,0.9,signature,positive,1,58
145,2025-01-14,2025,1,Business Class,Solo Leisure,Doha to Goa,Iceland,10,positive,0.9,on-demand,positive,1,58
145,2025-01-14,2025,1,Business Class,Solo Leisure,Doha to Goa,Iceland,10,positive,0.9,ranked,positive,1,58
145,2025-01-14,2025,1,Business Class,Solo Leisure,Doha to Goa,Iceland,10,positive,0.9,top,positive,6,53
146,2025-01-14,2025,1,Business Class,Solo Leisure,Copenhagen to Doha,Iceland,10,positive,0.9,comfortable,positive,304,2
146,2025-01-14,2025,1,Business Class,Solo Leisure,Copenhagen to Doha,Iceland,10,positive,0.9,luxurious,positive,13,46
146,2025-01-14,2025,1,Business Class,Solo Leisure,Copenhagen to Doha,Iceland,10,positive,0.9,flawless,positive,16,43
146,2025-01-14,2025,1,Business Class,Solo Leisure,Copenhagen to Doha,Iceland,10,positive,0.9,impressed,positive,63,18
146,2025-01-14,2025,1,Business Class,Solo Leisure,Copenhagen to Doha,Iceland,10,positive,0.9,outstandingly,positive,1,58
146,2025-01-14,2025,1,Business Class,Solo Leisure,Copenhagen to Doha,Iceland,10,positive,0.9,finest,positive,4,55
147,2025-01-09,2025,1,Economy Class,Solo Leisure,Doha to Paris CDG,France,10,positive,0.8,welcoming,positive,21,38
147,2025-01-09,2025,1,Economy Class,Solo Leisure,Doha to Paris CDG,France,10,positive,0.8,helpful,positive,149,6
147,2025-01-09,2025,1,Economy Class,Solo Leisure,Doha to Paris CDG,France,10,positive,0.8,quality,positive,41,27
147,2025-01-09,2025,1,Economy Class,Solo Leisure,Doha to Paris CDG,France,10,positive,0.8,swift,positive,7,52
148,2025-01-05,2025,1,Economy Class,Couple Leisure,Barcelona to Doha,Australia,2,negative,-0.8,comfortable,positive,304,2
148,2025-01-05,2025,1,Economy Class,Couple Leisure,Barcelona to Doha,Australia,2,negative,-0.8,good,positive,245,4
149,2025-01-05,2025,1,Business Class,Family Leisure,Munich to Doha,Germany,6,positive,0.7,great,positive,197,5
149,2025-01-05,2025,1,Business Class,Family Leisure,Munich to Doha,Germany,6,positive,0.7,staff was great,positive,1,58
149,2025-01-05,2025,1,Business Class,Family Leisure,Munich to Doha,Germany,6,positive,0.7,food was great,positive,1,58
150,2025-01-02,2025,1,Economy Class,Couple Leisure,Barcelona to Doha,Germany,5,negative,-0.8,none,positive,16,43
151,2025-01-01,2025,1,Economy Class,Couple Leisure,Paris CDG to Manila via Doha,France,10,positive,0.95,outstanding,positive,87,14
151,2025-01-01,2025,1,Economy Class,Couple Leisure,Paris CDG to Manila via Doha,France,10,positive,0.95,attentive,positive,127,11
151,2025-01-01,2025,1,Economy Class,Couple Leisure,Paris CDG to Manila via Doha,France,10,positive,0.95,professional,positive,132,8
151,2025-01-01,2025,1,Economy Class,Couple Leisure,Paris CDG to Manila via Doha,France,10,positive,0.95,high quality,positive,5,54
151,2025-01-01,2025,1,Economy Class,Couple Leisure,Paris CDG to Manila via Doha,France,10,positive,0.95,exceptionally comfortable,positive,2,57
152,2024-12-28,2024,12,Business Class,Solo Leisure,Doha to Hanoi,Kuwait,10,positive,0.9,best,positive,119,12
152,2024-12-28,2024,12,Business Class,Solo Leisure,Doha to Hanoi,Kuwait,10,positive,0.9,thorough,positive,1,58
152,2024-12-28,2024,12,Business Class,Solo Leisure,Doha to Hanoi,Kuwait,10,positive,0.9,professional,positive,132,8
152,2024-12-28,2024,12,Business Class,Solo Leisure,Doha to Hanoi,Kuwait,10,positive,0.9,warm,positive,25,34
152,2024-12-28,2024,12,Business Class,Solo Leisure,Doha to Hanoi,Kuwait,10,positive,0.9,friendly,positive,259,3
152,2024-12-28,2024,12,Business Class,Solo Leisure,Doha to Hanoi,Kuwait,10,positive,0.9,satisfied,positive,18,41
155,2024-12-21,2024,12,Economy Class,Couple Leisure,Hanoi to Athens via Doha,Greece,10,positive,0.95,best,positive,119,12
155,2024-12-21,2024,12,Economy Class,Couple Leisure,Hanoi to Athens via Doha,Greece,10,positive,0.95,contacted,positive,1,58
155,2024-12-21,2024,12,Economy Class,Couple Leisure,Hanoi to Athens via Doha,Greece,10,positive,0.95,inform,positive,3,56
155,2024-12-21,2024,12,Economy Class,Couple Leisure,Hanoi to Athens via Doha,Greece,10,positive,0.95,itinerary,positive,1,58
155,2024-12-21,2024,12,Economy Class,Couple Leisure,Hanoi to Athens via Doha,Greece,10,positive,0.95,food,positive,28,32
155,2024-12-21,2024,12,Economy Class,Couple Leisure,Hanoi to Athens via Doha,Greece,10,positive,0.95,good,positive,245,4
155,2024-12-21,2024,12,Economy Class,Couple Leisure,Hanoi to Athens via Doha,Greece,10,positive,0.95,delicious,positive,61,20
155,2024-12-21,2024,12,Economy Class,Couple Leisure,Hanoi to Athens via Doha,Greece,10,positive,0.95,perfect,positive,41,27
155,2024-12-21,2024,12,Economy Class,Couple Leisure,Hanoi to Athens via Doha,Greece,10,positive,0.95,friendly,positive,259,3
155,2024-12-21,2024,12,Economy Class,Couple Leisure,Hanoi to Athens via Doha,Greece,10,positive,0.95,professional,positive,132,8
155,2024-12-21,2024,12,Economy Class,Couple Leisure,Hanoi to Athens via Doha,Greece,10,positive,0.95,competitive,positive,2,57
156,2024-12-21,2024,12,Economy Class,Solo Leisure,Athens to Tokyo via Doha,United Kingdom,4,mixed,-0.2,good,positive,245,4
156,2024-12-21,2024,12,Economy Class,Solo Leisure,Athens to Tokyo via Doha,United Kingdom,4,mixed,-0.2,quality,positive,41,27
156,2024-12-21,2024,12,Economy Class,Solo Leisure,Athens to Tokyo via Doha,United Kingdom,4,mixed,-0.2,space,positive,3,56
157,2024-12-15,2024,12,Business Class,Solo Leisure,Doha to Cape Town,Sweden,9,positive,0.85,exceptional,positive,57,22
157,2024-12-15,2024,12,Business Class,Solo Leisure,Doha to Cape Town,Sweden,9,positive,0.85,kind,positive,31,30
157,2024-12-15,2024,12,Business Class,Solo Leisure,Doha to Cape Town,Sweden,9,positive,0.85,comfortable,positive,304,2
157,2024-12-15,2024,12,Business Class,Solo Leisure,Doha to Cape Town,Sweden,9,positive,0.85,nice,positive,130,9
157,2024-12-15,2024,12,Business Class,Solo Leisure,Doha to Cape Town,Sweden,9,positive,0.85,good,positive,245,4
157,2024-12-15,2024,12,Business Class,Solo Leisure,Doha to Cape Town,Sweden,9,positive,0.85,thanks,positive,2,57
158,2024-12-14,2024,12,Business Class,Solo Leisure,Doha to Stockholm,Sweden,10,positive,0.9,superb,positive,57,22
158,2024-12-14,2024,12,Business Class,Solo Leisure,Doha to Stockholm,Sweden,10,positive,0.9,perfect,positive,41,27
158,2024-12-14,2024,12,Business Class,Solo Leisure,Doha to Stockholm,Sweden,10,positive,0.9,friendly,positive,259,3
158,2024-12-14,2024,12,Business Class,Solo Leisure,Doha to Stockholm,Sweden,10,positive,0.9,attentive,positive,127,11
158,2024-12-14,2024,12,Business Class,Solo Leisure,Doha to Stockholm,Sweden,10,positive,0.9,clean,positive,78,15
158,2024-12-14,2024,12,Business Class,Solo Leisure,Doha to Stockholm,Sweden,10,positive,0.9,fresh,positive,4,55
158,2024-12-14,2024,12,Business Class,Solo Leisure,Doha to Stockholm,Sweden,10,positive,0.9,excellent,positive,309,1
159,2024-12-14,2024,12,Business Class,Solo Leisure,Denpasar to Doha,Sweden,10,positive,0.9,superb,positive,57,22
159,2024-12-14,2024,12,Business Class,Solo Leisure,Denpasar to Doha,Sweden,10,positive,0.9,perfect,positive,41,27
159,2024-12-14,2024,12,Business Class,Solo Leisure,Denpasar to Doha,Sweden,10,positive,0.9,friendly,positive,259,3
159,2024-12-14,2024,12,Business Class,Solo Leisure,Denpasar to Doha,Sweden,10,positive,0.9,attentive,positive,127,11
159,2024-12-14,2024,12,Business Class,Solo Leisure,Denpasar to Doha,Sweden,10,positive,0.9,clean,positive,78,15
159,2024-12-14,2024,12,Business Class,Solo Leisure,Denpasar to Doha,Sweden,10,positive,0.9,fresh,positive,4,55
159,2024-12-14,2024,12,Business Class,Solo Leisure,Denpasar to Doha,Sweden,10,positive,0.9,excellent,positive,309,1
162,2024-12-07,2024,12,Economy Class,Family Leisure,Boston to Chennai via Doha,United States,5,mixed,-0.3,smooth,positive,48,24
162,2024-12-07,2024,12,Economy Class,Family Leisure,Boston to Chennai via Doha,United States,5,mixed,-0.3,explain,positive,1,58
163,2024-12-02,2024,12,Economy Class,Couple Leisure,Maldives to Copenhagen,Sweden,5,negative,-0.8,appreciate,positive,11,48
164,2024-11-30,2024,11,Business Class,Solo Leisure,Dar es Salaam to Doha,Australia,6,positive,0.6,comfortable,positive,304,2
164,2024-11-30,2024,11,Business Class,Solo Leisure,Dar es Salaam to Doha,Australia,6,positive,0.6,pleasant,positive,96,13
164,2024-11-30,2024,11,Business Class,Solo Leisure,Dar es Salaam to Doha,Australia,6,positive,0.6,good,positive,245,4
165,2024-11-30,2024,11,Business Class,Solo Leisure,Doha to Sydney,Australia,9,positive,0.9,outstanding,positive,87,14
165,2024-11-30,2024,11,Business Class,Solo Leisure,Doha to Sydney,Australia,9,positive,0.9,superb,positive,57,22
165,2024-11-30,2024,11,Business Class,Solo Leisure,Doha to Sydney,Australia,9,positive,0.9,attentive,positive,127,11
165,2024-11-30,2024,11,Business Class,Solo Leisure,Doha to Sydney,Australia,9,positive,0.9,comfortable,positive,304,2
165,2024-11-30,2024,11,Business Class,Solo Leisure,Doha to Sydney,Australia,9,positive,0.9,sleep,positive,5,54
166,2024-11-27,2024,11,Business Class,Solo Leisure,Osaka to Doha,Russian Federation,5,negative,-0.8,none,positive,16,43
167,2024-11-26,2024,11,Economy Class,Business,London to Singapore via Doha,United Kingdom,10,positive,0.9,delighted,positive,7,52
167,2024-11-26,2024,11,Economy Class,Business,London to Singapore via Doha,United Kingdom,10,positive,0.9,full marks,positive,1,58
167,2024-11-26,2024,11,Economy Class,Business,London to Singapore via Doha,United Kingdom,10,positive,0.9,no. 1 choice,positive,1,58
168,2024-11-26,2024,11,Economy Class,Solo Leisure,Doha to London Heathrow,United Kingdom,9,positive,0.7,lived up to expectations,positive,1,58
168,2024-11-26,2024,11,Economy Class,Solo Leisure,Doha to London Heathrow,United Kingdom,9,positive,0.7,courteous,positive,44,26
168,2024-11-26,2024,11,Economy Class,Solo Leisure,Doha to London Heathrow,United Kingdom,9,positive,0.7,efficient,positive,62,19
168,2024-11-26,2024,11,Economy Class,Solo Leisure,Doha to London Heathrow,United Kingdom,9,positive,0.7,operated on time,positive,1,58
169,2024-11-25,2024,11,Economy Class,Solo Leisure,Kathmandu to Doha,United Kingdom,9,mixed,-0.3,polite,positive,60,21
169,2024-11-25,2024,11,Economy Class,Solo Leisure,Kathmandu to Doha,United Kingdom,9,mixed,-0.3,attentive,positive,127,11
169,2024-11-25,2024,11,Economy Class,Solo Leisure,Kathmandu to Doha,United Kingdom,9,mixed,-0.3,good,positive,245,4
170,2024-11-24,2024,11,Economy Class,Solo Leisure,London to Doha,United Kingdom,9,positive,0.7,excellent,positive,309,1
170,2024-11-24,2024,11,Economy Class,Solo Leisure,London to Doha,United Kingdom,9,positive,0.7,polite,positive,60,21
170,2024-11-24,2024,11,Economy Class,Solo Leisure,London to Doha,United Kingdom,9,positive,0.7,impressive,positive,25,34
170,2024-11-24,2024,11,Economy Class,Solo Leisure,London to Doha,United Kingdom,9,positive,0.7,plenty,positive,8,51
171,2024-11-23,2024,11,Economy Class,Solo Leisure,Doha to Kathmandu,United Kingdom,9,positive,0.7,hardworking,positive,3,56
171,2024-11-23,2024,11,Economy Class,Solo Leisure,Doha to Kathmandu,United Kingdom,9,positive,0.7,attentive,positive,127,11
171,2024-11-23,2024,11,Economy Class,Solo Leisure,Doha to Kathmandu,United Kingdom,9,positive,0.7,good,positive,245,4
171,2024-11-23,2024,11,Economy Class,Solo Leisure,Doha to Kathmandu,United Kingdom,9,positive,0.7,excellent,positive,309,1
171,2024-11-23,2024,11,Economy Class,Solo Leisure,Doha to Kathmandu,United Kingdom,9,positive,0.7,on time,positive,53,23
172,2024-11-21,2024,11,Economy Class,Family Leisure,Delhi to Duesseldorf via Doha,Netherlands,2,negative,-0.8,beautiful,positive,14,45
174,2024-11-17,2024,11,Economy Class,Family Leisure,Nairobi to Doha,Qatar,10,positive,0.9,kind,positive,31,30
174,2024-11-17,2024,11,Economy Class,Family Leisure,Nairobi to Doha,Qatar,10,positive,0.9,helpful,positive,149,6
174,2024-11-17,2024,11,Economy Class,Family Leisure,Nairobi to Doha,Qatar,10,positive,0.9,moved,positive,1,58
175,2024-11-16,2024,11,Economy Class,Couple Leisure,Ho Chi Minh City to Barcelona via Doha,Spain,2,negative,-0.8,fine,positive,14,45
177,2024-11-15,2024,11,Economy Class,Solo Leisure,New York to Mumbai via Doha,United States,4,negative,-0.8,moderately comfortable seats,positive,1,58
179,2024-11-14,2024,11,Economy Class,Solo Leisure,Bengaluru to London Heathrow,India,4,mixed,-0.3,flawless,positive,16,43
180,2024-11-10,2024,11,Business Class,Solo Leisure,Melbourne to Nairobi via Doha,Australia,7,mixed,-0.3,nice,positive,130,9
180,2024-11-10,2024,11,Business Class,Solo Leisure,Melbourne to Nairobi via Doha,Australia,7,mixed,-0.3,comfortable,positive,304,2
180,2024-11-10,2024,11,Business Class,Solo Leisure,Melbourne to Nairobi via Doha,Australia,7,mixed,-0.3,magnificent,positive,2,57
180,2024-11-10,2024,11,Business Class,Solo Leisure,Melbourne to Nairobi via Doha,Australia,7,mixed,-0.3,efficient,positive,62,19
184,2024-11-07,2024,11,Business Class,Couple Leisure,Durban to Dublin via Doha,United Kingdom,1,negative,-0.8,drink quality was good,positive,1,58
185,2024-11-07,2024,11,Business Class,Couple Leisure,Dublin to Cape Town via Doha,United Kingdom,5,mixed,-0.3,excellent,positive,309,1
185,2024-11-07,2024,11,Business Class,Couple Leisure,Dublin to Cape Town via Doha,United Kingdom,5,mixed,-0.3,best,positive,119,12
185,2024-11-07,2024,11,Business Class,Couple Leisure,Dublin to Cape Town via Doha,United Kingdom,5,mixed,-0.3,enjoyed,positive,20,39
186,2024-11-06,2024,11,Business Class,Business,Istanbul to Doha,Australia,3,negative,-0.8,enjoyed,positive,20,39
187,2024-11-06,2024,11,Business Class,Solo Leisure,Oslo to Hanoi via Doha,Norway,10,positive,0.95,excellent,positive,309,1
187,2024-11-06,2024,11,Business Class,Solo Leisure,Oslo to Hanoi via Doha,Norway,10,positive,0.95,amazing,positive,137,7
187,2024-11-06,2024,11,Business Class,Solo Leisure,Oslo to Hanoi via Doha,Norway,10,positive,0.95,attentive,positive,127,11
187,2024-11-06,2024,11,Business Class,Solo Leisure,Oslo to Hanoi via Doha,Norway,10,positive,0.95,friendly,positive,259,3
187,2024-11-06,2024,11,Business Class,Solo Leisure,Oslo to Hanoi via Doha,Norway,10,positive,0.95,professional,positive,132,8
187,2024-11-06,2024,11,Business Class,Solo Leisure,Oslo to Hanoi via Doha,Norway,10,positive,0.95,warm,positive,25,34
188,2024-11-06,2024,11,Economy Class,Business,Doha to Karachi,Pakistan,10,positive,0.95,pleasure,positive,20,39
188,2024-11-06,2024,11,Economy Class,Business,Doha to Karachi,Pakistan,10,positive,0.95,top choice,positive,1,58
188,2024-11-06,2024,11,Economy Class,Business,Doha to Karachi,Pakistan,10,positive,0.95,impresses,positive,1,58
188,2024-11-06,2024,11,Economy Class,Business,Doha to Karachi,Pakistan,10,positive,0.95,loyalty,positive,2,57
188,2024-11-06,2024,11,Economy Class,Business,Doha to Karachi,Pakistan,10,positive,0.95,recommend,positive,37,28
189,2024-11-05,2024,11,First Class,Solo Leisure,Doha to Cairo,Qatar,10,positive,0.95,excellent,positive,309,1
189,2024-11-05,2024,11,First Class,Solo Leisure,Doha to Cairo,Qatar,10,positive,0.95,professionalism,positive,18,41
