review_id,review_date,year,month,reviewer_country,seat_type,type_of_traveller,route,aircraft,overall_rating_10,recommended,trip_verified,review_title,score_seat_comfort,score_cabin_staff,score_food_beverages,score_ife,score_ground_service,score_wifi,score_value_for_money,sentiment_overall,sentiment_score,emotion_primary,is_sarcastic,sarcasm_flag_reason,theme_seat_comfort,theme_cabin_crew,theme_food_beverage,theme_ife,theme_wifi,theme_lounge,theme_boarding,theme_cleanliness,theme_value,theme_punctuality,top_complaint,top_praise,competitor_mentioned,competitor_name,competitor_sentiment,would_rebook_signal,service_recovery_mentioned,loyalty_program_mentioned,positive_keywords,negative_keywords,product_implications
623,2022-10-20,2022,10,Sweden,Business Class,Solo Leisure,Stockholm to Doha,Boeing 787-8,8,Yes,Yes,"""Nice friendly service""",5,5,4,5,5,3,5,mixed,0.3,satisfied,False,,not_mentioned,positive,negative,neutral,neutral,negative,neutral,neutral,neutral,neutral,Salmon was very overdone and dry,"Nice friendly service, on the mark",False,,,yes,False,False,friendly | excellent,overdone | dry | awful,Improve food quality | Revise Menzies Lounge experience
624,2022-10-18,2022,10,Thailand,Business Class,Solo Leisure,Bangkok to Frankfurt via Doha,A380/B788,5,Yes,Yes,"""struggling with is consistency""",4,4,4,4,2,1,1,mixed,-0.3,disappointed,False,,neutral,positive,positive,not_mentioned,not_mentioned,positive,negative,neutral,neutral,negative,long wait and chaos at the bus gates,impeccable service and great food and drinks on first leg,False,,,maybe,False,False,impeccable | great,struggling | chaos | long wait | hot bus | overheated plane,Improve ground handling consistency | Enhance in-flight entertainment options
625,2022-10-17,2022,10,South Africa,Economy Class,Couple Leisure,Johannesburg to Rome via Doha,Not Rated,9,Yes,No,"""recommend flying Qatar Airways""",4,5,5,5,4,5,5,positive,0.8,satisfied,False,,not_mentioned,positive,neutral,neutral,neutral,neutral,neutral,neutral,positive,not_mentioned,Rome was less than expected in terms of customer service.,Qatar airways staff and the airport in Hamad made up for this.,False,,,yes,True,False,recommended | professional | friendly | comfortable | highly,less than expected,Improve Rome airport customer service. | Maintain high cabin crew standards.
626,2022-10-17,2022,10,Australia,Business Class,Solo Leisure,Sydney to Edinburgh via Doha,Not Rated,10,Yes,Yes,"""wonderful travelling experience""",5,5,5,5,5,5,5,positive,0.95,delighted,False,,positive,positive,positive,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned,positive,not_mentioned,,"luxurious, supremely comfortable seats",False,,,yes,False,False,wonderful | trip of a lifetime | super friendly | very helpful | delighted with the quality | cannot recommend highly enough | World's Best Airline,,Improve IFE offerings | Maintain high-quality food service
627,2022-10-16,2022,10,United Kingdom,Business Class,Solo Leisure,Manila to Manchester via Doha,Boeing 777-300ER,10,Yes,Yes,"""a pleasure to fly this airline""",5,5,5,5,5,4,5,positive,0.95,delighted,False,,positive,positive,positive,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned,positive,not_mentioned,,quality & availability of the food + drinks,False,,,yes,False,False,pleasure | attentive | quality | availability | best in the sky | pleasant,,Improve IFE offerings for consistency. | Maintain high standards of cabin crew service.
628,2022-10-16,2022,10,United Kingdom,Business Class,Couple Leisure,Dublin to Bangkok via Doha,Not Rated,1,No,Yes,"""failed to make the refund""",Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,1,negative,-0.8,frustrated,False,,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,negative,not_mentioned,Failed to make the refund,,False,,,no,False,False,,failed | refuse,Improve refund process efficiency
629,2022-10-15,2022,10,Thailand,Business Class,Couple Leisure,Bangkok to Doha,A380-800,5,Yes,Yes,"""quality of the food has disappeared """,4,4,1,Not Rated,5,Not Rated,3,negative,-0.75,disappointed,False,,neutral,negative,negative,not_mentioned,not_mentioned,not_mentioned,positive,neutral,negative,neutral,Meal service was haphazard and chaotic.,Check-in in BKK a breeze.,False,,,maybe,True,False,breeze,disappointment | haphazard | chaotic | run out | strange service level | uncoordinated | apologetic | inexperienced,Improve meal service coordination. | Revise a la carte dining concept.
630,2022-10-15,2022,10,Thailand,Business Class,Couple Leisure,Doha to Madrid,Boeing 787-9,7,Yes,Yes,"""they are cutting services""",4,4,1,Not Rated,3,Not Rated,4,negative,-0.6,disappointed,False,,positive,positive,negative,neutral,not_mentioned,not_mentioned,not_mentioned,not_mentioned,negative,positive,food and miserly portion,"cabin staff the usual friendly people, slept well",False,,,maybe,False,False,friendly | slept well,disappointed | miserly portion | cutting services,Improve food quality and portion sizes. | Communicate better with passengers about service changes.
631,2022-10-15,2022,10,United States,Economy Class,Family Leisure,Mumbai to Atlanta via Doha,Not Rated,8,Yes,Yes,"""Good experience overall""",5,4,4,4,4,4,4,positive,0.7,satisfied,False,,neutral,positive,positive,positive,neutral,not_mentioned,not_mentioned,positive,positive,positive,repeated commercial pages in flight map were annoying,"Food is good, service and comfort is good",False,,,yes,False,False,good experience | food is good | service and comfort is good | clean | on time,repeated commercial pages in flight map were annoying,Improve flight map options | Remove ads from flight map
632,2022-10-15,2022,10,United States,Economy Class,Solo Leisure,Los Angeles to Cairo via Doha,Not Rated,1,No,Yes,"""Rebook for a lower class of service""",3,3,4,3,1,3,3,negative,-0.8,frustrated,True,"Rebook for a lower class of service, give up my premium seat on a 38 hour flight or pay cash for my own ticket from Reno to LAX that I already paid Qatar for. Be prepared to be stranded.",not_mentioned,neutral,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,negative,negative,"Flight booking issues, stranded for 4 days",,True,United,unfavourable_vs_qa,no,False,False,,nightmare | stranded | cash | alternative ticket,Improve flight booking system reliability | Offer better support during disruptions
633,2022-10-12,2022,10,Sri Lanka,Economy Class,Couple Leisure,Colombo to Helsinki via Doha,Not Rated,4,No,Yes,"""salad was not up to the mark""",3,4,2,3,4,3,2,negative,-0.75,disappointed,False,,not_mentioned,neutral,negative,neutral,neutral,neutral,neutral,neutral,negative,not_mentioned,food was not up to the mark,,False,,,maybe,False,False,,disappointment | not up to the mark,Improve food quality in economy class | None
634,2022-10-11,2022,10,Canada,Business Class,Business,Doha to Montreal,Boeing 777,10,Yes,Yes,"""Exceptional from boarding to disembarking""",5,5,5,5,4,5,4,positive,0.9,delighted,False,,not_mentioned,positive,positive,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned,positive,not_mentioned,,Exceptional service provided right from boarding to disembarking,False,,,yes,False,False,exceptional | must try experience | delectable cuisine | attentive service | wonderful cabin crew,,Improve seat comfort for future flights. | Maintain high cabin crew standards.
635,2022-10-09,2022,10,Spain,Business Class,Business,Doha to Miami,Boeing 777-300ER,10,Yes,Yes,"""amazing experience""",5,5,5,5,5,5,5,positive,0.9,delighted,False,,positive,positive,neutral,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned,,amazing experience flying with Qatar Airways,False,,,yes,False,False,amazing | comfortable | attentive | privacy,,Improve IFE offerings | Enhance food and beverage options
636,2022-10-09,2022,10,Australia,Economy Class,Family Leisure,Doha to Melbourne,QR-1303,3,No,Yes,"""seats were given to someone else""",4,4,3,4,1,4,3,negative,-0.8,disappointed,False,,not_mentioned,negative,neutral,neutral,neutral,neutral,neutral,neutral,negative,not_mentioned,Seats given to someone else,,False,,,no,False,False,,disappointed | broken promise,Improve seat allocation process | Enhance customer communication
637,2022-10-08,2022,10,United Kingdom,Economy Class,Solo Leisure,Islamabad to London Gatwick via Doha,A330-300 / B787-8,10,Yes,Yes,"""excellent hospitality""",5,5,5,5,5,5,5,positive,0.8,satisfied,False,,negative,positive,neutral,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned,positive,positive,Disturbing passenger in seat next to me.,Excellent hospitality of Qatar Airways.,False,,,yes,False,False,nice | helpful | smooth | on-time | comfortable | efficient,disturbing | uncomfortable,Improve seat comfort in economy class. | Address passenger disturbances during flights.
638,2022-10-07,2022,10,Brazil,Economy Class,Solo Leisure,Doha to Beirut,Boeing 777,6,No,Yes,"""entertainment system is limited""",3,3,2,2,3,2,3,neutral,0.2,disappointed,False,,not_mentioned,positive,negative,negative,negative,not_mentioned,not_mentioned,positive,neutral,not_mentioned,limited food choices and outdated entertainment system,"professional cabin crew, clean cabin",True,many airlines,unfavourable_vs_qa,maybe,False,False,clean | professional,limited | outdated | waste | not bad,Improve food variety and entertainment options. | None
639,2022-10-05,2022,10,United States,Economy Class,Couple Leisure,New York to Kilimanjaro via Doha,Not Rated,1,No,Yes,"""nobody at customer service has refunded us""",3,3,3,3,1,Not Rated,1,negative,-0.8,frustrated,False,,not_mentioned,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,negative,Qatar customer service not refunding,,True,American Airlines,neutral,maybe,False,False,,cancelled | rebooked | no response | customer service,Improve customer service response times | None
640,2022-10-04,2022,10,Canada,Economy Class,Solo Leisure,Montreal to Goa via Doha,Not Rated,2,No,Yes,"""the food was very poor""",3,1,1,Not Rated,1,Not Rated,2,neutral,0.2,disappointed,False,,not_mentioned,neutral,negative,not_mentioned,not_mentioned,not_mentioned,negative,not_mentioned,negative,neutral,"stranded at gate, poor food service",,False,,,no,False,False,quickly,poor | terrible | stranded,Improve boarding process coordination. | Enhance food service quality.
641,2022-10-04,2022,10,Australia,Business Class,Solo Leisure,Edinburgh to Brisbane via Doha / Perth,Not Rated,10,Yes,No,"""I was very impressed""",5,5,5,5,5,Not Rated,5,positive,0.9,delighted,False,,positive,positive,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,positive,not_mentioned,,"excellent service, food and cleanliness",True,my usual airline out of Australia,unfavourable_vs_qa,yes,False,False,impressed | luxurious | comfortable | safe | cared for | brilliant,,Enhance IFE offerings for all classes | None
642,2022-10-03,2022,10,Indonesia,Economy Class,Business,Doha to Jakarta,Boeing 787-8,9,Yes,Yes,"""Extremely friendly crew""",4,5,3,4,2,Not Rated,3,positive,0.7,satisfied,False,,not_mentioned,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,neutral,not_mentioned,positive,negative,airplanes parked far from terminal,"extremely friendly crew, very attentive and helpful",False,,,yes,False,False,friendly | attentive | helpful,parked far,Improve ground staff communication | Consider closer airplane parking
643,2022-10-03,2022,10,Indonesia,Economy Class,Business,Zurich to Doha,Boeing 777-300ER,9,Yes,Yes,"""Crew very helpful and friendly""",4,4,3,4,4,Not Rated,3,positive,0.7,satisfied,False,,not_mentioned,positive,neutral,neutral,neutral,neutral,negative,neutral,neutral,negative,"Boarding started late, reason unknown.",Great service at the Business/Privilege check-in counter and very helpful with fragile item. Crew very helpful and friendly again.,False,,,yes,False,False,great | service | helpful | friendly,late,Improve boarding process transparency. | None
644,2022-10-03,2022,10,Indonesia,Economy Class,Business,Jakarta to Doha,Boeing 787-8,8,Yes,Yes,"""well managed flight with friendly staff""",4,4,3,4,4,Not Rated,3,positive,0.8,satisfied,False,,not_mentioned,positive,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,,"friendly staff, well managed flight",False,,,yes,False,False,well managed | friendly staff,medical incident,Improve crew resource management
645,2022-10-03,2022,10,United Arab Emirates,Economy Class,Solo Leisure,Abu Dhabi to Johannesburg via Doha,Not Rated,10,Yes,Yes,"""Their cabin crew are the best""",5,5,5,5,5,5,5,positive,0.9,delighted,False,,neutral,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,positive,not_mentioned,,Their cabin crew are the best,False,,,yes,False,False,excellent | never let me down | high quality standards | best airline | look forward to flying with them again,,Improve seat comfort for economy class. | Maintain high cabin crew standards.
646,2022-10-02,2022,10,South Africa,Business Class,Couple Leisure,Johannesburg to Bangkok via Doha,Not Rated,1,No,Yes,"""purchased seats were no longer available""",3,3,3,3,1,3,1,negative,-0.8,frustrated,False,,not_mentioned,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,not_mentioned,"Seats not available, no refund",,False,,,no,True,False,,disappointment | unacceptable | trick | worst Customer Service,Improve seat reservation system reliability | Enhance customer service follow-up
647,2022-10-02,2022,10,Australia,Business Class,Business,London to Melbourne via Doha,Not Rated,1,No,Yes,"""did not hold the flight for us""",4,2,2,2,1,Not Rated,1,negative,-0.9,frustrated,False,,not_mentioned,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,negative,missed connecting flight due to late departure,,False,,,no,False,False,,late | missed | stuck | waited | never fly with them again,Improve flight scheduling and management | Enhance layover handling procedures
648,2022-10-01,2022,10,India,Economy Class,Solo Leisure,Doha to Miami,Boeing 777,10,Yes,No,"""happy to help me with the smile""",5,5,5,5,5,5,5,positive,0.9,satisfied,False,,not_mentioned,positive,neutral,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned,,Jolina took good care of me,False,,,yes,False,False,excellent | happy | smile,,Improve food options for veg diet | None
649,2022-09-29,2022,9,United Kingdom,Economy Class,Business,London to Islamabad via Doha,A380-800 / Boeing 777-300,10,Yes,Yes,"""Never fail to impress me""",5,5,5,5,5,5,5,positive,0.87,satisfied,False,,positive,not_mentioned,positive,positive,neutral,not_mentioned,positive,neutral,positive,positive,,Seats were very comfortable and massive amounts of legroom,True,Emirates,unfavourable_vs_qa,yes,False,False,efficient | smooth | comfortable | responsive | better | helpful,not as smooth,Improve boarding process at Heathrow | Enhance legroom in economy class
650,2022-09-28,2022,9,Qatar,Business Class,Family Leisure,Doha to Paris,Boeing 777-200LR,6,Yes,Yes,"""catering is deteriorating""",5,4,1,4,5,1,3,negative,-0.7,disappointed,False,,neutral,positive,negative,not_mentioned,negative,not_mentioned,not_mentioned,neutral,negative,neutral,catering service declining,,False,,,maybe,False,True,tried | best,declining | run out | patchy | comparable,Improve catering quality in Business Class. | Enhance Wi-Fi connectivity on older aircraft.
651,2022-09-25,2022,9,Germany,Business Class,Solo Leisure,Singapore to Doha,Boeing 777-300,8,Yes,Yes,"""one of the top products out there""",4,5,3,4,5,4,4,positive,0.8,delighted,False,,positive,positive,positive,not_mentioned,not_mentioned,positive,positive,not_mentioned,positive,not_mentioned,,service was first rate and the cook to order menu was truly fantastic,False,,,yes,False,False,breeze | first rate | truly fantastic | friendly | effective,good but I have had better,Improve IFE offerings. | Enhance food options.
652,2022-09-25,2022,9,Belgium,Economy Class,Couple Leisure,Doha to Brussels,Boeing 787,2,No,Yes,"""too many people crammed in""",1,5,3,Not Rated,2,Not Rated,1,negative,-0.8,frustrated,False,,negative,positive,neutral,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,negative,neutral,"too many people crammed in, uncomfortable seats",staff is always okay on Qatar flights,False,,,no,False,False,staff,terrible experience | impossible to make my seat screen to function | small leg space | uncomfortable seats | no leg space,Improve seat comfort and legroom on older aircraft. | Enhance transfer experience at Doha airport.
653,2022-09-23,2022,9,United States,Economy Class,Solo Leisure,Seattle to Doha,Not Rated,2,No,Yes,"""didn't offer me any cash compensation""",4,4,4,4,1,4,1,negative,-0.8,disappointed,False,,not_mentioned,neutral,not_mentioned,not_mentioned,not_mentioned,not_mentioned,negative,not_mentioned,negative,negative,"no one at the gate, spent night in airport",,False,,,no,False,False,,problem | sitting | nobody | night | non refundable,Improve gate management and customer service during delays. | Offer more flexible booking options.
654,2022-09-21,2022,9,Australia,Economy Class,Solo Leisure,Perth to London via Doha,Boeing 777,8,Yes,No,"""some room for improvement""",5,4,3,5,3,4,4,mixed,-0.2,satisfied,False,,positive,neutral,negative,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,neutral,not_mentioned,Food and staff issues on second leg,"Comfortable seats, good movies, accommodating ground staff",False,,,yes,True,False,great | accommodating | excellent | comfortable,improve | not good | special meal | warm | bread roll,Improve food service consistency and staff training | Enhance communication during meal service
655,2022-09-20,2022,9,United States,Economy Class,Couple Leisure,Nairobi to Washington via Doha,Not Rated,1,No,Yes,"""just trying to get the money back""",2,1,Not Rated,Not Rated,1,Not Rated,1,negative,-0.8,frustrated,False,,neutral,negative,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,neutral,negative,not_mentioned,"customer service issues, no response",,False,,,no,False,False,,no customer service | switched seats | cant help | 2 months later still no response,Improve customer service response time | Honor seat upgrades
656,2022-09-20,2022,9,Australia,Economy Class,Couple Leisure,Doha to Sydney,Not Rated,2,No,Yes,"""they ran out of meal choice1",3,1,1,1,4,Not Rated,2,negative,-0.75,frustrated,False,,not_mentioned,negative,negative,negative,neutral,not_mentioned,neutral,not_mentioned,negative,neutral,"ran out of meal choice, screen glitched",,False,,,no,False,False,,ran out | glitched | bottle neck,Improve meal variety and availability | Enhance IFE system reliability
657,2022-09-15,2022,9,Denmark,Economy Class,Solo Leisure,Bangkok to Doha,A380,8,Yes,Yes,"""Got a lot of attention from FAs""",5,5,4,4,4,Not Rated,4,positive,0.7,satisfied,False,,positive,positive,neutral,positive,not_mentioned,neutral,neutral,not_mentioned,positive,positive,"Miracle Lounge downgraded, food lousy","FA attention, good IFE, wine glasses allowed",False,,,yes,False,True,smooth | priority seat | treated with respect | good wines and food | acceptable delay,downgraded | sterile | lousy food | inappropriate charity calls,Improve Miracle Lounge experience | Update safety video content
658,2022-09-11,2022,9,Hong Kong,Business Class,Couple Leisure,Singapore to Kilimanjaro via Doha,A330,9,Yes,Yes,"""prompt and attentive with service""",5,5,5,5,4,4,5,positive,0.85,satisfied,False,,positive,positive,positive,positive,neutral,neutral,not_mentioned,not_mentioned,positive,positive,,lie-flat seat on Business Class made for a good night's sleep,False,,,yes,False,False,good | prompt | attentive | consistent | generous | up-to-date,incredibly crowded,Improve Doha Airport lounge management during peak times. | Maintain high-quality IFE content.
659,2022-09-09,2022,9,United States,Business Class,Business,Hyderabad to Atlanta via Doha,Not Rated,10,Yes,Yes,"""made my travel very comfortable""",5,5,5,Not Rated,5,1,5,positive,0.9,satisfied,False,,not_mentioned,positive,neutral,neutral,neutral,neutral,neutral,neutral,positive,positive,,Qatar Airways staff made it extremely comfortable,False,,,yes,False,False,comfortable | courteous | caring | effort | high rating | smooth,,Improve website user experience for reviews | Maintain high cabin crew standards
660,2022-09-08,2022,9,Qatar,Business Class,Couple Leisure,Paris to Doha,Boeing 777-300,6,Yes,Yes,"""My Salmon was clearly farmed""",5,3,1,3,5,3,3,negative,-0.8,disappointed,False,,neutral,negative,negative,not_mentioned,negative,not_mentioned,not_mentioned,neutral,negative,neutral,"Food was awful, salmon farmed, lobster raw",,False,,,no,False,False,,awful | farmed | raw,Improve food quality control | Enhance crew training
661,2022-09-07,2022,9,Romania,Economy Class,Couple Leisure,New York to Bucharest via Doha,Not Rated,10,Yes,No,"""surprise was so big""",5,5,5,5,5,5,5,positive,0.9,delighted,False,,not_mentioned,positive,neutral,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned,,surprise was so big,False,,,yes,False,False,surprise | HAPPY BIRTHDAY | mini cake,,Improve in-flight surprises for special occasions
662,2022-09-07,2022,9,Nigeria,Economy Class,Solo Leisure,"Lagos, Nigeria to London Heathrow via Doha, Qatar",Not Rated,10,Yes,Yes,"""The entire trip was enjoyable""",5,5,5,5,5,2,5,positive,0.9,satisfied,False,,not_mentioned,positive,neutral,neutral,neutral,neutral,positive,neutral,not_mentioned,not_mentioned,,Cabin crew attitude was excellent all through the flight,False,,,yes,False,False,enjoyable | excellent | attitude,,Improve food and beverage offerings | Enhance in-flight entertainment
663,2022-09-05,2022,9,Pakistan,Economy Class,Solo Leisure,Maputo to Lahore via Doha,Boeing 787,10,Yes,Yes,"""fulfilling all the expectation""",5,5,5,5,5,5,5,positive,0.85,satisfied,False,,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned,,fulfilling all the expectation,False,,,yes,False,False,pleasant | expectation,,Maintain high service standards
664,2022-09-05,2022,9,Uganda,Economy Class,Family Leisure,Tunis to Entebbe via Doha,Not Rated,10,Yes,Yes,"""the hostess were very kind""",5,5,5,5,5,Not Rated,5,positive,0.85,satisfied,False,,neutral,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,neutral,positive,neutral,,hostess were very kind,False,,,yes,False,False,welcomed | helpful | smile | comfortable | secure | perfect,,Improve check-in process documentation. | Enhance lounge facilities for long layovers.
665,2022-09-05,2022,9,United States,Business Class,Business,Doha to New York,Boeing 777,10,Yes,Yes,"""truly a flying experience""",5,5,5,4,4,4,4,positive,0.9,delighted,False,,not_mentioned,positive,neutral,neutral,neutral,neutral,neutral,neutral,positive,neutral,,Qatar stand out in quality of service,True,Emirates,neutral,yes,False,False,flying experience | excellent | professional | dedicated,,Improve in-flight entertainment options | None
666,2022-09-04,2022,9,Iraq,Economy Class,Family Leisure,Doha to Kuala Lumpur,Not Rated,10,Yes,Yes,"""Thank you to all the staff""",5,5,5,5,5,5,5,satisfied,0.8,delighted,False,,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,,Thank you to all the staff at Hamad International Airport and Hamad Medical Corporation,False,,,not_stated,False,False,thank | care,,Improve airport medical facilities
667,2022-09-01,2022,9,Australia,Economy Class,Solo Leisure,Vienna to Jakarta via Doha,A320-200 / A350-900,8,Yes,Yes,"""two very good long-haul flights""",5,4,3,Not Rated,3,Not Rated,4,positive,0.7,satisfied,False,,positive,neutral,negative,positive,negative,not_mentioned,negative,not_mentioned,positive,neutral,WiFi not working as advertised,Seats comfortable with enough leg space,False,,,yes,False,False,good | comfortable | impressed | selection,mediocre | crowded | quirky,Improve WiFi service reliability | Enhance boarding process efficiency
668,2022-08-31,2022,8,Qatar,Business Class,Couple Leisure,Doha to London Heathrow,Boeing 777-300,7,Yes,Yes,"""QSuites seats are comfortable""",4,2,3,5,5,5,3,mixed,0.2,satisfied,False,,positive,neutral,negative,positive,negative,not_mentioned,not_mentioned,not_mentioned,neutral,not_mentioned,Children running riot in business class,"QSuites seats are comfortable, IFE was very good",False,,,maybe,False,False,comfortable | good | acceptable,worst | unacceptable | without internet,Improve children supervision in business class | Enhance food quality control
669,2022-08-30,2022,8,United Kingdom,Economy Class,Business,London to Muscat via Doha,Not Rated,1,No,Yes,"""Missed my connecting flight""",3,1,2,1,1,Not Rated,1,negative,-0.95,frustrated,False,,not_mentioned,negative,not_mentioned,not_mentioned,not_mentioned,not_mentioned,neutral,not_mentioned,negative,negative,"no support, no luggage, no response",,False,,,no,True,False,,delayed | info | missed | flight | support | luggage | complaint | response | apology | urgency,Improve flight information and support systems | Enhance luggage tracking processes
670,2022-08-30,2022,8,United Kingdom,Business Class,Business,Islamabad to Manchester via Doha,Not Rated,10,Yes,Yes,"""Qsuite clean and comfortable""",5,5,5,5,5,4,4,positive,0.95,delighted,False,,positive,positive,neutral,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,positive,neutral,,Qsuite clean and comfortable,False,,,yes,False,True,amaze | quality service | excellent manners | clean and comfortable | demonstrates customers aren't just a number | well done,,Improve IFE offerings for consistency. | Maintain high standards of cleanliness.
671,2022-08-30,2022,8,Spain,Business Class,Business,Milan to Doha,Boeing 787-9,10,Yes,Yes,"""The services are excellent""",5,5,5,5,5,5,5,positive,0.9,delighted,False,,neutral,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned,,"services are excellent, cabin crew very well mannered and friendly",False,,,yes,False,False,excellent | well mannered | friendly | first airline option,,Improve seat comfort for business class
672,2022-08-30,2022,8,United States,Economy Class,Family Leisure,Nairobi to San Diego via Doha,Not Rated,7,Yes,Yes,"""was the service I was expecting""",3,2,3,4,4,2,3,mixed,-0.3,disappointed,False,,not_mentioned,negative,neutral,neutral,neutral,neutral,neutral,neutral,neutral,not_mentioned,Cabin crew inattentive and rude,Helpful employee at baggage claim,False,,,maybe,False,False,helpful | grateful,underwhelming | rude | inattentive,Improve cabin crew training and response times | None
673,2022-08-28,2022,8,Germany,Business Class,Solo Leisure,Doha to Singapore,A350-900,8,Yes,Yes,"""Flight was really good""",4,5,4,5,4,5,3,positive,0.8,satisfied,False,,neutral,positive,positive,not_mentioned,not_mentioned,not_mentioned,not_mentioned,neutral,positive,not_mentioned,no breakfast option at landing time,service by Gabriel first rate,False,,,yes,False,False,good | first rate | comfortable | satisfied,shame | problems,Improve breakfast options for morning landings. | Address seat separation issues in Qsuite.
674,2022-08-27,2022,8,Hong Kong,Business Class,Solo Leisure,Madrid to Hong Kong via Doha,Not Rated,8,Yes,No,"""Fabulous service and offerings""",5,5,5,5,2,Not Rated,4,positive,0.8,satisfied,False,,positive,positive,neutral,not_mentioned,not_mentioned,not_mentioned,negative,not_mentioned,positive,negative,Last minute PCR test at airport,"Fabulous service and offerings, Thoughtful and lovely crew",False,,,yes,False,False,fabulous | thoughtful | lovely | impressed | extremely,issue | delayed | last minute,Improve airport check-in process | Enhance communication for PCR test requirements
675,2022-08-27,2022,8,United States,Economy Class,Couple Leisure,Philadelphia to Nagpur via Doha,Boeing 777-300 ER,9,Yes,Yes,"""a respectable inflight product""",4,5,4,5,5,4,5,positive,0.7,satisfied,False,,neutral,positive,positive,positive,not_mentioned,not_mentioned,not_mentioned,positive,neutral,not_mentioned,planes not as modern and spacious as A50s,"excellent inflight entertainment, professional staff, reasonable food",False,,,yes,False,False,modern | clean | professional | reasonable | tasty | good,not as modern and spacious | disappeared,Improve seat comfort and spaciousness. | Maintain high cabin crew standards.
676,2022-08-26,2022,8,Greece,Economy Class,Solo Leisure,Singapore to Athens via Doha,Not Rated,5,No,Yes,"""saving 8.5h of waiting""",2,4,3,3,3,3,2,neutral,0.0,satisfied,False,,not_mentioned,neutral,not_mentioned,not_mentioned,not_mentioned,not_mentioned,neutral,not_mentioned,negative,negative,"Cancelled my original flight, booked me on a flight that I could not take.",,False,,,maybe,True,False,agreed | saved,cancelled | layover,Improve flight scheduling accuracy. | Offer more flexible booking options.
677,2022-08-24,2022,8,Canada,Economy Class,Family Leisure,Cairo to Dallas via Doha,A350-1000,10,Yes,No,"""it was very comfortable""",5,5,5,5,5,4,5,positive,0.9,delighted,False,,neutral,positive,positive,positive,positive,not_mentioned,not_mentioned,not_mentioned,positive,not_mentioned,,"amazing, delicious meal service, kind crew",False,,,yes,False,False,amazing | delicious | kind | comfortable | multiple times | amenity kit,,Enhance amenity kit offerings. | Promote super wifi package.
678,2022-08-23,2022,8,Qatar,Economy Class,Solo Leisure,Beirut to Doha,A320,3,Yes,No,"""still don't know where is my bag""",2,3,2,4,2,1,1,negative,-0.8,frustrated,False,,not_mentioned,neutral,not_mentioned,not_mentioned,not_mentioned,not_mentioned,neutral,not_mentioned,negative,negative,Missing luggage for 2 hours,,False,,,no,False,False,,missing | bags | waited | hours | busy | never called,Improve luggage tracking system | Enhance customer service response time
679,2022-08-22,2022,8,Canada,Economy Class,Family Leisure,Entebbe to London via Doha,Not Rated,3,No,Yes,"""disappointed about my baggage""",5,5,5,5,1,5,1,negative,-0.8,disappointed,False,,not_mentioned,neutral,neutral,neutral,neutral,neutral,neutral,neutral,negative,not_mentioned,Baggage didn't arrive with us,,False,,,no,True,False,,disappointed | didn't arrive | inconvenient | missing | helpless,Improve baggage tracking system | Enhance customer support responsiveness
680,2022-08-19,2022,8,United Kingdom,Business Class,Solo Leisure,Male to Manchester via Doha,Not Rated,3,No,Yes,"""very disappointed""",3,2,2,3,5,Not Rated,3,negative,-0.8,disappointed,False,,negative,negative,negative,negative,not_mentioned,not_mentioned,neutral,negative,negative,negative,"poor food, poor entertainment, noisy toilet",,False,,,no,False,False,,disappointed | poor | bumped | old plane | sleep | waking | poor | comments | couldn't care less | in constant use,Improve seat comfort and privacy in Business Class. | Enhance food quality and entertainment options.
