review_id,review_date,year,month,seat_type,type_of_traveller,route,reviewer_country,overall_rating_10,sentiment_overall,sentiment_score,keyword,sentiment_type,frequency,rank_global
182,2024-11-08,2024,11,Business Class,Business,London to Kathmandu via Doha,Nepal,1,negative,-0.8,cancelled,negative,40,8
182,2024-11-08,2024,11,Business Class,Business,London to Kathmandu via Doha,Nepal,1,negative,-0.8,layover,negative,2,36
182,2024-11-08,2024,11,Business Class,Business,London to Kathmandu via Doha,Nepal,1,negative,-0.8,unwanted,negative,1,37
182,2024-11-08,2024,11,Business Class,Business,London to Kathmandu via Doha,Nepal,1,negative,-0.8,not amused,negative,1,37
182,2024-11-08,2024,11,Business Class,Business,London to Kathmandu via Doha,Nepal,1,negative,-0.8,running around,negative,1,37
182,2024-11-08,2024,11,Business Class,Business,London to Kathmandu via Doha,Nepal,1,negative,-0.8,formal complaint,negative,1,37
183,2024-11-07,2024,11,Economy Class,Solo Leisure,Madrid to Katmandu via Doha,Cayman Islands,1,negative,-0.9,worst experience,negative,3,35
183,2024-11-07,2024,11,Economy Class,Solo Leisure,Madrid to Katmandu via Doha,Cayman Islands,1,negative,-0.9,cancel the flight,negative,1,37
183,2024-11-07,2024,11,Economy Class,Solo Leisure,Madrid to Katmandu via Doha,Cayman Islands,1,negative,-0.9,lack of service,negative,1,37
184,2024-11-07,2024,11,Business Class,Couple Leisure,Durban to Dublin via Doha,United Kingdom,1,negative,-0.8,very dated,negative,2,36
184,2024-11-07,2024,11,Business Class,Couple Leisure,Durban to Dublin via Doha,United Kingdom,1,negative,-0.8,did not receive a premium experience,negative,1,37
184,2024-11-07,2024,11,Business Class,Couple Leisure,Durban to Dublin via Doha,United Kingdom,1,negative,-0.8,terrible,negative,37,10
184,2024-11-07,2024,11,Business Class,Couple Leisure,Durban to Dublin via Doha,United Kingdom,1,negative,-0.8,dry and tasteless,negative,1,37
184,2024-11-07,2024,11,Business Class,Couple Leisure,Durban to Dublin via Doha,United Kingdom,1,negative,-0.8,chaotic,negative,39,9
185,2024-11-07,2024,11,Business Class,Couple Leisure,Dublin to Cape Town via Doha,United Kingdom,5,mixed,-0.3,terrible,negative,37,10
185,2024-11-07,2024,11,Business Class,Couple Leisure,Dublin to Cape Town via Doha,United Kingdom,5,mixed,-0.3,disappointed,negative,60,4
185,2024-11-07,2024,11,Business Class,Couple Leisure,Dublin to Cape Town via Doha,United Kingdom,5,mixed,-0.3,bust my bubble,negative,1,37
186,2024-11-06,2024,11,Business Class,Business,Istanbul to Doha,Australia,3,negative,-0.8,frustrating,negative,14,24
186,2024-11-06,2024,11,Business Class,Business,Istanbul to Doha,Australia,3,negative,-0.8,horrible,negative,20,19
186,2024-11-06,2024,11,Business Class,Business,Istanbul to Doha,Australia,3,negative,-0.8,freezing,negative,3,35
186,2024-11-06,2024,11,Business Class,Business,Istanbul to Doha,Australia,3,negative,-0.8,filthy,negative,2,36
186,2024-11-06,2024,11,Business Class,Business,Istanbul to Doha,Australia,3,negative,-0.8,waste of money,negative,1,37
190,2024-11-05,2024,11,Economy Class,Solo Leisure,Melbourne to London via Doha,Australia,7,mixed,0.2,frustrating,negative,14,24
190,2024-11-05,2024,11,Economy Class,Solo Leisure,Melbourne to London via Doha,Australia,7,mixed,0.2,horrible,negative,20,19
190,2024-11-05,2024,11,Economy Class,Solo Leisure,Melbourne to London via Doha,Australia,7,mixed,0.2,not appetising,negative,2,36
190,2024-11-05,2024,11,Economy Class,Solo Leisure,Melbourne to London via Doha,Australia,7,mixed,0.2,annoyed,negative,5,33
191,2024-11-01,2024,11,Economy Class,Couple Leisure,Bangkok to London via doha,United Kingdom,8,positive,0.7,struggle with boarding,negative,1,37
191,2024-11-01,2024,11,Economy Class,Couple Leisure,Bangkok to London via doha,United Kingdom,8,positive,0.7,safety issue,negative,1,37
191,2024-11-01,2024,11,Economy Class,Couple Leisure,Bangkok to London via doha,United Kingdom,8,positive,0.7,taxiing under power,negative,1,37
193,2024-10-29,2024,10,Economy Class,Solo Leisure,Sydney to Athens via Doha,Australia,3,negative,-0.8,small,negative,20,19
193,2024-10-29,2024,10,Economy Class,Solo Leisure,Sydney to Athens via Doha,Australia,3,negative,-0.8,blocked,negative,4,34
193,2024-10-29,2024,10,Economy Class,Solo Leisure,Sydney to Athens via Doha,Australia,3,negative,-0.8,disability,negative,1,37
193,2024-10-29,2024,10,Economy Class,Solo Leisure,Sydney to Athens via Doha,Australia,3,negative,-0.8,request,negative,2,36
193,2024-10-29,2024,10,Economy Class,Solo Leisure,Sydney to Athens via Doha,Australia,3,negative,-0.8,recline,negative,2,36
193,2024-10-29,2024,10,Economy Class,Solo Leisure,Sydney to Athens via Doha,Australia,3,negative,-0.8,rudely,negative,3,35
194,2024-10-28,2024,10,Business Class,Solo Leisure,Manila to Auckland via Doha,United Kingdom,10,positive,0.9,only negative,negative,1,37
195,2024-10-27,2024,10,Business Class,Business,Dubai to Sofia via Doha,United Arab Emirates,3,negative,-0.8,terrible,negative,37,10
195,2024-10-27,2024,10,Business Class,Business,Dubai to Sofia via Doha,United Arab Emirates,3,negative,-0.8,dismal,negative,1,37
195,2024-10-27,2024,10,Business Class,Business,Dubai to Sofia via Doha,United Arab Emirates,3,negative,-0.8,broken,negative,17,21
195,2024-10-27,2024,10,Business Class,Business,Dubai to Sofia via Doha,United Arab Emirates,3,negative,-0.8,cramped,negative,40,8
195,2024-10-27,2024,10,Business Class,Business,Dubai to Sofia via Doha,United Arab Emirates,3,negative,-0.8,denied,negative,15,23
195,2024-10-27,2024,10,Business Class,Business,Dubai to Sofia via Doha,United Arab Emirates,3,negative,-0.8,robotic,negative,5,33
196,2024-10-27,2024,10,Economy Class,Couple Leisure,Singapore to Zurich,Singapore,4,negative,-0.8,severely damaged,negative,1,37
196,2024-10-27,2024,10,Economy Class,Couple Leisure,Singapore to Zurich,Singapore,4,negative,-0.8,unhelpful,negative,20,19
196,2024-10-27,2024,10,Economy Class,Couple Leisure,Singapore to Zurich,Singapore,4,negative,-0.8,chaotic,negative,39,9
196,2024-10-27,2024,10,Economy Class,Couple Leisure,Singapore to Zurich,Singapore,4,negative,-0.8,poorly communicated,negative,1,37
196,2024-10-27,2024,10,Economy Class,Couple Leisure,Singapore to Zurich,Singapore,4,negative,-0.8,more than 4 hours,negative,1,37
197,2024-10-19,2024,10,Economy Class,Solo Leisure,Bangkok to Manchester via Doha,United Kingdom,5,negative,-0.8,abysmal,negative,5,33
197,2024-10-19,2024,10,Economy Class,Solo Leisure,Bangkok to Manchester via Doha,United Kingdom,5,negative,-0.8,chaotic,negative,39,9
197,2024-10-19,2024,10,Economy Class,Solo Leisure,Bangkok to Manchester via Doha,United Kingdom,5,negative,-0.8,confusing,negative,6,32
197,2024-10-19,2024,10,Economy Class,Solo Leisure,Bangkok to Manchester via Doha,United Kingdom,5,negative,-0.8,hard,negative,12,26
197,2024-10-19,2024,10,Economy Class,Solo Leisure,Bangkok to Manchester via Doha,United Kingdom,5,negative,-0.8,small,negative,20,19
197,2024-10-19,2024,10,Economy Class,Solo Leisure,Bangkok to Manchester via Doha,United Kingdom,5,negative,-0.8,uncomfortable,negative,65,2
197,2024-10-19,2024,10,Economy Class,Solo Leisure,Bangkok to Manchester via Doha,United Kingdom,5,negative,-0.8,tiny,negative,2,36
197,2024-10-19,2024,10,Economy Class,Solo Leisure,Bangkok to Manchester via Doha,United Kingdom,5,negative,-0.8,bad,negative,21,18
197,2024-10-19,2024,10,Economy Class,Solo Leisure,Bangkok to Manchester via Doha,United Kingdom,5,negative,-0.8,bare minimum,negative,2,36
197,2024-10-19,2024,10,Economy Class,Solo Leisure,Bangkok to Manchester via Doha,United Kingdom,5,negative,-0.8,poor,negative,63,3
198,2024-10-19,2024,10,Business Class,Solo Leisure,Bangkok to London via Doha,United Kingdom,9,mixed,0.6,boarding was a shambles,negative,1,37
198,2024-10-19,2024,10,Business Class,Solo Leisure,Bangkok to London via Doha,United Kingdom,9,mixed,0.6,rubbish left by the previous passenger,negative,1,37
198,2024-10-19,2024,10,Business Class,Solo Leisure,Bangkok to London via Doha,United Kingdom,9,mixed,0.6,not cleaned,negative,2,36
199,2024-10-19,2024,10,Economy Class,Couple Leisure,Amsterdam to Hanoi via Doha,Netherlands,3,negative,-0.8,rude,negative,31,12
199,2024-10-19,2024,10,Economy Class,Couple Leisure,Amsterdam to Hanoi via Doha,Netherlands,3,negative,-0.8,dismissive,negative,3,35
199,2024-10-19,2024,10,Economy Class,Couple Leisure,Amsterdam to Hanoi via Doha,Netherlands,3,negative,-0.8,frustrated,negative,16,22
199,2024-10-19,2024,10,Economy Class,Couple Leisure,Amsterdam to Hanoi via Doha,Netherlands,3,negative,-0.8,disappointed,negative,60,4
199,2024-10-19,2024,10,Economy Class,Couple Leisure,Amsterdam to Hanoi via Doha,Netherlands,3,negative,-0.8,generic,negative,2,36
199,2024-10-19,2024,10,Economy Class,Couple Leisure,Amsterdam to Hanoi via Doha,Netherlands,3,negative,-0.8,overlooked,negative,2,36
200,2024-10-16,2024,10,Economy Class,Family Leisure,Gatwick to Colombo via Doha,United Kingdom,2,negative,-0.7,poor,negative,63,3
200,2024-10-16,2024,10,Economy Class,Family Leisure,Gatwick to Colombo via Doha,United Kingdom,2,negative,-0.7,customer service,negative,6,32
200,2024-10-16,2024,10,Economy Class,Family Leisure,Gatwick to Colombo via Doha,United Kingdom,2,negative,-0.7,delay,negative,42,7
200,2024-10-16,2024,10,Economy Class,Family Leisure,Gatwick to Colombo via Doha,United Kingdom,2,negative,-0.7,no compensation,negative,8,30
200,2024-10-16,2024,10,Economy Class,Family Leisure,Gatwick to Colombo via Doha,United Kingdom,2,negative,-0.7,repetitive meals,negative,1,37
202,2024-10-15,2024,10,Economy Class,Couple Leisure,Gatwick to Salalah via Doha,United Kingdom,9,positive,0.75,no hot towels,negative,1,37
202,2024-10-15,2024,10,Economy Class,Couple Leisure,Gatwick to Salalah via Doha,United Kingdom,9,positive,0.75,smaller meals,negative,1,37
203,2024-10-15,2024,10,Economy Class,Couple Leisure,Salalah to London via Doha,United Kingdom,5,negative,-0.8,appalling,negative,8,30
203,2024-10-15,2024,10,Economy Class,Couple Leisure,Salalah to London via Doha,United Kingdom,5,negative,-0.8,cramped,negative,40,8
203,2024-10-15,2024,10,Economy Class,Couple Leisure,Salalah to London via Doha,United Kingdom,5,negative,-0.8,uncomfortable,negative,65,2
203,2024-10-15,2024,10,Economy Class,Couple Leisure,Salalah to London via Doha,United Kingdom,5,negative,-0.8,indifferent,negative,3,35
203,2024-10-15,2024,10,Economy Class,Couple Leisure,Salalah to London via Doha,United Kingdom,5,negative,-0.8,miserable,negative,5,33
204,2024-10-14,2024,10,Economy Class,Business,Helsinki to Johannesburg via Doha,Finland,5,negative,-0.8,disappointment,negative,21,18
204,2024-10-14,2024,10,Economy Class,Business,Helsinki to Johannesburg via Doha,Finland,5,negative,-0.8,disgusting,negative,9,29
204,2024-10-14,2024,10,Economy Class,Business,Helsinki to Johannesburg via Doha,Finland,5,negative,-0.8,we don't care,negative,1,37
205,2024-10-14,2024,10,Business Class,Business,Barcelona to Kuala Lumpur via Doha,Malaysia,2,negative,-0.8,disappointing,negative,53,5
205,2024-10-14,2024,10,Business Class,Business,Barcelona to Kuala Lumpur via Doha,Malaysia,2,negative,-0.8,rubbish,negative,5,33
205,2024-10-14,2024,10,Business Class,Business,Barcelona to Kuala Lumpur via Doha,Malaysia,2,negative,-0.8,dirty,negative,12,26
205,2024-10-14,2024,10,Business Class,Business,Barcelona to Kuala Lumpur via Doha,Malaysia,2,negative,-0.8,cold,negative,17,21
205,2024-10-14,2024,10,Business Class,Business,Barcelona to Kuala Lumpur via Doha,Malaysia,2,negative,-0.8,late,negative,46,6
206,2024-10-13,2024,10,Economy Class,Couple Leisure,Doha to Singapore,Australia,2,negative,-0.8,chaos,negative,17,21
206,2024-10-13,2024,10,Economy Class,Couple Leisure,Doha to Singapore,Australia,2,negative,-0.8,inefficient,negative,3,35
206,2024-10-13,2024,10,Economy Class,Couple Leisure,Doha to Singapore,Australia,2,negative,-0.8,inadequate,negative,6,32
206,2024-10-13,2024,10,Economy Class,Couple Leisure,Doha to Singapore,Australia,2,negative,-0.8,late,negative,46,6
206,2024-10-13,2024,10,Economy Class,Couple Leisure,Doha to Singapore,Australia,2,negative,-0.8,no compensation,negative,8,30
207,2024-10-07,2024,10,Economy Class,Solo Leisure,Doha to Prague,Thailand,10,positive,0.8,hot,negative,4,34
207,2024-10-07,2024,10,Economy Class,Solo Leisure,Doha to Prague,Thailand,10,positive,0.8,mistake,negative,6,32
207,2024-10-07,2024,10,Economy Class,Solo Leisure,Doha to Prague,Thailand,10,positive,0.8,ignored,negative,17,21
208,2024-10-07,2024,10,Economy Class,Solo Leisure,Bangkok to Doha,Thailand,10,positive,0.75,delayed,negative,109,1
208,2024-10-07,2024,10,Economy Class,Solo Leisure,Bangkok to Doha,Thailand,10,positive,0.75,understaffed,negative,4,34
210,2024-09-22,2024,9,Economy Class,Solo Leisure,Karachi to Chicago via Doha,United States,1,negative,-0.9,worst,negative,20,19
210,2024-09-22,2024,9,Economy Class,Solo Leisure,Karachi to Chicago via Doha,United States,1,negative,-0.9,flavorless,negative,1,37
210,2024-09-22,2024,9,Economy Class,Solo Leisure,Karachi to Chicago via Doha,United States,1,negative,-0.9,bland,negative,11,27
210,2024-09-22,2024,9,Economy Class,Solo Leisure,Karachi to Chicago via Doha,United States,1,negative,-0.9,price gouging,negative,1,37
210,2024-09-22,2024,9,Economy Class,Solo Leisure,Karachi to Chicago via Doha,United States,1,negative,-0.9,unwinding lines,negative,1,37
211,2024-09-22,2024,9,Economy Class,Solo Leisure,Beijing to Doha,Romania,4,negative,-0.8,inconvenience,negative,10,28
211,2024-09-22,2024,9,Economy Class,Solo Leisure,Beijing to Doha,Romania,4,negative,-0.8,discussions,negative,1,37
211,2024-09-22,2024,9,Economy Class,Solo Leisure,Beijing to Doha,Romania,4,negative,-0.8,time spent,negative,1,37
211,2024-09-22,2024,9,Economy Class,Solo Leisure,Beijing to Doha,Romania,4,negative,-0.8,cost free,negative,1,37
212,2024-09-22,2024,9,Economy Class,Couple Leisure,London to Kuala Lumpur via Doha,United Kingdom,3,negative,-0.8,appalling,negative,8,30
212,2024-09-22,2024,9,Economy Class,Couple Leisure,London to Kuala Lumpur via Doha,United Kingdom,3,negative,-0.8,failed,negative,7,31
212,2024-09-22,2024,9,Economy Class,Couple Leisure,London to Kuala Lumpur via Doha,United Kingdom,3,negative,-0.8,tense,negative,1,37
212,2024-09-22,2024,9,Economy Class,Couple Leisure,London to Kuala Lumpur via Doha,United Kingdom,3,negative,-0.8,clumsy,negative,1,37
212,2024-09-22,2024,9,Economy Class,Couple Leisure,London to Kuala Lumpur via Doha,United Kingdom,3,negative,-0.8,annoying,negative,16,22
213,2024-09-21,2024,9,Economy Class,Family Leisure,Doha to Kuala Lumpur,Bahrain,10,positive,0.9,refused,negative,12,26
214,2024-09-18,2024,9,Economy Class,Couple Leisure,Riyadh to Male via doha,Saudi Arabia,10,positive,0.85,delayed,negative,109,1
215,2024-09-18,2024,9,Economy Class,Family Leisure,Adelaide to Frankfurt,Australia,1,negative,-0.8,cancelled,negative,40,8
215,2024-09-18,2024,9,Economy Class,Family Leisure,Adelaide to Frankfurt,Australia,1,negative,-0.8,separate,negative,2,36
215,2024-09-18,2024,9,Economy Class,Family Leisure,Adelaide to Frankfurt,Australia,1,negative,-0.8,cramped,negative,40,8
215,2024-09-18,2024,9,Economy Class,Family Leisure,Adelaide to Frankfurt,Australia,1,negative,-0.8,mediocre,negative,19,20
216,2024-09-16,2024,9,Economy Class,Solo Leisure,Edinburgh to Kuala Lumpur via Doha,United Kingdom,4,negative,-0.8,uncomfortable,negative,65,2
216,2024-09-16,2024,9,Economy Class,Solo Leisure,Edinburgh to Kuala Lumpur via Doha,United Kingdom,4,negative,-0.8,lacking,negative,3,35
216,2024-09-16,2024,9,Economy Class,Solo Leisure,Edinburgh to Kuala Lumpur via Doha,United Kingdom,4,negative,-0.8,spill,negative,1,37
216,2024-09-16,2024,9,Economy Class,Solo Leisure,Edinburgh to Kuala Lumpur via Doha,United Kingdom,4,negative,-0.8,next to useless,negative,1,37
217,2024-09-15,2024,9,Economy Class,Family Leisure,Nairobi to San Francisco via Doha,United States,3,negative,-0.8,late,negative,46,6
217,2024-09-15,2024,9,Economy Class,Family Leisure,Nairobi to San Francisco via Doha,United States,3,negative,-0.8,denied,negative,15,23
217,2024-09-15,2024,9,Economy Class,Family Leisure,Nairobi to San Francisco via Doha,United States,3,negative,-0.8,lost,negative,14,24
217,2024-09-15,2024,9,Economy Class,Family Leisure,Nairobi to San Francisco via Doha,United States,3,negative,-0.8,frustrated,negative,16,22
218,2024-09-14,2024,9,Economy Class,Family Leisure,Perth to Dubai via Doha,Australia,1,negative,-0.8,moved,negative,1,37
218,2024-09-14,2024,9,Economy Class,Family Leisure,Perth to Dubai via Doha,Australia,1,negative,-0.8,separate,negative,2,36
218,2024-09-14,2024,9,Economy Class,Family Leisure,Perth to Dubai via Doha,Australia,1,negative,-0.8,can't help,negative,1,37
218,2024-09-14,2024,9,Economy Class,Family Leisure,Perth to Dubai via Doha,Australia,1,negative,-0.8,confirmed,negative,1,37
218,2024-09-14,2024,9,Economy Class,Family Leisure,Perth to Dubai via Doha,Australia,1,negative,-0.8,important,negative,1,37
219,2024-09-10,2024,9,Economy Class,Solo Leisure,Kuala Lumpur to Doha,Malaysia,5,neutral,0.2,small portion,negative,2,36
219,2024-09-10,2024,9,Economy Class,Solo Leisure,Kuala Lumpur to Doha,Malaysia,5,neutral,0.2,limited option,negative,1,37
219,2024-09-10,2024,9,Economy Class,Solo Leisure,Kuala Lumpur to Doha,Malaysia,5,neutral,0.2,not the best,negative,2,36
221,2024-09-09,2024,9,Economy Class,Solo Leisure,Oslo to Sharjah via Doha,United Kingdom,3,negative,-0.7,poor,negative,63,3
221,2024-09-09,2024,9,Economy Class,Solo Leisure,Oslo to Sharjah via Doha,United Kingdom,3,negative,-0.7,bland,negative,11,27
221,2024-09-09,2024,9,Economy Class,Solo Leisure,Oslo to Sharjah via Doha,United Kingdom,3,negative,-0.7,minuscule,negative,2,36
222,2024-09-08,2024,9,Economy Class,Solo Leisure,Dubai to Bangkok via Doha,Germany,6,neutral,0.1,unfun,negative,1,37
222,2024-09-08,2024,9,Economy Class,Solo Leisure,Dubai to Bangkok via Doha,Germany,6,neutral,0.1,40 min,negative,1,37
222,2024-09-08,2024,9,Economy Class,Solo Leisure,Dubai to Bangkok via Doha,Germany,6,neutral,0.1,did not work,negative,16,22
223,2024-09-06,2024,9,Economy Class,Solo Leisure,Bangkok to Dubai via Doha,Germany,4,mixed,-0.2,poorly padded,negative,1,37
223,2024-09-06,2024,9,Economy Class,Solo Leisure,Bangkok to Dubai via Doha,Germany,4,mixed,-0.2,below average,negative,7,31
223,2024-09-06,2024,9,Economy Class,Solo Leisure,Bangkok to Dubai via Doha,Germany,4,mixed,-0.2,unhappy,negative,4,34
223,2024-09-06,2024,9,Economy Class,Solo Leisure,Bangkok to Dubai via Doha,Germany,4,mixed,-0.2,poor in quality,negative,1,37
223,2024-09-06,2024,9,Economy Class,Solo Leisure,Bangkok to Dubai via Doha,Germany,4,mixed,-0.2,taste and presentation,negative,1,37
223,2024-09-06,2024,9,Economy Class,Solo Leisure,Bangkok to Dubai via Doha,Germany,4,mixed,-0.2,atmosphere of a budget terminal,negative,1,37
223,2024-09-06,2024,9,Economy Class,Solo Leisure,Bangkok to Dubai via Doha,Germany,4,mixed,-0.2,noise,negative,2,36
223,2024-09-06,2024,9,Economy Class,Solo Leisure,Bangkok to Dubai via Doha,Germany,4,mixed,-0.2,unorganized boarding,negative,1,37
223,2024-09-06,2024,9,Economy Class,Solo Leisure,Bangkok to Dubai via Doha,Germany,4,mixed,-0.2,long wait,negative,6,32
226,2024-08-27,2024,8,First Class,Family Leisure,Sydney to Doha,Qatar,10,mixed,-0.2,age showed,negative,1,37
226,2024-08-27,2024,8,First Class,Family Leisure,Sydney to Doha,Qatar,10,mixed,-0.2,need to refurbish,negative,1,37
228,2024-08-25,2024,8,Economy Class,Solo Leisure,Doha to Birmingham,Hong Kong,3,negative,-0.7,ignored,negative,17,21
228,2024-08-25,2024,8,Economy Class,Solo Leisure,Doha to Birmingham,Hong Kong,3,negative,-0.7,indifferent,negative,3,35
228,2024-08-25,2024,8,Economy Class,Solo Leisure,Doha to Birmingham,Hong Kong,3,negative,-0.7,frustrating,negative,14,24
230,2024-08-19,2024,8,Economy Class,Family Leisure,Singapore to Dubai,United Arab Emirates,1,negative,-0.8,missed,negative,26,15
230,2024-08-19,2024,8,Economy Class,Family Leisure,Singapore to Dubai,United Arab Emirates,1,negative,-0.8,luggages,negative,1,37
230,2024-08-19,2024,8,Economy Class,Family Leisure,Singapore to Dubai,United Arab Emirates,1,negative,-0.8,frustrating,negative,14,24
230,2024-08-19,2024,8,Economy Class,Family Leisure,Singapore to Dubai,United Arab Emirates,1,negative,-0.8,no one cared,negative,1,37
230,2024-08-19,2024,8,Economy Class,Family Leisure,Singapore to Dubai,United Arab Emirates,1,negative,-0.8,problem,negative,11,27
231,2024-08-16,2024,8,Economy Class,Family Leisure,Rome to Doha,Qatar,2,negative,-0.8,not together,negative,1,37
231,2024-08-16,2024,8,Economy Class,Family Leisure,Rome to Doha,Qatar,2,negative,-0.8,no one helped,negative,1,37
231,2024-08-16,2024,8,Economy Class,Family Leisure,Rome to Doha,Qatar,2,negative,-0.8,lied,negative,1,37
231,2024-08-16,2024,8,Economy Class,Family Leisure,Rome to Doha,Qatar,2,negative,-0.8,robotic,negative,5,33
231,2024-08-16,2024,8,Economy Class,Family Leisure,Rome to Doha,Qatar,2,negative,-0.8,complaint,negative,4,34
232,2024-08-12,2024,8,Economy Class,Family Leisure,Dubai to Manchester via Doha,United Kingdom,1,negative,-0.8,confused,negative,2,36
232,2024-08-12,2024,8,Economy Class,Family Leisure,Dubai to Manchester via Doha,United Kingdom,1,negative,-0.8,uncomfortable,negative,65,2
232,2024-08-12,2024,8,Economy Class,Family Leisure,Dubai to Manchester via Doha,United Kingdom,1,negative,-0.8,rubbish,negative,5,33
232,2024-08-12,2024,8,Economy Class,Family Leisure,Dubai to Manchester via Doha,United Kingdom,1,negative,-0.8,waiting,negative,14,24
233,2024-08-12,2024,8,Economy Class,Family Leisure,Dubai to Manchester via Doha,United Kingdom,3,negative,-0.8,disappointing,negative,53,5
233,2024-08-12,2024,8,Economy Class,Family Leisure,Dubai to Manchester via Doha,United Kingdom,3,negative,-0.8,frustrating,negative,14,24
233,2024-08-12,2024,8,Economy Class,Family Leisure,Dubai to Manchester via Doha,United Kingdom,3,negative,-0.8,underwhelming,negative,7,31
233,2024-08-12,2024,8,Economy Class,Family Leisure,Dubai to Manchester via Doha,United Kingdom,3,negative,-0.8,rudely,negative,3,35
233,2024-08-12,2024,8,Economy Class,Family Leisure,Dubai to Manchester via Doha,United Kingdom,3,negative,-0.8,inconsistent,negative,8,30
234,2024-08-08,2024,8,Economy Class,Solo Leisure,Washington to Nairobi via Doha,United States,2,negative,-0.8,delay,negative,42,7
234,2024-08-08,2024,8,Economy Class,Solo Leisure,Washington to Nairobi via Doha,United States,2,negative,-0.8,disorganization,negative,1,37
234,2024-08-08,2024,8,Economy Class,Solo Leisure,Washington to Nairobi via Doha,United States,2,negative,-0.8,inconvenience,negative,10,28
234,2024-08-08,2024,8,Economy Class,Solo Leisure,Washington to Nairobi via Doha,United States,2,negative,-0.8,careless,negative,3,35
234,2024-08-08,2024,8,Economy Class,Solo Leisure,Washington to Nairobi via Doha,United States,2,negative,-0.8,mishandled,negative,4,34
234,2024-08-08,2024,8,Economy Class,Solo Leisure,Washington to Nairobi via Doha,United States,2,negative,-0.8,missing,negative,6,32
234,2024-08-08,2024,8,Economy Class,Solo Leisure,Washington to Nairobi via Doha,United States,2,negative,-0.8,hyped,negative,1,37
235,2024-08-06,2024,8,Business Class,Solo Leisure,Adelaide to Barcelona via Doha,Australia,2,negative,-0.8,disappointing,negative,53,5
235,2024-08-06,2024,8,Business Class,Solo Leisure,Adelaide to Barcelona via Doha,Australia,2,negative,-0.8,terrible,negative,37,10
235,2024-08-06,2024,8,Business Class,Solo Leisure,Adelaide to Barcelona via Doha,Australia,2,negative,-0.8,unprofessional,negative,9,29
235,2024-08-06,2024,8,Business Class,Solo Leisure,Adelaide to Barcelona via Doha,Australia,2,negative,-0.8,charged more,negative,1,37
235,2024-08-06,2024,8,Business Class,Solo Leisure,Adelaide to Barcelona via Doha,Australia,2,negative,-0.8,low cost,negative,1,37
235,2024-08-06,2024,8,Business Class,Solo Leisure,Adelaide to Barcelona via Doha,Australia,2,negative,-0.8,letdown,negative,6,32
235,2024-08-06,2024,8,Business Class,Solo Leisure,Adelaide to Barcelona via Doha,Australia,2,negative,-0.8,cold,negative,17,21
236,2024-08-05,2024,8,Economy Class,Family Leisure,Jakarta to Amsterdam via Doha,Netherlands,4,negative,-0.8,poor,negative,63,3
236,2024-08-05,2024,8,Economy Class,Family Leisure,Jakarta to Amsterdam via Doha,Netherlands,4,negative,-0.8,delayed,negative,109,1
236,2024-08-05,2024,8,Economy Class,Family Leisure,Jakarta to Amsterdam via Doha,Netherlands,4,negative,-0.8,missed,negative,26,15
236,2024-08-05,2024,8,Economy Class,Family Leisure,Jakarta to Amsterdam via Doha,Netherlands,4,negative,-0.8,no staff,negative,1,37
236,2024-08-05,2024,8,Economy Class,Family Leisure,Jakarta to Amsterdam via Doha,Netherlands,4,negative,-0.8,fluent,negative,1,37
237,2024-08-04,2024,8,Business Class,Family Leisure,Nairobi to Madrid via Doha,United Kingdom,3,negative,-0.75,disappointed,negative,60,4
237,2024-08-04,2024,8,Business Class,Family Leisure,Nairobi to Madrid via Doha,United Kingdom,3,negative,-0.75,shocked,negative,3,35
237,2024-08-04,2024,8,Business Class,Family Leisure,Nairobi to Madrid via Doha,United Kingdom,3,negative,-0.75,worst long haul business class,negative,1,37
237,2024-08-04,2024,8,Business Class,Family Leisure,Nairobi to Madrid via Doha,United Kingdom,3,negative,-0.75,uncomfortable,negative,65,2
237,2024-08-04,2024,8,Business Class,Family Leisure,Nairobi to Madrid via Doha,United Kingdom,3,negative,-0.75,drama,negative,1,37
238,2024-08-01,2024,8,Economy Class,Couple Leisure,San Francisco to Ahmedabad via Doha,India,4,negative,-0.8,delayed,negative,109,1
238,2024-08-01,2024,8,Economy Class,Couple Leisure,San Francisco to Ahmedabad via Doha,India,4,negative,-0.8,irritating,negative,2,36
239,2024-07-30,2024,7,Economy Class,Solo Leisure,Dublin to Dubai via Doha,United Arab Emirates,3,negative,-0.8,poor,negative,63,3
239,2024-07-30,2024,7,Economy Class,Solo Leisure,Dublin to Dubai via Doha,United Arab Emirates,3,negative,-0.8,shoddy,negative,2,36
239,2024-07-30,2024,7,Economy Class,Solo Leisure,Dublin to Dubai via Doha,United Arab Emirates,3,negative,-0.8,run down,negative,1,37
239,2024-07-30,2024,7,Economy Class,Solo Leisure,Dublin to Dubai via Doha,United Arab Emirates,3,negative,-0.8,attitude,negative,1,37
239,2024-07-30,2024,7,Economy Class,Solo Leisure,Dublin to Dubai via Doha,United Arab Emirates,3,negative,-0.8,not listening,negative,1,37
240,2024-07-26,2024,7,Economy Class,Couple Leisure,Madrid to Johannesburg via Doha,South Africa,7,mixed,-0.3,booted out,negative,1,37
240,2024-07-26,2024,7,Economy Class,Couple Leisure,Madrid to Johannesburg via Doha,South Africa,7,mixed,-0.3,chaos,negative,17,21
240,2024-07-26,2024,7,Economy Class,Couple Leisure,Madrid to Johannesburg via Doha,South Africa,7,mixed,-0.3,stressful,negative,6,32
