review_id,year,month,seat_type,type_of_traveller,route,reviewer_country,overall_rating_10,sentiment_score,recommended,top_complaint,top_complaint_clean,cluster_id,cluster_label,sentiment_type
418,2023,9,Economy Class,Solo Leisure,Abu Dhabi to Bangkok via Doha,Germany,6,0.2,Yes,IFE not working throughout the flight,ife not working throughout the flight,2,Delayed Flight,complaint
419,2023,9,Economy Class,Family Leisure,Doha to Colombo,United Kingdom,1,-0.9,No,"seats reallocated, far from each other","seats reallocated, far from each other",4,Uncomfortable Seats,complaint
420,2023,9,Economy Class,Business,Entebbe to Vienna via Doha,Uganda,5,-0.4,No,"lost connection, long wait, no compensation","lost connection, long wait, no compensation",2,Delayed Flight,complaint
422,2023,9,Economy Class,Solo Leisure,Bangkok to Abu Dhabi via Doha,Germany,5,0.1,Yes,Food was a big letdown,food was a big letdown,1,Poor Food Quality,complaint
424,2023,9,Economy Class,Solo Leisure,Doha to Istanbul,United States,1,-0.8,No,Seat not in exit row despite extra fee,seat not in exit row despite extra fee,4,Uncomfortable Seats,complaint
426,2023,9,Business Class,Couple Leisure,Sydney to Athens via Doha,Australia,2,-0.8,No,"plane downgrade, no refund offered","plane downgrade, no refund offered",0,Poor Customer IFE,complaint
428,2023,9,Economy Class,Couple Leisure,Philadelphia to Delhi via Doha,United States,3,-0.8,No,Unable to select seat within 24 hrs,unable to select seat within 24 hrs,4,Uncomfortable Seats,complaint
430,2023,9,Economy Class,Family Leisure,Mumbai to Frankfurt via Doha,Germany,2,-0.8,No,inflight staff inexperienced or understaffed,inflight staff inexperienced or understaffed,7,Unhelpful/Rude Crew,complaint
433,2023,9,Economy Class,Couple Leisure,Bangkok to Gatwick via Doha,Thailand,1,-0.75,No,Seat comfort on 787 absolute zero,seat comfort on 787 absolute zero,4,Uncomfortable Seats,complaint
434,2023,9,Business Class,Business,Warsaw to Phuket via Doha,Poland,7,-0.75,Yes,Customer service ignores requests,customer service ignores requests,0,Poor Customer IFE,complaint
435,2023,9,Economy Class,Solo Leisure,Bangkok to Edinburgh via Doha,United Kingdom,4,-0.75,No,Food was terrible on both flights.,food was terrible on both flights.,1,Poor Food Quality,complaint
436,2023,9,Economy Class,Solo Leisure,Edinburgh to Bangkok via Doha,United Kingdom,8,-0.2,Yes,online boarding pass didn't work at security,online boarding pass didn't work at security,5,Boarding Experience,complaint
437,2023,9,Economy Class,Family Leisure,London to Kochi via Doha,United Kingdom,1,-0.8,No,"Seats were thin and very uncomfortable, no entertainment, food was horrible","seats were thin and very uncomfortable, no entertainment, food was horrible",4,Uncomfortable Seats,complaint
441,2023,9,Economy Class,Solo Leisure,Auckland to London via Doha,New Zealand,5,0.2,No,Seat change without notice,seat change without notice,4,Uncomfortable Seats,complaint
442,2023,9,Economy Class,Solo Leisure,Bangkok to London via Doha,United Kingdom,5,-0.75,No,"Mould on the ceiling and interior, badly cleaned surfaces","mould on the ceiling and interior, badly cleaned surfaces",0,Poor Customer IFE,complaint
443,2023,9,First Class,Solo Leisure,London to Doha,Qatar,9,-0.2,Yes,"delay not informed, poor Wi-Fi","delay not informed, poor wi-fi",8,WiFi Issues,complaint
444,2023,8,Economy Class,Solo Leisure,Montreal to Tehran via Doha,Iran,8,-0.7,Yes,"Low salt menu not honored, small portions","low salt menu not honored, small portions",1,Poor Food Quality,complaint
445,2023,8,Economy Class,Solo Leisure,Chicago to Doha,India,4,-0.75,No,"seat was quite uncomfortable, headphones not working","seat was quite uncomfortable, headphones not working",4,Uncomfortable Seats,complaint
448,2023,8,Business Class,Family Leisure,Singapore to Zurich via Doha,France,1,-0.8,No,"upgrade only for segment, no access to lounge","upgrade only for segment, no access to lounge",9,Lounge Experience,complaint
449,2023,8,Business Class,Solo Leisure,Zurich to Bangkok via Doha,Germany,4,0.2,Yes,Prime Class lounge was rather underwhelming,prime class lounge was rather underwhelming,9,Lounge Experience,complaint
450,2023,8,Economy Class,Couple Leisure,Bangkok to Berlin via Doha,Germany,4,-0.8,No,"Upgrade offer issues, double charge, poor service","upgrade offer issues, double charge, poor service",0,Poor Customer IFE,complaint
453,2023,8,Economy Class,Couple Leisure,Doha to Cape Town,South Africa,1,-0.8,No,"Meals inedible, seat issues, poor service","meals inedible, seat issues, poor service",1,Poor Food Quality,complaint
456,2023,8,Economy Class,Solo Leisure,Hanoi to Johannesburg via Dohs,Vietnam,8,0.7,Yes,tedious bus-gating in Doha,tedious bus-gating in doha,6,Doha Airport Experience,complaint
457,2023,8,Economy Class,Business,Maputo to Denpasar via Doha,Netherlands,3,-0.6,No,Internet was the worst I've experienced,internet was the worst i've experienced,0,Poor Customer IFE,complaint
458,2023,8,Economy Class,Family Leisure,Frankfurt to Perth via Doha,Belgium,7,-0.2,Yes,90 minutes transit time,90 minutes transit time,5,Boarding Experience,complaint
459,2023,8,Economy Class,Family Leisure,Rome to Denpasar via Doha,Australia,2,-0.8,No,"Small aircraft, uncomfortable seating","small aircraft, uncomfortable seating",4,Uncomfortable Seats,complaint
460,2023,8,Business Class,Business,Jarkata to Doha,Kenya,8,-0.75,Yes,denied lounge access,denied lounge access,9,Lounge Experience,complaint
463,2023,7,Economy Class,Family Leisure,Phuket to Brussels via Doha,Belgium,9,0.7,Yes,Seats not as booked,seats not as booked,4,Uncomfortable Seats,complaint
464,2023,7,Business Class,Solo Leisure,Manchester to Jakarta via Doha,United Kingdom,2,-0.8,No,"Delayed flight, no hotel offered, poor crew engagement","delayed flight, no hotel offered, poor crew engagement",2,Delayed Flight,complaint
465,2023,7,Business Class,Business,Bangkok to Zurich via Doha,Germany,3,-0.8,No,downgraded to old seating multiple times,downgraded to old seating multiple times,4,Uncomfortable Seats,complaint
466,2023,7,Economy Class,Solo Leisure,Dublin to Dubai via Doha,Ireland,1,-0.9,No,"missed connecting flight, delayed luggage","missed connecting flight, delayed luggage",2,Delayed Flight,complaint
468,2023,7,Economy Class,Family Leisure,London to Cochin via Doha,United Kingdom,1,-0.8,No,Quality of food has gone down,quality of food has gone down,1,Poor Food Quality,complaint
469,2023,7,Economy Class,Solo Leisure,Manila to Montreal via Doha,Philippines,10,0.92,Yes,check in process was quiet slow,check in process was quiet slow,0,Poor Customer IFE,complaint
470,2023,7,Business Class,Family Leisure,New York to Doha,United States,1,-0.75,No,IFE system did not work,ife system did not work,0,Poor Customer IFE,complaint
472,2023,7,Economy Class,Family Leisure,Johannesburg to Bali via Doha,South Africa,2,-0.8,No,"staff unfriendly, unorganized service","staff unfriendly, unorganized service",7,Unhelpful/Rude Crew,complaint
474,2023,7,Economy Class,Solo Leisure,Mumbai to Chicago via Doha,India,2,-0.75,No,Seat was uncomfortable despite premium payment.,seat was uncomfortable despite premium payment.,4,Uncomfortable Seats,complaint
475,2023,7,Economy Class,Solo Leisure,Philadelphia to Doha,United States,1,-0.8,No,"delayed to next flight, no lounge access","delayed to next flight, no lounge access",9,Lounge Experience,complaint
476,2023,7,Business Class,Solo Leisure,Doha to Cape Town,New Zealand,8,-0.2,Yes,"Meal took an hour, tables not cleared quickly","meal took an hour, tables not cleared quickly",1,Poor Food Quality,complaint
477,2023,7,Economy Class,Solo Leisure,Abu Dhabi to Manchester via Doha,United Arab Emirates,1,-0.8,No,"No updates, poor customer service","no updates, poor customer service",0,Poor Customer IFE,complaint
478,2023,7,Business Class,Business,New York JFK to Doha,Hong Kong,9,0.85,Yes,Inflight WIFI system could no longer recognize me after napping.,inflight wifi system could no longer recognize me after napping.,8,WiFi Issues,complaint
479,2023,6,Economy Class,Family Leisure,Boston to Dhaka via Doha,United States,3,-0.9,No,food was disgusting,food was disgusting,1,Poor Food Quality,complaint
480,2023,6,Economy Class,Business,Frankfurt to Bangkok via Doha,Germany,5,0.1,Yes,"Stressed crew, no entertainment choices","stressed crew, no entertainment choices",7,Unhelpful/Rude Crew,complaint
481,2023,6,Economy Class,Solo Leisure,Los Angeles to Lagos via Doha,United States,3,-0.3,No,Poor customer service on phone,poor customer service on phone,0,Poor Customer IFE,complaint
482,2023,6,Economy Class,Business,Abu Dhabi to Bucharest via Doha,Romania,1,-0.85,No,"delay, voucher insufficient, hounding by hostesses","delay, voucher insufficient, hounding by hostesses",7,Unhelpful/Rude Crew,complaint
483,2023,6,Economy Class,Family Leisure,Paris to Jakarta via Doha,France,6,-0.6,No,"Man put seat in full recline, blocked legs","man put seat in full recline, blocked legs",4,Uncomfortable Seats,complaint
484,2023,6,Economy Class,Solo Leisure,Doha to Hanoi,Vietnam,8,0.7,Yes,"ridiculous poor quality beers, small wineglasses","ridiculous poor quality beers, small wineglasses",9,Lounge Experience,complaint
486,2023,6,Economy Class,Solo Leisure,Madrid to Doha,Qatar,5,-0.3,Yes,seat was uncomfortable,seat was uncomfortable,4,Uncomfortable Seats,complaint
490,2023,6,Economy Class,Business,Bangkok to Frankfurt via Doha,Germany,5,-0.7,Yes,"declining catering quality, sticky table","declining catering quality, sticky table",1,Poor Food Quality,complaint
491,2023,6,Economy Class,Couple Leisure,Athens to Sydney via Doha,Australia,4,-0.8,No,"Food below average, regular service and aircraft toilets not clean","food below average, regular service and aircraft toilets not clean",1,Poor Food Quality,complaint
493,2023,5,Business Class,Couple Leisure,Doha to Ord,United States,6,-0.8,Yes,"switched from suites to old, uncomfortable seats","switched from suites to old, uncomfortable seats",4,Uncomfortable Seats,complaint
494,2023,5,Business Class,Solo Leisure,London to Abu Dhabi via Doha,United Kingdom,3,-0.8,No,"Baggage destroyed, no resolution.","baggage destroyed, no resolution.",3,Baggage Lost,complaint
495,2023,5,Economy Class,Business,Doha to Chicago,United States,4,-0.8,No,"Seat not as promised, center exit row","seat not as promised, center exit row",4,Uncomfortable Seats,complaint
496,2023,5,Business Class,Solo Leisure,Manila to Istanbul via Doha,Philippines,9,0.8,Yes,unnecessary boarding card checks,unnecessary boarding card checks,5,Boarding Experience,complaint
497,2023,5,Economy Class,Couple Leisure,Prague to Doha,Thailand,9,0.7,Yes,transfering with bus was too long,transfering with bus was too long,5,Boarding Experience,complaint
498,2023,5,Economy Class,Couple Leisure,Bangkok to Doha,Thailand,9,-0.7,Yes,Seat did not recline properly,seat did not recline properly,4,Uncomfortable Seats,complaint
499,2023,5,Economy Class,Couple Leisure,Delhi to Manchester via Doha,United Kingdom,9,0.8,Yes,BA staff unable to resolve issue,ba staff unable to resolve issue,7,Unhelpful/Rude Crew,complaint
500,2023,5,Economy Class,Family Leisure,Athens to Melbourne via Doha,Australia,1,-0.9,No,excess baggage charges too high,excess baggage charges too high,3,Baggage Lost,complaint
503,2023,5,Business Class,Business,Doha to Frankfurt,Germany,9,0.9,Yes,Economy boarding first caused confusion,economy boarding first caused confusion,5,Boarding Experience,complaint
505,2023,5,Economy Class,Solo Leisure,Dallas to Delhi via Doha,United States,2,-0.8,No,"Luggage didn't arrive, boarding issues","luggage didn't arrive, boarding issues",3,Baggage Lost,complaint
506,2023,5,Business Class,Solo Leisure,Phuket to Doha,Sweden,8,0.2,Yes,Privacy screen doesn't extend enough.,privacy screen doesn't extend enough.,0,Poor Customer IFE,complaint
507,2023,5,Business Class,Solo Leisure,Doha to Phuket,Sweden,10,0.6,Yes,free wi-fi isn't included,free wi-fi isn't included,8,WiFi Issues,complaint
508,2023,5,Business Class,Solo Leisure,Stockholm to Doha,Sweden,9,-0.2,Yes,Lunch was quite poor in selection and quality,lunch was quite poor in selection and quality,1,Poor Food Quality,complaint
510,2023,5,Economy Class,Family Leisure,Nairobi to Dublin via Doha,Ireland,9,0.8,Yes,delay in Nairobi and baggage issue,delay in nairobi and baggage issue,3,Baggage Lost,complaint
514,2023,4,Economy Class,Solo Leisure,Atlanta to Kuala Lumpur via Doha,United States,3,-0.8,No,reprimanded for purchasing two tickets,reprimanded for purchasing two tickets,0,Poor Customer IFE,complaint
515,2023,4,Business Class,Solo Leisure,Delhi to São Paulo via Doha,United States,2,-0.75,No,Seat reassignment without notice,seat reassignment without notice,4,Uncomfortable Seats,complaint
518,2023,4,Business Class,Solo Leisure,Doha to Johannesburg,South Africa,2,-0.8,No,"ancient aircraft, poor seating configuration","ancient aircraft, poor seating configuration",4,Uncomfortable Seats,complaint
519,2023,4,Business Class,Solo Leisure,Geneva to Doha,South Africa,10,-0.3,Yes,"Parking space in middle of nowhere, followed by 45 min bus ride to terminal","parking space in middle of nowhere, followed by 45 min bus ride to terminal",5,Boarding Experience,complaint
520,2023,4,Business Class,Business,Doha to Bangkok,Thailand,7,-0.6,Yes,"Breakfast requests mishandled, late and wrong","breakfast requests mishandled, late and wrong",1,Poor Food Quality,complaint
521,2023,4,Economy Class,Family Leisure,Dublin to Tokyo via Doha,Japan,6,0.2,Yes,re-checking bags in Tokyo,re-checking bags in tokyo,3,Baggage Lost,complaint
522,2023,4,Economy Class,Solo Leisure,São Paulo to Cape Town via Doha,Brazil,7,-0.2,No,Wi-fi not working and no help,wi-fi not working and no help,8,WiFi Issues,complaint
525,2023,4,Economy Class,Couple Leisure,Manchester to Kuala Lumpur via Doha,United Kingdom,7,0.2,Yes,Seats on B777 are very uncomfortable,seats on b777 are very uncomfortable,4,Uncomfortable Seats,complaint
527,2023,3,Economy Class,Couple Leisure,Munich to Phuket via Doha,Germany,3,-0.8,No,Seats too narrow for comfort,seats too narrow for comfort,4,Uncomfortable Seats,complaint
529,2023,3,Economy Class,Couple Leisure,Barcelona to Goa via Doha,Spain,7,0.1,Yes,"plane class changed, no seats as booked","plane class changed, no seats as booked",4,Uncomfortable Seats,complaint
534,2023,3,Economy Class,Business,San Francisco to Nairobi via Doha,United States,1,-0.8,No,"poor meals, uncomfortable seat, late flight","poor meals, uncomfortable seat, late flight",4,Uncomfortable Seats,complaint
537,2023,3,Business Class,Solo Leisure,Brisibane to Zurich via Doha,Switzerland,4,-0.2,No,Customer service ignored my complaint,customer service ignored my complaint,0,Poor Customer IFE,complaint
538,2023,3,First Class,Business,Bangkok to Doha,Vietnam,8,-0.2,Yes,Award booking took weeks to book,award booking took weeks to book,5,Boarding Experience,complaint
540,2023,3,Economy Class,Solo Leisure,Sydney to Doha,United Kingdom,7,-0.3,Yes,water has to be requested,water has to be requested,0,Poor Customer IFE,complaint
541,2023,3,Economy Class,Family Leisure,Singapore to Doha,Singapore,1,-0.8,No,no updates on trumpet,no updates on trumpet,0,Poor Customer IFE,complaint
542,2023,3,Business Class,Couple Leisure,Cape Town to Gatwick via Doha,United Kingdom,2,-0.75,No,"poor Doha experience, no Q Suite on return flight","poor doha experience, no q suite on return flight",6,Doha Airport Experience,complaint
543,2023,3,Business Class,Couple Leisure,New York to Diha,United States,5,-0.8,No,"flight delayed, missed connection","flight delayed, missed connection",2,Delayed Flight,complaint
544,2023,3,Business Class,Business,Atlanta to Bangalore via Doha,United States,6,-0.3,No,operational issue with seat change,operational issue with seat change,4,Uncomfortable Seats,complaint
546,2023,3,Business Class,Business,Doha to Denpasar,United States,4,-0.3,No,"Baggage not loaded, no updates","baggage not loaded, no updates",3,Baggage Lost,complaint
547,2023,2,Economy Class,Family Leisure,London to Singapore via Doha,United Kingdom,3,-0.8,No,"Kids meals were awful, not touched.","kids meals were awful, not touched.",1,Poor Food Quality,complaint
548,2023,2,Economy Class,Solo Leisure,Manila to Zurich via Doha,Switzerland,3,-0.8,No,"seating issues, overbooked flight","seating issues, overbooked flight",4,Uncomfortable Seats,complaint
549,2023,2,Economy Class,Family Leisure,Kochi to Manchester via Doha,United Kingdom,4,-0.8,No,"no warm food, just basic sandwiches","no warm food, just basic sandwiches",1,Poor Food Quality,complaint
550,2023,2,Economy Class,Solo Leisure,madrid to sharjah via dona,Spain,7,0.2,Yes,Wi-Fi didn't work and no toilets,wi-fi didn't work and no toilets,8,WiFi Issues,complaint
551,2023,2,Economy Class,Family Leisure,Dusseldorf to Doha,Germany,6,-0.2,Yes,Legroom was awful and seat hard,legroom was awful and seat hard,4,Uncomfortable Seats,complaint
552,2023,2,Business Class,Solo Leisure,Islamabad to Chicago via Doha,United States,10,0.8,Yes,planes changed at the last moment,planes changed at the last moment,2,Delayed Flight,complaint
556,2023,2,Economy Class,Solo Leisure,Athens to Bangkok via Doha,Greece,5,-0.75,No,"old A330-300, limited seat space, no wifi","old a330-300, limited seat space, no wifi",8,WiFi Issues,complaint
557,2023,2,Economy Class,Family Leisure,Dublin to Doha,United Kingdom,3,-0.3,No,"no kids meals, ife rubbish plane old and dirty","no kids meals, ife rubbish plane old and dirty",1,Poor Food Quality,complaint
561,2023,2,Economy Class,Couple Leisure,Frankfurt to Melbourne via Doha,Germany,2,-0.8,No,"seats were not comfortable, long wait for beer","seats were not comfortable, long wait for beer",4,Uncomfortable Seats,complaint
564,2023,1,Economy Class,Solo Leisure,London to Kuala Lumpur via Doha,United Kingdom,2,-0.8,No,£350 deducted from refund,£350 deducted from refund,0,Poor Customer IFE,complaint
567,2023,1,Economy Class,Solo Leisure,Abu Dhabi to Nairobi via Doha,Kenya,5,-0.75,No,"Terrible seat pitch. Tiny, faded IFE screens.","terrible seat pitch. tiny, faded ife screens.",4,Uncomfortable Seats,complaint
568,2023,1,Economy Class,Business,London to Doha,United Kingdom,4,-0.7,No,no choice of breakfast food,no choice of breakfast food,1,Poor Food Quality,complaint
570,2023,1,Economy Class,Solo Leisure,Paris to Sydney via Doha,Australia,1,-0.8,No,"seat didn't recline properly, empty seats next to me","seat didn't recline properly, empty seats next to me",4,Uncomfortable Seats,complaint
572,2023,1,Business Class,Solo Leisure,Munich to Bangkok via Doha,Thailand,8,0.7,Yes,long bus transfer due to remote position of aircraft,long bus transfer due to remote position of aircraft,5,Boarding Experience,complaint
573,2023,1,Economy Class,Solo Leisure,Bangkok to Prague via Doha,Czech Republic,10,0.85,Yes,Hard rain during boarding without cover,hard rain during boarding without cover,5,Boarding Experience,complaint
574,2023,1,Economy Class,Solo Leisure,Tokyo to Sao Paulo via Doha,Brazil,3,-0.8,No,"system failure, unreserved seats","system failure, unreserved seats",4,Uncomfortable Seats,complaint
575,2023,1,Business Class,Solo Leisure,Kathmandu to Toronto via Montreal & Doha,Canada,6,-0.8,No,"outsource to Air Canada, denied lounge access","outsource to air canada, denied lounge access",9,Lounge Experience,complaint
578,2022,12,Economy Class,Couple Leisure,Philadelphia to Male via Doha,United States,3,-0.8,Yes,multiple flight changes and seat issues,multiple flight changes and seat issues,4,Uncomfortable Seats,complaint
579,2022,12,Business Class,Solo Leisure,Bangkok to Munich via Doha,Germany,4,-0.4,Yes,"chaotic bus gate area with unorganized lines, frustrated and rude gate agents","chaotic bus gate area with unorganized lines, frustrated and rude gate agents",5,Boarding Experience,complaint
580,2022,12,Economy Class,Couple Leisure,Doha to Ho Chi Minh City,Vietnam,6,0.3,Yes,miss-scheduled flights due to heavy traffic,miss-scheduled flights due to heavy traffic,2,Delayed Flight,complaint
581,2022,12,Business Class,Business,Erbil to Kilimanjaro via Doha,United States,4,-0.8,No,"Long security line, missed connecting flight","long security line, missed connecting flight",2,Delayed Flight,complaint
582,2022,12,Economy Class,Couple Leisure,Bangkok to Doha,Australia,2,-0.9,No,Long queue at the gate for 5 hours,long queue at the gate for 5 hours,5,Boarding Experience,complaint
586,2022,12,Economy Class,Solo Leisure,Phuket to Doha,New Zealand,2,-0.8,No,"Seat without a window, cabin service ignored","seat without a window, cabin service ignored",4,Uncomfortable Seats,complaint
587,2022,12,Economy Class,Couple Leisure,Montreal to Dammam via Doha,Canada,3,-0.8,No,"Food was horrible, uncomfortable eye covers","food was horrible, uncomfortable eye covers",1,Poor Food Quality,complaint
588,2022,12,Business Class,Solo Leisure,Cape Town to Doha,Germany,7,-0.3,Yes,Lousy lounge in CPT International.,lousy lounge in cpt international.,9,Lounge Experience,complaint
591,2022,11,Economy Class,Family Leisure,Munich to Kilimanjaro via Doha,Germany,7,-0.2,Yes,"Website and mobile app issues, poor chat support","website and mobile app issues, poor chat support",0,Poor Customer IFE,complaint
592,2022,11,Economy Class,Couple Leisure,Singapore to Doha,Germany,1,-0.8,No,"technical problems, long wait at airport","technical problems, long wait at airport",2,Delayed Flight,complaint
593,2022,11,Economy Class,Solo Leisure,Singapore to Frankfurt via Doha,Singapore,8,0.2,Yes,Narrow seat pitch on B787,narrow seat pitch on b787,4,Uncomfortable Seats,complaint
594,2022,11,Economy Class,Business,Bali to Berlin via Doha,Germany,1,-0.85,No,"Flight canceled, late notification, lounge cancellation","flight canceled, late notification, lounge cancellation",2,Delayed Flight,complaint
595,2022,11,Business Class,Couple Leisure,Oslo to Singapore via Doha,Netherlands,8,-0.3,Yes,"service for middle seats is bothersome, staff not attentive","service for middle seats is bothersome, staff not attentive",7,Unhelpful/Rude Crew,complaint
596,2022,11,Business Class,Solo Leisure,Denpasar to Doha,Sweden,4,-0.3,Yes,forgot to load pj's for Business class,forgot to load pj's for business class,0,Poor Customer IFE,complaint
597,2022,11,Business Class,Solo Leisure,Doha to Washington,Qatar,9,0.8,Yes,WiFi is not good,wifi is not good,8,WiFi Issues,complaint
598,2022,11,Economy Class,Couple Leisure,Maldives to Miami via Doha,United States,3,-0.3,Yes,"Seat discomfort due to tall passenger, no attention from crew","seat discomfort due to tall passenger, no attention from crew",4,Uncomfortable Seats,complaint
600,2022,11,Economy Class,Couple Leisure,Brussels to Colombo via Doha,Belgium,5,-0.9,No,never heard from them again,never heard from them again,0,Poor Customer IFE,complaint
601,2022,11,Business Class,Business,Warsaw to Manila via Doha,Ukraine,1,-0.85,No,unprofessional check-in and customer support,unprofessional check-in and customer support,0,Poor Customer IFE,complaint
602,2022,11,Business Class,Solo Leisure,Frankfurt to Bangkok via Doha,Thailand,8,0.3,Yes,no lounge access due to closure,no lounge access due to closure,9,Lounge Experience,complaint
603,2022,11,Economy Class,Solo Leisure,Frankfurt to Singapore via Doha,Germany,8,0.8,Yes,meal service inconsistent,meal service inconsistent,1,Poor Food Quality,complaint
606,2022,11,Business Class,Family Leisure,Amsterdam to Dubai via Doha,Netherlands,8,0.7,Yes,last minute seat change,last minute seat change,4,Uncomfortable Seats,complaint
608,2022,10,Business Class,Family Leisure,Doha to Philadelphia,United States,5,-0.3,Yes,"seating issues, broken USB ports and TVs","seating issues, broken usb ports and tvs",4,Uncomfortable Seats,complaint
610,2022,10,Economy Class,Family Leisure,Montreal to Doha,Canada,5,-0.75,No,food was horrible and not sufficient,food was horrible and not sufficient,1,Poor Food Quality,complaint
611,2022,10,Economy Class,Business,Kuala Lumpur to Milan via Doha,Malaysia,3,-0.8,No,people were left alone in desperate search,people were left alone in desperate search,7,Unhelpful/Rude Crew,complaint
612,2022,10,Economy Class,Business,Doha to London,Italy,3,-0.8,No,worse seat than non exit row,worse seat than non exit row,4,Uncomfortable Seats,complaint
615,2022,10,Business Class,Couple Leisure,Zurich to Mactan via Doha,Philippines,7,0.3,Yes,chaotic boarding process,chaotic boarding process,5,Boarding Experience,complaint
617,2022,10,Business Class,Couple Leisure,Zurich to Cebu via Doha,Philippines,8,-0.2,Yes,leased aircraft not up to standard,leased aircraft not up to standard,0,Poor Customer IFE,complaint
618,2022,10,Business Class,Solo Leisure,Doha to Cape Town,Germany,5,-0.7,No,"QSuite not supplied, old seats uncomfortable","qsuite not supplied, old seats uncomfortable",4,Uncomfortable Seats,complaint
619,2022,10,Economy Class,Solo Leisure,Mumbai to Budapest via Doha,Italy,5,-0.8,No,Food was bland and warm wine ruined the meal,food was bland and warm wine ruined the meal,1,Poor Food Quality,complaint
620,2022,10,Business Class,Couple Leisure,Doha to Bangkok,Thailand,7,0.3,Yes,inadequate food on the flight,inadequate food on the flight,1,Poor Food Quality,complaint
621,2022,10,Business Class,Couple Leisure,Madrid to Doha,Thailand,7,0.6,Yes,Iberia check-in issues,iberia check-in issues,0,Poor Customer IFE,complaint
622,2022,10,Business Class,Solo Leisure,Doha to Denpasar,Sweden,8,-0.2,Yes,"sold out burgers, soggy fish and chips","sold out burgers, soggy fish and chips",1,Poor Food Quality,complaint
623,2022,10,Business Class,Solo Leisure,Stockholm to Doha,Sweden,8,0.3,Yes,Salmon was very overdone and dry,salmon was very overdone and dry,1,Poor Food Quality,complaint
624,2022,10,Business Class,Solo Leisure,Bangkok to Frankfurt via Doha,Thailand,5,-0.3,Yes,long wait and chaos at the bus gates,long wait and chaos at the bus gates,5,Boarding Experience,complaint
625,2022,10,Economy Class,Couple Leisure,Johannesburg to Rome via Doha,South Africa,9,0.8,Yes,Rome was less than expected in terms of customer service.,rome was less than expected in terms of customer service.,0,Poor Customer IFE,complaint
628,2022,10,Business Class,Couple Leisure,Dublin to Bangkok via Doha,United Kingdom,1,-0.8,No,Failed to make the refund,failed to make the refund,0,Poor Customer IFE,complaint
629,2022,10,Business Class,Couple Leisure,Bangkok to Doha,Thailand,5,-0.75,Yes,Meal service was haphazard and chaotic.,meal service was haphazard and chaotic.,1,Poor Food Quality,complaint
630,2022,10,Business Class,Couple Leisure,Doha to Madrid,Thailand,7,-0.6,Yes,food and miserly portion,food and miserly portion,1,Poor Food Quality,complaint
631,2022,10,Economy Class,Family Leisure,Mumbai to Atlanta via Doha,United States,8,0.7,Yes,repeated commercial pages in flight map were annoying,repeated commercial pages in flight map were annoying,5,Boarding Experience,complaint
632,2022,10,Economy Class,Solo Leisure,Los Angeles to Cairo via Doha,United States,1,-0.8,No,"Flight booking issues, stranded for 4 days","flight booking issues, stranded for 4 days",2,Delayed Flight,complaint
633,2022,10,Economy Class,Couple Leisure,Colombo to Helsinki via Doha,Sri Lanka,4,-0.75,No,food was not up to the mark,food was not up to the mark,1,Poor Food Quality,complaint
636,2022,10,Economy Class,Family Leisure,Doha to Melbourne,Australia,3,-0.8,No,Seats given to someone else,seats given to someone else,4,Uncomfortable Seats,complaint
637,2022,10,Economy Class,Solo Leisure,Islamabad to London Gatwick via Doha,United Kingdom,10,0.8,Yes,Disturbing passenger in seat next to me.,disturbing passenger in seat next to me.,4,Uncomfortable Seats,complaint
638,2022,10,Economy Class,Solo Leisure,Doha to Beirut,Brazil,6,0.2,No,limited food choices and outdated entertainment system,limited food choices and outdated entertainment system,1,Poor Food Quality,complaint
639,2022,10,Economy Class,Couple Leisure,New York to Kilimanjaro via Doha,United States,1,-0.8,No,Qatar customer service not refunding,qatar customer service not refunding,6,Doha Airport Experience,complaint
640,2022,10,Economy Class,Solo Leisure,Montreal to Goa via Doha,Canada,2,0.2,No,"stranded at gate, poor food service","stranded at gate, poor food service",1,Poor Food Quality,complaint
642,2022,10,Economy Class,Business,Doha to Jakarta,Indonesia,9,0.7,Yes,airplanes parked far from terminal,airplanes parked far from terminal,5,Boarding Experience,complaint
643,2022,10,Economy Class,Business,Zurich to Doha,Indonesia,9,0.7,Yes,"Boarding started late, reason unknown.","boarding started late, reason unknown.",5,Boarding Experience,complaint
646,2022,10,Business Class,Couple Leisure,Johannesburg to Bangkok via Doha,South Africa,1,-0.8,No,"Seats not available, no refund","seats not available, no refund",4,Uncomfortable Seats,complaint
647,2022,10,Business Class,Business,London to Melbourne via Doha,Australia,1,-0.9,No,missed connecting flight due to late departure,missed connecting flight due to late departure,2,Delayed Flight,complaint
650,2022,9,Business Class,Family Leisure,Doha to Paris,Qatar,6,-0.7,Yes,catering service declining,catering service declining,1,Poor Food Quality,complaint
652,2022,9,Economy Class,Couple Leisure,Doha to Brussels,Belgium,2,-0.8,No,"too many people crammed in, uncomfortable seats","too many people crammed in, uncomfortable seats",4,Uncomfortable Seats,complaint
653,2022,9,Economy Class,Solo Leisure,Seattle to Doha,United States,2,-0.8,No,"no one at the gate, spent night in airport","no one at the gate, spent night in airport",5,Boarding Experience,complaint
654,2022,9,Economy Class,Solo Leisure,Perth to London via Doha,Australia,8,-0.2,Yes,Food and staff issues on second leg,food and staff issues on second leg,7,Unhelpful/Rude Crew,complaint
