review_id,year,seat_type,type_of_traveller,route,overall_rating_10,sentiment_score,top_praise,frequency,rank
395,2023,Economy Class,Solo Leisure,Doha to Seattle,10,0.9,cabin crew was super nice during the whole journey,1,3
396,2023,Economy Class,Solo Leisure,Paris to Melbourne via Doha,10,0.9,another great experience flying with qatar airways,1,3
397,2023,Business Class,Couple Leisure,Vienna to Kuwait via Doha,10,0.9,cabin crew were all very accommodating and excellent,1,3
398,2023,Economy Class,Business,Colombo to Doha,7,0.3,food was great,1,3
399,2023,Economy Class,Business,Doha to London Heathrow,10,0.85,"ife is exceptional, great food, on time",1,3
401,2023,Business Class,Couple Leisure,London Heathrow to Dubai via Doha,8,-0.2,excellent food and seats on a380,1,3
402,2023,Business Class,Couple Leisure,Dubai to Gatwick via Doha,7,-0.3,excellent experience seats comfortable,1,3
403,2023,Economy Class,Couple Leisure,London Heathrow to Denpasar Bali via Doha,10,0.8,"five star customer service provided by namvkwla, tae vi and calvin",1,3
405,2023,Economy Class,Solo Leisure,Bangkok to Doha,9,0.7,"food was very nice, had a nice sleep",1,3
407,2023,Economy Class,Business,Washington to Kathmanda via Doha,10,0.95,"exceptional service, welcoming, warm, professional",1,3
409,2023,Economy Class,Family Leisure,Doha to Bangkok,10,0.95,"exceptional service, friendly crew",1,3
412,2023,Economy Class,Solo Leisure,Bangkok to Vienna via Doha,8,0.7,"staff very professional and friendly, food options above average",1,3
413,2023,Business Class,Business,Singapore to Rome via Doha,6,-0.3,pretty good service and food,1,3
415,2023,Economy Class,Couple Leisure,Vienna to Singapore via Doha,10,0.9,staff helped tremendously,1,3
416,2023,First Class,Solo Leisure,Doha to Kuwait,7,-0.2,first class lounge in doha is amazing,1,3
417,2023,Economy Class,Couple Leisure,Athens to Melbourne via Doha,9,0.9,experience couldn’t have been better,1,3
418,2023,Economy Class,Solo Leisure,Abu Dhabi to Bangkok via Doha,6,0.2,good service and decent snack on first leg,1,3
420,2023,Economy Class,Business,Entebbe to Vienna via Doha,5,-0.4,"good service on board, comfortable seats",1,3
421,2023,Economy Class,Solo Leisure,Doha to Frankfurt,10,0.9,the service was amazing,1,3
422,2023,Economy Class,Solo Leisure,Bangkok to Abu Dhabi via Doha,5,0.1,cabin crew was friendly and efficient throughout the flight,1,3
423,2023,Business Class,Business,Doha to Auckland,10,0.9,staff and aircraft were fantastic,1,3
425,2023,Economy Class,Family Leisure,Johannesburg to Barcelona via Doha,10,0.9,"outstanding service, personal touch",1,3
427,2023,Business Class,Business,Brisbane to Paris via Doha,10,0.95,incredible experience from start to finish,1,3
429,2023,Business Class,Solo Leisure,Beirut to Tokyo via Doha,10,0.9,"highly polished, professional service",1,3
431,2023,Business Class,Solo Leisure,Doha to Tokyo,10,0.9,drink and meal service was amazing,1,3
432,2023,Economy Class,Solo Leisure,London Heathrow to Doha,10,0.95,check in service at heathrow was an absolute pleasure,1,3
433,2023,Economy Class,Couple Leisure,Bangkok to Gatwick via Doha,1,-0.75,staff good,1,3
435,2023,Economy Class,Solo Leisure,Bangkok to Edinburgh via Doha,4,-0.75,"in flight entertainment is superb, credit where credit is due.",1,3
436,2023,Economy Class,Solo Leisure,Edinburgh to Bangkok via Doha,8,-0.2,food on these flights was really tasty,1,3
438,2023,Business Class,Business,Sydney to Rome via Doha,10,0.95,"exceptional service, safe hands",1,3
439,2023,Economy Class,Family Leisure,Islamabad to London via Doha,10,0.95,everything was just amazing,1,3
440,2023,Economy Class,Business,Geneva to Colombo via Doha,9,0.9,service throughout was exceptional,1,3
441,2023,Economy Class,Solo Leisure,Auckland to London via Doha,5,0.2,nice and apologetic cabin crew,1,3
442,2023,Economy Class,Solo Leisure,Bangkok to London via Doha,5,-0.75,onboard staff who did the best they could,1,3
443,2023,First Class,Solo Leisure,London to Doha,9,-0.2,fantastic personal service by maria and stephanie,1,3
446,2023,Business Class,Solo Leisure,Doha to Mumbai,8,0.85,"amazingly comfortable seat, excellent food, great service",1,3
447,2023,Business Class,Business,Dallas to Johannesburg via Doha,7,0.7,"good service, good food and comfortable sleep",1,3
449,2023,Business Class,Solo Leisure,Zurich to Bangkok via Doha,4,0.2,flight to doha was very good with great catering and good service. flight from doha to bkk by the all thai cabin crew was great,1,3
451,2023,Economy Class,Solo Leisure,Doha to New York JFK,8,0.9,outstanding service by ms. amanat,1,3
452,2023,Business Class,Solo Leisure,Milan to Windhoek via Doha,10,0.9,excellent service provided as usual,1,3
454,2023,Business Class,Solo Leisure,Jakarta to Philadelphia via Doha,8,0.8,"cabin crew was friendly, food taste is amazing",1,3
455,2023,Economy Class,Business,Perth to Riyadh via Doha,10,0.9,excellent service as always by qatar,1,3
456,2023,Economy Class,Solo Leisure,Hanoi to Johannesburg via Dohs,8,0.7,"fa were energetic, well rested, groomed, and in a sparkling mood",1,3
461,2023,Business Class,Family Leisure,Bucharest to Singapore via Doha,10,0.95,"outstanding experience, amazing service",1,3
462,2023,First Class,Business,Doha to Warsaw,10,0.85,food was amazing,1,3
463,2023,Economy Class,Family Leisure,Phuket to Brussels via Doha,9,0.7,friendly staff member ruan,1,3
465,2023,Business Class,Business,Bangkok to Zurich via Doha,3,-0.8,great food and service on bangkok to doha sector,1,3
467,2023,Economy Class,Solo Leisure,London to Lagos via Doha,9,0.9,professional and top-notch with contagious smile,1,3
469,2023,Economy Class,Solo Leisure,Manila to Montreal via Doha,10,0.92,best service provided,1,3
470,2023,Business Class,Family Leisure,New York to Doha,1,-0.75,seats and staff were great,1,3
471,2023,Premium Economy,Business,Johannesburg to Baghdad via Doha,10,0.9,"flights always on time, professional and friendly personnel",1,3
473,2023,Economy Class,Solo Leisure,Harare to London via Doha,8,0.9,qatar airways is the best way to go,1,3
474,2023,Economy Class,Solo Leisure,Mumbai to Chicago via Doha,2,-0.75,crew was pleasant and food was good.,1,3
476,2023,Business Class,Solo Leisure,Doha to Cape Town,8,-0.2,friendly helpful staff,1,3
477,2023,Economy Class,Solo Leisure,Abu Dhabi to Manchester via Doha,1,-0.8,great food on return flight,1,3
478,2023,Business Class,Business,New York JFK to Doha,9,0.85,cabin crew were super attentive with prompt service of what i needed.,1,3
480,2023,Economy Class,Business,Frankfurt to Bangkok via Doha,5,0.1,swift checkin and security,1,3
483,2023,Economy Class,Family Leisure,Paris to Jakarta via Doha,6,-0.6,staff was very nice,1,3
484,2023,Economy Class,Solo Leisure,Doha to Hanoi,8,0.7,well pampered by professional attendants,1,3
485,2023,Economy Class,Solo Leisure,Amsterdam to Phuket via Doha,9,0.85,good service on the ground and in the air,1,3
486,2023,Economy Class,Solo Leisure,Madrid to Doha,5,-0.3,"cabin crew were nice, respectful and helpful",1,3
487,2023,Economy Class,Couple Leisure,Tehran to Dallas via Doha,8,0.9,customer service was super courteous,1,3
488,2023,Business Class,Solo Leisure,Sofia to Dubai via Doha,10,0.9,exceptional service with this airline,1,3
489,2023,Economy Class,Solo Leisure,Auckland to Doha,10,0.9,"exceptional in-flight service, warm welcome, friendly crew, special meal",1,3
492,2023,Economy Class,Solo Leisure,Lagos to Manila via Doha,9,0.85,"good and warm services, comfortable journey",1,3
494,2023,Business Class,Solo Leisure,London to Abu Dhabi via Doha,3,-0.8,great seats and crew in business class.,1,3
496,2023,Business Class,Solo Leisure,Manila to Istanbul via Doha,9,0.8,"excellent food and beverage options, good crew service",1,3
497,2023,Economy Class,Couple Leisure,Prague to Doha,9,0.7,very nice staff and service. great food,1,3
499,2023,Economy Class,Couple Leisure,Delhi to Manchester via Doha,9,0.8,qatar staff resolved the issue,1,3
501,2023,Business Class,Solo Leisure,Franfurt to Salalah via Doha,10,0.9,every single flight was amazing,1,3
502,2023,Economy Class,Solo Leisure,Perth to Berlin via Doha,10,0.9,great onboard care,1,3
503,2023,Business Class,Business,Doha to Frankfurt,9,0.9,"friendly and efficient service, qsuite experience",1,3
504,2023,Economy Class,Solo Leisure,Sydney to Doha,10,0.9,flight attendants friendly and efficient,1,3
506,2023,Business Class,Solo Leisure,Phuket to Doha,8,0.2,staff on point as always!,1,3
507,2023,Business Class,Solo Leisure,Doha to Phuket,10,0.6,better seats in a boeing 787. more comfortable for me,1,3
508,2023,Business Class,Solo Leisure,Stockholm to Doha,9,-0.2,service on point as always,1,3
509,2023,Business Class,Solo Leisure,Johannesburg to Doha,10,0.85,service was top notch wonderful crew,1,3
510,2023,Economy Class,Family Leisure,Nairobi to Dublin via Doha,9,0.8,friendly and helpful crew,1,3
511,2023,Economy Class,Solo Leisure,London Heathrow to Doha,10,0.9,janet and crew were simply the best,1,3
512,2023,Economy Class,Solo Leisure,Bangkok to Zagreb via Doha,10,0.9,"courteous and helpful staff, good food",1,3
513,2023,Economy Class,Couple Leisure,Thailand to Madrid via Doha,9,0.9,big thank you to all the crew,1,3
516,2023,Economy Class,Couple Leisure,Brisbane to Manchester via Doha,10,0.85,"punctuality, crew welcoming",1,3
517,2023,Economy Class,Solo Leisure,Dallas to Dhaka via Doha,9,0.9,"outstanding cabin crew, warm, welcoming",1,3
518,2023,Business Class,Solo Leisure,Doha to Johannesburg,2,-0.8,great and always willing to help crew,1,3
519,2023,Business Class,Solo Leisure,Geneva to Doha,10,-0.3,"great service from flight crew, impeccable meal quality",1,3
521,2023,Economy Class,Family Leisure,Dublin to Tokyo via Doha,6,0.2,a350-1000 seat comfort and design,1,3
522,2023,Economy Class,Solo Leisure,São Paulo to Cape Town via Doha,7,-0.2,"good meals, nice crew",1,3
523,2023,Economy Class,Solo Leisure,Ho chi Minh City to Doha,10,0.9,"exceptional service, warm and welcoming demeanor",1,3
524,2023,Economy Class,Solo Leisure,Dublin to Nairobi via Doha,10,0.9,alina and her colleague were extremely kind and helpful,1,3
525,2023,Economy Class,Couple Leisure,Manchester to Kuala Lumpur via Doha,7,0.2,flights on time and not an empty seat,1,3
526,2023,Economy Class,Couple Leisure,Algiers to Riyadh via Doha,9,0.9,"very attentive staff, punctual timetables, good services",1,3
528,2023,Economy Class,Solo Leisure,London to Bangkok via Doha,10,0.9,superb level of service,1,3
529,2023,Economy Class,Couple Leisure,Barcelona to Goa via Doha,7,0.1,entertainment system with excellent choice,1,3
530,2023,Economy Class,Solo Leisure,Bangkok to Brussels via Doha,10,0.9,"excellent food, kind staff",1,3
531,2023,Economy Class,Solo Leisure,Sharjah to Hamad,10,0.9,exceeded my expectations with his exceptional service,1,3
532,2023,Economy Class,Solo Leisure,Miami to Kolkata via Doha,10,0.9,cabin crew like hisham were excellent,1,3
533,2023,Business Class,Couple Leisure,Kuala Lumpur to Doha,10,0.9,in-flight service was fantastic,1,3
535,2023,Business Class,Solo Leisure,Ho Chi Minh to Manchester via Doha,9,0.85,crew were friendly and very attentive,1,3
536,2023,Economy Class,Family Leisure,Zagreb to Dubai via Doha,10,0.9,"inflight crew with a long smile, simply asked if i need anything",1,3
537,2023,Business Class,Solo Leisure,Brisibane to Zurich via Doha,4,-0.2,amazing staff and great food in bne to doh leg,1,3
538,2023,First Class,Business,Bangkok to Doha,8,-0.2,"excellent business class, amazing space and care level",1,3
539,2023,Economy Class,Solo Leisure,Cochin to Warsaw via Doha,10,0.9,"staff were helpful, good food",1,3
540,2023,Economy Class,Solo Leisure,Sydney to Doha,7,-0.3,cabin crew were very attentive and professional,1,3
542,2023,Business Class,Couple Leisure,Cape Town to Gatwick via Doha,2,-0.75,qatar airways business class to cape town was good,1,3
545,2023,Business Class,Solo Leisure,Brisbane to London via Doha,9,0.9,incredible experience with qatar,1,3
546,2023,Business Class,Business,Doha to Denpasar,4,-0.3,service in business class was excellent,1,3
550,2023,Economy Class,Solo Leisure,madrid to sharjah via dona,7,0.2,free wine on long flights,1,3
551,2023,Economy Class,Family Leisure,Dusseldorf to Doha,6,-0.2,"service professional, food above average, flights on time",1,3
552,2023,Business Class,Solo Leisure,Islamabad to Chicago via Doha,10,0.8,cabin staff ying and komal were phenomenal,1,3
553,2023,Economy Class,Couple Leisure,Doha to Phuket,10,0.9,very helpful and friendly crew,1,3
554,2023,Economy Class,Business,Singapore to Dubai via Doha,10,0.9,service is top level that it beats sq service,1,3
555,2023,Business Class,Business,London to Goa via Doha,10,0.9,extremely attentive and friendly cabin crew,1,3
557,2023,Economy Class,Family Leisure,Dublin to Doha,3,-0.3,"great crew, food and beverage good",1,3
558,2023,Economy Class,Couple Leisure,Manchester to Auckland via Doha,10,0.8,"cabin staff were run off their feet, credit to the firm",1,3
559,2023,Business Class,Solo Leisure,Doha to San Francisco,10,0.9,qsuites on the a350 are incredible,1,3
560,2023,Business Class,Solo Leisure,Bangkok to Doha,10,0.9,"unbeatable flight attendants, food, cleanliness",1,3
562,2023,Business Class,Couple Leisure,Doha to Male,9,0.8,service was exceptional,1,3
563,2023,Premium Economy,Family Leisure,New York JFK to Islamabad via Doha,10,0.9,q suite gives comfort and privacy,1,3
565,2023,Business Class,Business,Kuala Lumpur to Edinburgh via Doha,10,1.0,outstanding service and amenities,1,3
566,2023,Business Class,Solo Leisure,London Heathrow to Ho Chi Minh via Doha,10,0.95,best flight ever experienced,1,3
567,2023,Economy Class,Solo Leisure,Abu Dhabi to Nairobi via Doha,5,-0.75,flight was bang on time to the minute,1,3
569,2023,Economy Class,Couple Leisure,Ankara to Auckland via Doha,9,0.9,"excellent service, friendly crew",1,3
571,2023,Business Class,Solo Leisure,Bangkok to Paris via Doha,10,0.95,food was of an extraordinary standard,1,3
572,2023,Business Class,Solo Leisure,Munich to Bangkok via Doha,8,0.7,"high standard of service, pleasant surprise with new seat",1,3
573,2023,Economy Class,Solo Leisure,Bangkok to Prague via Doha,10,0.85,"great staff, delicious food, and on time performance",1,3
576,2023,Economy Class,Family Leisure,Istanbul to Karachi via Doha,10,0.8,"helpful boarding staff, especially mr nazim",1,3
577,2022,Economy Class,Business,Kigali to Bangkok via Doha,9,0.8,"exit row without charges, impressive work on luggage",1,3
579,2022,Business Class,Solo Leisure,Bangkok to Munich via Doha,4,-0.4,high standard and service and catering in flights,1,3
580,2022,Economy Class,Couple Leisure,Doha to Ho Chi Minh City,6,0.3,"big and well equipped aircraft, good inflight entertainment",1,3
583,2022,First Class,Couple Leisure,Bangkok to Doha,10,0.95,the cabin is great with very spacious seats/beds,1,3
584,2022,Business Class,Couple Leisure,Doha to Oslo,9,0.9,"seats are very comfortable, great food, crew attentive",1,3
585,2022,First Class,Solo Leisure,Doha to Boston,10,0.95,"the crew were absolutely lovely and the offers of food, beverages and entertainment were stellar",1,3
588,2022,Business Class,Solo Leisure,Cape Town to Doha,7,-0.3,cabin crew were on the ball and provided 1st class service.,1,3
589,2022,Economy Class,Couple Leisure,Zurich to Doha,9,0.9,quality of service was impeccable,1,3
590,2022,Premium Economy,Family Leisure,Boston to Lahore,10,0.95,excellent service and experience,1,3
591,2022,Economy Class,Family Leisure,Munich to Kilimanjaro via Doha,7,-0.2,"food quality, cabin crew politeness",1,3
593,2022,Economy Class,Solo Leisure,Singapore to Frankfurt via Doha,8,0.2,very spacious and comfortable seats on b777,1,3
595,2022,Business Class,Couple Leisure,Oslo to Singapore via Doha,8,-0.3,"great staff compensates, transfer was smooth",1,3
596,2022,Business Class,Solo Leisure,Denpasar to Doha,4,-0.3,cabin crew excellent and service minded as always,1,3
597,2022,Business Class,Solo Leisure,Doha to Washington,9,0.8,flight attendants were superb,1,3
599,2022,Economy Class,Business,Toronto to Melbourne via Doha,10,0.95,absolutely wonderful experience,1,3
602,2022,Business Class,Solo Leisure,Frankfurt to Bangkok via Doha,8,0.3,"good service and catering, al safa lounge impeccable",1,3
603,2022,Economy Class,Solo Leisure,Frankfurt to Singapore via Doha,8,0.8,high level of service and comfort,1,3
604,2022,Economy Class,Couple Leisure,Manchester to Hyderabad via Doha,10,0.95,most efficient and kindest inflight staff,1,3
605,2022,Business Class,Solo Leisure,Edinburgh to Bangkok via Doha,9,0.9,"wonderful flight, amazing staff",1,3
606,2022,Business Class,Family Leisure,Amsterdam to Dubai via Doha,8,0.7,"excellent cabin crew, especially miguel and hyeon jin",1,3
607,2022,Economy Class,Solo Leisure,Dallas Ft Worth to Colombo via Doha,10,0.9,"great cabin crew, food was great well presented",1,3
608,2022,Business Class,Family Leisure,Doha to Philadelphia,5,-0.3,exceptional cabin crew performance,1,3
609,2022,Economy Class,Family Leisure,Bangkok to Edinburgh via Doha,10,0.9,"quality service, can’t do enough and attend to every need",1,3
613,2022,Economy Class,Family Leisure,London to Islamabad via Doha,10,0.9,"business class upgrade, cabin crew positive attitude",1,3
614,2022,Economy Class,Solo Leisure,Kuwait to Doha,9,0.9,inflight service and very friendly staff,1,3
615,2022,Business Class,Couple Leisure,Zurich to Mactan via Doha,7,0.3,excellent service and friendly crew,1,3
616,2022,Business Class,Couple Leisure,Los Angeles to Cairo via Doha,10,0.95,world class experience,1,3
617,2022,Business Class,Couple Leisure,Zurich to Cebu via Doha,8,-0.2,"crew were very friendly, helpful",1,3
618,2022,Business Class,Solo Leisure,Doha to Cape Town,5,-0.7,cabin crew was excellent,2,2
620,2022,Business Class,Couple Leisure,Doha to Bangkok,7,0.3,pleasant and willing cabin crew,1,3
621,2022,Business Class,Couple Leisure,Madrid to Doha,7,0.6,"friendly cabin crew, good strategy for f&b service",1,3
622,2022,Business Class,Solo Leisure,Doha to Denpasar,8,-0.2,friendly service minded cabin crew,1,3
623,2022,Business Class,Solo Leisure,Stockholm to Doha,8,0.3,"nice friendly service, on the mark",1,3
624,2022,Business Class,Solo Leisure,Bangkok to Frankfurt via Doha,5,-0.3,impeccable service and great food and drinks on first leg,1,3
625,2022,Economy Class,Couple Leisure,Johannesburg to Rome via Doha,9,0.8,qatar airways staff and the airport in hamad made up for this.,1,3
626,2022,Business Class,Solo Leisure,Sydney to Edinburgh via Doha,10,0.95,"luxurious, supremely comfortable seats",1,3
627,2022,Business Class,Solo Leisure,Manila to Manchester via Doha,10,0.95,quality & availability of the food + drinks,1,3
629,2022,Business Class,Couple Leisure,Bangkok to Doha,5,-0.75,check-in in bkk a breeze.,1,3
630,2022,Business Class,Couple Leisure,Doha to Madrid,7,-0.6,"cabin staff the usual friendly people, slept well",1,3
631,2022,Economy Class,Family Leisure,Mumbai to Atlanta via Doha,8,0.7,"food is good, service and comfort is good",1,3
634,2022,Business Class,Business,Doha to Montreal,10,0.9,exceptional service provided right from boarding to disembarking,1,3
635,2022,Business Class,Business,Doha to Miami,10,0.9,amazing experience flying with qatar airways,1,3
637,2022,Economy Class,Solo Leisure,Islamabad to London Gatwick via Doha,10,0.8,excellent hospitality of qatar airways.,1,3
638,2022,Economy Class,Solo Leisure,Doha to Beirut,6,0.2,"professional cabin crew, clean cabin",1,3
641,2022,Business Class,Solo Leisure,Edinburgh to Brisbane via Doha / Perth,10,0.9,"excellent service, food and cleanliness",1,3
642,2022,Economy Class,Business,Doha to Jakarta,9,0.7,"extremely friendly crew, very attentive and helpful",1,3
643,2022,Economy Class,Business,Zurich to Doha,9,0.7,great service at the business/privilege check-in counter and very helpful with fragile item. crew very helpful and friendly again.,1,3
644,2022,Economy Class,Business,Jakarta to Doha,8,0.8,"friendly staff, well managed flight",1,3
645,2022,Economy Class,Solo Leisure,Abu Dhabi to Johannesburg via Doha,10,0.9,their cabin crew are the best,1,3
648,2022,Economy Class,Solo Leisure,Doha to Miami,10,0.9,jolina took good care of me,1,3
649,2022,Economy Class,Business,London to Islamabad via Doha,10,0.87,seats were very comfortable and massive amounts of legroom,1,3
651,2022,Business Class,Solo Leisure,Singapore to Doha,8,0.8,service was first rate and the cook to order menu was truly fantastic,1,3
652,2022,Economy Class,Couple Leisure,Doha to Brussels,2,-0.8,staff is always okay on qatar flights,1,3
654,2022,Economy Class,Solo Leisure,Perth to London via Doha,8,-0.2,"comfortable seats, good movies, accommodating ground staff",1,3
657,2022,Economy Class,Solo Leisure,Bangkok to Doha,8,0.7,"fa attention, good ife, wine glasses allowed",1,3
658,2022,Business Class,Couple Leisure,Singapore to Kilimanjaro via Doha,9,0.85,lie-flat seat on business class made for a good night's sleep,1,3
659,2022,Business Class,Business,Hyderabad to Atlanta via Doha,10,0.9,qatar airways staff made it extremely comfortable,1,3
661,2022,Economy Class,Couple Leisure,New York to Bucharest via Doha,10,0.9,surprise was so big,1,3
662,2022,Economy Class,Solo Leisure,"Lagos, Nigeria to London Heathrow via Doha, Qatar",10,0.9,cabin crew attitude was excellent all through the flight,1,3
663,2022,Economy Class,Solo Leisure,Maputo to Lahore via Doha,10,0.85,fulfilling all the expectation,1,3
664,2022,Economy Class,Family Leisure,Tunis to Entebbe via Doha,10,0.85,hostess were very kind,1,3
665,2022,Business Class,Business,Doha to New York,10,0.9,qatar stand out in quality of service,1,3
666,2022,Economy Class,Family Leisure,Doha to Kuala Lumpur,10,0.8,thank you to all the staff at hamad international airport and hamad medical corporation,1,3
667,2022,Economy Class,Solo Leisure,Vienna to Jakarta via Doha,8,0.7,seats comfortable with enough leg space,1,3
668,2022,Business Class,Couple Leisure,Doha to London Heathrow,7,0.2,"qsuites seats are comfortable, ife was very good",1,3
670,2022,Business Class,Business,Islamabad to Manchester via Doha,10,0.95,qsuite clean and comfortable,1,3
671,2022,Business Class,Business,Milan to Doha,10,0.9,"services are excellent, cabin crew very well mannered and friendly",1,3
672,2022,Economy Class,Family Leisure,Nairobi to San Diego via Doha,7,-0.3,helpful employee at baggage claim,1,3
673,2022,Business Class,Solo Leisure,Doha to Singapore,8,0.8,service by gabriel first rate,1,3
674,2022,Business Class,Solo Leisure,Madrid to Hong Kong via Doha,8,0.8,"fabulous service and offerings, thoughtful and lovely crew",1,3
675,2022,Economy Class,Couple Leisure,Philadelphia to Nagpur via Doha,9,0.7,"excellent inflight entertainment, professional staff, reasonable food",1,3
677,2022,Economy Class,Family Leisure,Cairo to Dallas via Doha,10,0.9,"amazing, delicious meal service, kind crew",1,3
682,2022,Economy Class,Family Leisure,Mumbai to Los Angeles via Doha,9,0.9,"pleasant experience, excellent vegetarian meal",1,3
690,2022,Economy Class,Solo Leisure,New York JFK to Delhi via Doha,10,0.95,amazing customer service from start to finish,1,3
691,2022,Economy Class,Solo Leisure,Lagos to Montreal via Doha,9,0.9,cabin crew were amazing. in-flight service is the best i've had so far.,1,3
692,2022,Business Class,Couple Leisure,London to Durban via Doha,10,0.95,stewards / stewardesses were exceptional,1,3
693,2022,Economy Class,Family Leisure,London to Doha,10,0.85,qatar airways staff were most exceptional,1,3
697,2022,Economy Class,Solo Leisure,Singapore to Edinburgh via Doha,9,0.9,best flight ever,1,3
701,2022,Economy Class,Solo Leisure,San Francisco to Chennai via Doha,9,0.9,fantastic experience with economy class,1,3
704,2022,Business Class,Solo Leisure,Melbourne to London via Doha,10,0.95,best airline i have ever used,1,3
705,2022,Business Class,Business,Bangkok to Warsaw via Doha,6,0.1,"good seats on this trip; not qsuites, but not the dreaded 2-2-2 configuration.",1,3
706,2022,Economy Class,Business,Doha to London,10,0.95,"seating is very spacious, food is of a high standard and inflight entertainment excellent",1,3
709,2022,Economy Class,Family Leisure,Chennai to Washington via Doha,9,0.85,"customer care, cabin crew, food, hamad international airport",1,3
710,2022,Economy Class,Solo Leisure,Jakarta to Doha,9,0.7,"comfortable flight, food is good, crew was fine",1,3
711,2022,Economy Class,Solo Leisure,Nairobi to Doha,10,0.95,smoothest flight i've ever experienced,1,3
714,2022,Economy Class,Couple Leisure,Dublin to Bangkok via Doha,10,0.9,"great experience overall, food vouchers offered",1,3
715,2022,Business Class,Couple Leisure,Philadelphia to Male via Doha,3,-0.3,"service, food and seats were enjoyable",1,3
724,2022,Business Class,Solo Leisure,Doha to London,9,0.75,quality of the seat is excellent,1,3
725,2022,Business Class,Solo Leisure,Bangkok to Doha,9,0.8,"service was supremely good, a380 seat is excellent",1,3
726,2022,Economy Class,Business,Copenhagen to Ho Chi Minh City via Doha,10,1.0,"all flights on time, all luggage handled perfectly",1,3
728,2022,Business Class,Business,Brussels to Kuala Lumpur via Doha,10,0.85,kudos to the qatar airways team,1,3
729,2022,Economy Class,Solo Leisure,Chengdu to Amman via Doha & Hong Kong,9,0.3,cabin crew was excellent and very friendly,1,3
730,2022,Economy Class,Solo Leisure,Brisbane to Brussels via Doha,2,-0.3,food was delicious,1,3
731,2022,Business Class,Couple Leisure,Cebu to Zurich via Doha,8,-0.3,amazing flight attendants,1,3
733,2022,First Class,Solo Leisure,Doha to Beirut,10,0.9,"service was great, flight attendants pleasant and efficient",1,3
734,2022,Business Class,Solo Leisure,Amsterdam to Phuket via Doha,9,0.9,truly a premier experience,1,3
735,2022,Economy Class,Solo Leisure,Frankfurt to Bangkok via Doha,8,0.4,"comfortable and service oriented flight, pleasant upgrade",1,3
739,2022,Economy Class,Solo Leisure,Johannesburg to Washington DC via Doha,10,0.9,"professionalism of the crew, cleanliness",1,3
740,2022,Economy Class,Family Leisure,Toronto to Kozhikode via Montreal / Doha,10,0.9,service by all the staff was amazing,1,3
741,2022,Business Class,Solo Leisure,Doha to London,10,0.9,best flight experience in my 30+ years of international travel,1,3
742,2022,Business Class,Solo Leisure,Doha to Ahmedabad,10,0.95,manasvi and sharan did an amazing job,1,3
743,2022,Economy Class,Family Leisure,Doha to Chicago,9,0.8,wonderful service i got from the cabin crew,1,3
745,2022,Business Class,Solo Leisure,Bangkok to Stockholm via Doha,10,0.95,best option to fly in business class,1,3
746,2022,Economy Class,Solo Leisure,Melbourne to Dublin via Doha,10,0.95,"great service, people, food, facilities and customer care",1,3
747,2022,Economy Class,Solo Leisure,Doha to Johannesburg,10,0.85,"incredible tasty food, extremely helpful crew",1,3
748,2022,Economy Class,Solo Leisure,Johannesburg to Doha,8,0.9,"staff were so accommodating, fantastic",1,3
749,2022,Business Class,Business,Cape Town to Montreal via Doha,10,0.9,q-suites are all what a traveller can dream of,1,3
750,2022,Business Class,Solo Leisure,Montreal to Phuket via Doha,8,0.85,"suite is impressive and amazing, cabin crew polite and friendly",1,3
752,2022,Economy Class,Business,Belgrade to Doha via Manila,6,-0.3,great experience flying with them,1,3
754,2022,Economy Class,Solo Leisure,New York to Kathmandu via Doha,10,0.9,awesome food and great airline crew,1,3
755,2022,Economy Class,Solo Leisure,Doha to Montreal,9,0.9,"excellent inflight service, all cabin staff very courteous and helpful",1,3
756,2022,Economy Class,Couple Leisure,London to Jakarta via Doha,7,0.8,helpful senior ticketing agent mr inam,1,3
757,2022,Economy Class,Solo Leisure,Dammam to Boston via Doha,9,0.85,cabin crew were amazing,1,3
759,2022,Business Class,Family Leisure,Amsterdam to Bangkok via Doha,10,0.95,assistance from lauren and nabeel,1,3
760,2022,Economy Class,Solo Leisure,Thiruvananthapuram to Doha,10,0.9,first class service in economy,1,3
761,2022,Economy Class,Solo Leisure,Warsaw to Phuket via Doha,10,0.9,cabin crew and service are exceptional,1,3
762,2022,Economy Class,Couple Leisure,Toronto to Tehran via Doha,10,0.85,"helpful, friendly and efficient staff",1,3
763,2022,Economy Class,Business,Miami to Delhi via Doha,10,0.9,pleasant boarding process,1,3
764,2022,Economy Class,Solo Leisure,Doha to New York,10,0.9,"outstanding crew, ready to help with a smile",1,3
765,2022,Economy Class,Business,Doha to Kuala Lumpur,10,0.9,stewardess service beyond 5 star,1,3
766,2022,Economy Class,Family Leisure,Doha to San Francisco,10,0.9,flight attendant was excellent,1,3
768,2022,Business Class,Family Leisure,Adelaide to Doha,8,0.7,cabin crew were very professional and attentive.,1,3
770,2022,Business Class,Solo Leisure,Warsaw to Bangkok via Doha,3,-0.7,better service on doha to bangkok flight,1,3
771,2022,Business Class,Business,Johannesburg to Doha,4,-0.3,"good boarding service, comfy seats",1,3
773,2022,Economy Class,Solo Leisure,New York to Doha,9,0.85,crew are very accommodating and friendly,1,3
774,2022,Business Class,Solo Leisure,Oslo to Phuket via Doha,10,0.95,"superb service, amazing food",1,3
